@relation 'Features-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,7'

@attribute Area numeric
@attribute Mean numeric
@attribute Mode numeric
@attribute Min numeric
@attribute Max numeric
@attribute Median numeric
@attribute Perimeter numeric
@attribute *Feret numeric
@attribute *Breadth numeric
@attribute *AspRatio numeric
@attribute *RFactor numeric
@attribute *ConvexArea numeric
@attribute *ConvexPerimeter numeric
@attribute *ArEquivD numeric
@attribute *PerEquivD numeric
@attribute *MinR numeric
@attribute *MaxR numeric
@attribute *avgR numeric
@attribute *VarianceR numeric
@attribute *EquivEllAr numeric
@attribute *ModRatio numeric
@attribute *HaralickRatio numeric
@attribute *ThinnessR numeric
@attribute *Roundness numeric
@attribute *Compactness numeric
@attribute *Solidity numeric
@attribute *Convexity numeric
@attribute *Concavity numeric
@attribute *ArBBox numeric
@attribute *Rectang numeric
@attribute *Sphericity numeric
@attribute *Elongation numeric
@attribute '*Bending Energy' numeric
@attribute *Jaggedness numeric
@attribute *Circularity numeric
@attribute *Endocarp numeric
@attribute 'Distance CM-FB' numeric
@attribute StD numeric
@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute 'Intensity sum' numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute 'Smothness R' numeric
@attribute GLCM-Contrast numeric
@attribute GLCM-Correlation numeric
@attribute GLCM-Energy numeric
@attribute GLCM-Homogeneity numeric
@attribute 'Mean Red' numeric
@attribute 'Sqrt Mean Red' numeric
@attribute 'StD Red' numeric
@attribute 'Mean Green' numeric
@attribute 'Sqrt Mean Green' numeric
@attribute 'StD Green' numeric
@attribute 'Mean Blue' numeric
@attribute 'Sqrt Mean Blue' numeric
@attribute 'StD Blue' numeric
@attribute 'Mean RGB' numeric
@attribute 'Mean H' numeric
@attribute 'StD H' numeric
@attribute 'Mean S' numeric
@attribute 'StD S' numeric
@attribute 'Mean V' numeric
@attribute 'StD V' numeric
@attribute Label {Amaranthacea,Apiaceae,Asteraceae,Brassicaceae,Plantaginaceae,Solanaceae}

@data
60396,50,0,0,230,0,1267.492,433.038,178,2.433,45.756,62247.5,1020.358,277.306,403.455,89,216.519,155.214,1826.577,60539.105,0.411,3.632,26.6,0.41,0.64,0.97,0.805,1851.5,77080.783,0.784,0.411,2.117,0.069,0.687,0.472,59128.508,34.838,6.758,31.477,990.056,12970,0.998,0.016,0.000702,546.029,0.967,0.414,0.936,0.186,0.431,5.868,0.225,0.474,7.077,0.233,0.483,7.343,0.215,0.137,4.298,0.052,1.733,0.233,7.346,Solanaceae
112417,2,0,0,221,0,1386.095,434.836,315.712,1.377,83.875,114580,1229.623,378.33,441.208,157.856,217.418,190.826,475.118,107821.739,0.726,8.755,17.09,0.757,0.87,0.981,0.887,2163,137282.901,0.819,0.726,1.36,0.171,0.857,0.735,111030.905,15.004,1.097,193.819,37596.614,637,1,0.000486,0.000019,254.461,0.986,0.491,0.971,0.005,0.07,0.95,0.006,0.077,1.147,0.006,0.079,1.2,0.006,0.004,0.703,0.001,0.285,0.006,1.2,Solanaceae
115869,165,0,0,251,0,1893.094,445.647,358.527,1.243,85.896,120258,1250.482,384.095,602.59,179.263,222.823,191.488,264.458,125487.994,0.805,11.775,30.93,0.743,0.862,0.964,0.661,4389,159776.276,0.725,0.805,2.461,0.087,0.637,0.406,113975.906,1.044,9.217,25.213,636.439,42486,0.997,0.025,0.001,413.978,0.978,0.405,0.952,0.36,0.6,9.148,0.371,0.609,9.325,0.368,0.607,9.236,0.367,0.103,3.555,0.05,1.502,0.388,9.733,Solanaceae
121752,51,0,0,223,0,1700.41,433.887,358.706,1.21,104.233,142080,1274.701,393.725,541.257,179.353,216.944,198.144,124.882,122237.844,0.827,17.731,23.748,0.823,0.907,0.857,0.75,20328,155638.057,0.782,0.827,1.89,0.603,0.727,0.529,120051.59,40.372,4.693,43.686,1909.51,13093,0.999,0.009,0.000339,265.703,0.985,0.51,0.971,0.088,0.296,3.848,0.114,0.338,4.972,0.121,0.348,5.268,0.108,0.071,3.109,0.036,1.631,0.121,5.268,Solanaceae
124447,4,0,0,222,0,1458.386,437.439,369,1.185,98.071,134775,1272.142,398.059,464.219,184.5,218.72,198.838,127.525,126775.078,0.844,17.608,17.091,0.828,0.91,0.923,0.872,10328,161415.042,0.771,0.844,1.36,0.013,0.857,0.735,122988.614,45.048,1.342,157.925,24957.038,1058,1,0.000722,0.000028,273.611,0.984,0.516,0.971,0.007,0.085,1.145,0.009,0.095,1.438,0.009,0.096,1.443,0.009,0.005,0.806,0.002,0.35,0.009,1.457,Solanaceae
124525,47,0,0,225,0,1810.861,481.253,348.398,1.381,133.534,201889.5,1312.013,398.184,576.415,174.199,240.626,199.156,631.123,131685.82,0.724,7.927,26.334,0.685,0.827,0.617,0.725,77364.5,167667.593,0.743,0.724,2.096,0.291,0.691,0.477,122714.139,3.117,4.559,46.378,2151.221,12247,0.999,0.008,0.00032,223.049,0.986,0.572,0.975,0.085,0.291,3.927,0.103,0.321,4.777,0.107,0.328,4.978,0.098,0.063,2.917,0.025,1.212,0.107,4.98,Solanaceae
125362,142,0,0,246,0,1895.846,442.512,375.681,1.178,92.616,128754,1289.187,399.52,603.467,187.84,221.256,200.275,182.965,130567.256,0.849,14.806,28.671,0.815,0.903,0.974,0.68,3392,166243.394,0.754,0.849,2.282,0.034,0.662,0.438,123466.154,31.329,7.911,27.169,737.462,36516,0.997,0.021,0.000962,396.309,0.979,0.405,0.953,0.253,0.503,6.907,0.303,0.551,8.235,0.317,0.563,8.608,0.291,0.183,4.987,0.069,1.98,0.318,8.622,Solanaceae
126727,16,0,0,245,0,1529.859,435.437,382,1.14,155.083,212148,1292.014,401.689,486.969,191,217.718,200.922,97.44,130640.591,0.877,20.354,18.469,0.851,0.922,0.597,0.845,85421,166336.767,0.762,0.877,1.47,0.278,0.825,0.68,125197.141,49.983,2.645,79.986,6419.477,4204,1,0.003,0.000108,233.108,0.987,0.488,0.971,0.028,0.168,2.266,0.035,0.187,2.796,0.036,0.19,2.887,0.033,0.02,1.612,0.01,0.798,0.037,2.924,Solanaceae
127060,317,0,0,246,0,2092.13,456.991,377,1.212,92.791,133218.5,1320.18,402.216,665.946,188.5,228.496,201.466,216.864,135312.873,0.825,13.681,34.448,0.775,0.88,0.954,0.631,6158.5,172285.7,0.737,0.825,2.741,0.3,0.604,0.365,124967.87,49.75,11.71,18.286,333.109,81297,0.994,0.045,0.002,223.407,0.986,0.57,0.974,0.555,0.745,10.2,0.667,0.817,12.209,0.697,0.835,12.748,0.64,0.405,7.425,0.154,2.996,0.698,12.759,Solanaceae
130036,248,0,0,252,0,2154.054,453.971,364,1.247,94.061,134149,1327.111,406.899,685.657,182,226.986,202.923,266.036,129783.572,0.802,12.441,35.682,0.803,0.896,0.969,0.616,4113,165245.577,0.787,0.802,2.839,0.842,0.593,0.352,127881.946,109.766,10.28,20.995,439.843,63669,0.995,0.035,0.002,400.15,0.979,0.405,0.953,0.431,0.656,9.089,0.509,0.714,10.687,0.529,0.727,11.097,0.49,0.307,6.519,0.108,2.459,0.53,11.112,Solanaceae
130243,9,0,0,240,0,1550.812,454.757,377.135,1.206,96.766,138246,1321.975,407.223,493.639,188.567,227.379,203.633,314.47,134699.545,0.829,11.483,18.466,0.802,0.895,0.942,0.852,8003,171504.787,0.759,0.829,1.469,0.029,0.825,0.681,128692.188,18.542,2.027,104.63,10980.545,2531,1,0.002,0.000063,291.859,0.981,0.577,0.973,0.017,0.13,1.774,0.02,0.142,2.101,0.021,0.146,2.214,0.019,0.012,1.269,0.005,0.543,0.021,2.225,Solanaceae
131390,590,0,0,255,0,2052.189,461.686,361,1.279,147.612,214101.5,1325.158,409.012,653.232,180.5,230.843,206.723,221.075,130901.26,0.782,13.903,32.053,0.785,0.886,0.614,0.646,82711.5,166668.661,0.788,0.782,2.551,0.043,0.626,0.392,129337.811,48.811,16.261,14.126,198.463,151206,0.99,0.074,0.004,271.432,0.982,0.583,0.975,1.1,1.049,15.677,1.173,1.083,16.559,1.179,1.086,16.627,1.151,0.497,8.213,0.146,2.601,1.208,17.049,Solanaceae
132894,142,0,0,244,0,1982.089,465.465,385.575,1.207,94.442,138103,1332.68,411.346,630.918,192.787,232.733,205.536,270.884,140956.708,0.828,12.488,29.562,0.781,0.884,0.962,0.672,5209,179471.655,0.74,0.828,2.353,0.47,0.652,0.425,130911.911,19.237,7.689,27.999,783.729,36530,0.997,0.021,0.000908,257.09,0.986,0.465,0.97,0.24,0.49,6.746,0.287,0.536,8.024,0.298,0.545,8.316,0.275,0.168,4.768,0.064,1.911,0.298,8.338,Solanaceae
137605,228,0,0,249,0,2306.338,459.593,410.969,1.118,171.351,247405.5,1364.381,418.574,734.13,205.484,229.797,209.043,163.416,148344.751,0.894,16.353,38.656,0.829,0.911,0.556,0.592,109800.5,188878.403,0.729,0.894,3.076,0.003,0.57,0.325,135298.662,45.731,9.54,22.452,503.162,58473,0.996,0.031,0.001,271.833,0.986,0.454,0.969,0.37,0.609,8.35,0.443,0.665,9.936,0.461,0.679,10.355,0.425,0.27,6.082,0.1,2.379,0.462,10.365,Solanaceae
137757,223,0,0,254,0,2070.331,469.282,388,1.209,97.877,144300,1361.067,418.805,659.007,194,234.641,210.603,251.457,143006.541,0.827,13.281,31.115,0.796,0.892,0.955,0.657,6543,182081.583,0.757,0.827,2.476,0.625,0.636,0.404,135686.669,105.729,9.492,22.854,521.51,57237,0.996,0.03,0.001,265.712,0.983,0.578,0.974,0.367,0.606,8.425,0.431,0.657,9.844,0.448,0.67,10.24,0.416,0.265,6.136,0.089,2.213,0.449,10.252,Solanaceae
138559,30,0,0,251,0,1628.771,457.813,406.993,1.125,128.574,184923,1352.661,420.022,518.454,203.496,228.907,210.204,101.734,146340.696,0.889,20.841,19.146,0.842,0.917,0.749,0.83,46364,186326.761,0.744,0.889,1.524,1.774,0.81,0.656,136930.229,88.189,3.565,64.398,4168.494,7714,1,0.004,0.000195,308.659,0.98,0.575,0.973,0.052,0.229,3.39,0.058,0.241,3.729,0.056,0.237,3.599,0.056,0.022,1.529,0.01,0.715,0.059,3.796,Solanaceae
138736,158,0,0,243,0,2073.486,475.034,378.747,1.254,157.362,234841.5,1364.03,420.291,660.011,189.374,237.517,211.152,261.678,141307.054,0.797,13.053,30.989,0.783,0.885,0.591,0.658,96105.5,179917.729,0.771,0.797,2.466,0.115,0.637,0.406,136662.514,54.496,7.911,27.125,735.402,40494,0.997,0.022,0.000962,207.613,0.988,0.528,0.974,0.256,0.506,6.966,0.304,0.551,8.228,0.316,0.562,8.564,0.292,0.184,5.045,0.067,1.972,0.317,8.581,Solanaceae
145999,108,0,0,250,0,1900.785,465.188,424,1.097,179.116,261765.5,1395.429,431.152,605.039,212,232.594,215.968,80.366,154911.752,0.911,24.091,24.747,0.859,0.927,0.558,0.734,115766.5,197239.769,0.74,0.911,1.969,7.992,0.713,0.508,144098.215,41.519,6.458,34.069,1163.6,27767,0.998,0.015,0.000641,207.719,0.988,0.532,0.974,0.172,0.415,5.903,0.197,0.444,6.694,0.201,0.449,6.822,0.19,0.097,3.581,0.041,1.486,0.205,6.967,Solanaceae
151149,125,0,0,245,0,2060.532,484.869,408.174,1.188,102.758,156528,1417.713,438.69,655.888,204.087,242.435,220.221,178.592,155438.816,0.842,16.479,28.09,0.819,0.905,0.966,0.688,5379,197910.848,0.764,0.842,2.235,0.482,0.669,0.447,149088.468,47.723,6.785,31.899,1017.58,32182,0.998,0.016,0.000707,325.386,0.98,0.544,0.97,0.188,0.434,6.028,0.222,0.471,7.064,0.229,0.478,7.286,0.213,0.135,4.322,0.045,1.581,0.229,7.298,Solanaceae
152689,107,0,0,242,0,1820.719,496.372,408.992,1.214,103.683,161683.5,1426.309,440.919,579.553,204.496,248.186,220.52,212.402,159445.409,0.824,15.131,21.711,0.789,0.888,0.944,0.783,8994.5,203012.2,0.752,0.824,1.728,0.678,0.761,0.579,150868.281,51.108,6.218,34.607,1198.266,27470,0.998,0.014,0.000594,270.073,0.983,0.574,0.974,0.157,0.397,5.471,0.189,0.434,6.512,0.194,0.44,6.697,0.18,0.109,3.799,0.041,1.533,0.195,6.724,Solanaceae
153692,296,0,0,248,0,2344.179,487.37,420.843,1.158,104.594,160145.5,1439.728,442.365,746.175,210.422,243.685,220.408,250.322,161090.343,0.863,13.931,35.754,0.824,0.908,0.96,0.614,6453.5,205106.595,0.749,0.863,2.845,1.404,0.593,0.351,151347.821,51.918,10.319,20.869,434.567,76001,0.995,0.036,0.002,214.844,0.988,0.519,0.973,0.435,0.659,9.127,0.514,0.717,10.721,0.535,0.731,11.15,0.494,0.322,6.767,0.11,2.554,0.536,11.167,Solanaceae
156754,51,0,0,254,0,1676.334,479.851,431,1.113,106.177,160061,1432.626,446.75,533.594,215.5,239.926,224.427,109.819,162432.741,0.898,21.416,17.927,0.867,0.931,0.979,0.855,3307,206815.789,0.758,0.898,1.427,0.001,0.837,0.701,155077.666,20.297,4.414,52.361,2753.214,13277,0.999,0.007,0.0003,372.888,0.981,0.402,0.952,0.08,0.283,4.23,0.087,0.295,4.523,0.087,0.295,4.517,0.085,0.037,2.21,0.012,0.783,0.09,4.658,Solanaceae
