@relation FeaturesBW

@attribute Area numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}
@attribute Perimeter numeric
@attribute *Feret numeric
@attribute *Breadth numeric
@attribute *AspRatio numeric
@attribute *RFactor numeric
@attribute *ConvexArea numeric
@attribute *ConvexPerimeter numeric
@attribute *ArEquivD numeric
@attribute *PerEquivD numeric
@attribute *MinR numeric
@attribute *MaxR numeric
@attribute *avgR numeric
@attribute *VarianceR numeric
@attribute *EquivEllAr numeric
@attribute *ModRatio numeric
@attribute *HaralickRatio numeric
@attribute *ThinnessR numeric
@attribute *Roundness numeric
@attribute *Compactness numeric
@attribute *Solidity numeric
@attribute *Convexity numeric
@attribute *Concavity numeric
@attribute *ArBBox numeric
@attribute *Rectang numeric
@attribute *Sphericity numeric
@attribute *Elongation numeric
@attribute '*Bending Energy' numeric
@attribute *Jaggedness numeric
@attribute *Circularity numeric
@attribute *Endocarp numeric
@attribute 'Distance CM-FB' numeric

@data
4779,'Lathyrus ochrus',256693,86833,73,1189,39691,10827.5,250546,78005,81708,36.5,43417,39106,5295,4978499,841,16995,13788,807,898,441,976,6048.5,6338.822,754,841,1097,0.037,955,0.911,4522307,12.358
4981,'Lathyrus ochrus',263.037,89051,75,1187,33.15,9274,256202,79637,83727,37.5,44525,39725,7331,5245.51,0.842,14672,13.89,0.8,894,537,0.974,4293,6678791,746,0.842,1105,0.01,951,905,4717963,7854
4236,'Lathyrus ochrus',243137,82.97,65,1276,41.39,10788.5,236666,73.44,77393,32.5,41485,37556,4654,4235685,0.783,17.409,13956,0.783,885,0.393,973,6552.5,5393.042,785,0.783,1111,0.014,0.949,0.9,3992863,16628
5028,'Lathyrus ochrus',264836,84.629,76389,1.108,38088,10126.5,256925,80012,84.3,38194,42.314,39899,4322,5077346,903,19192,13.949,894,945,0.497,0.97,5098.5,6464677,778,903,1.11,0.028,0.949,0.901,4763.164,3.36
4715,'Lathyrus ochrus',255.279,82765,73,1.134,32664,8493,248.163,77.481,81258,36.5,41382,38957,1994,4745238,882,27.59,13821,0.876,0.936,555,972,3778,6041825,0.78,882,1.1,0.027,0.954,909,4459721,11.903
5265,'Lathyrus ochrus',269279,89.067,79,1127,42.634,11929.5,262284,81876,85714,39.5,44534,41023,3.814,5526316,887,21006,13772,845,919,441,0.974,6664.5,7036.324,748,887,1.096,0.164,955,912,4995721,5.99
4923,'Lathyrus ochrus',259622,83815,75,1.118,45.087,11872,253638,79172,82.64,37.5,41908,39.998,2019,4937127,895,28151,13692,892,945,415,977,6949,6286145,0.783,895,1.09,0.009,958,0.918,4663378,15242
301,'Medicago sativa',71941,25.632,15,1709,4086,329,68942,19577,22.9,7.5,12.816,10419,5112,301.97,585,4.608,17.194,583,764,915,958,28,384.48,0.783,585,1368,87,855,731,229.059,963
366,'Medicago sativa',77598,30.61,18.38,1665,4289,412.5,76601,21587,24.7,9.19,15305,10577,6095,441.89,0.6,4284,16452,0.497,705,887,987,46.5,562631,0.651,0.6,1.309,198,0.874,764,288402,4.903
294,'Medicago sativa',66.77,25.06,16,1.566,4039,318,66431,19348,21253,8,12.53,10099,2.629,314.912,638,6229,15.164,596,772,925,995,24,400959,733,638,1207,183,0.91,0.829,227.23,5194
454,'Medicago sativa',84669,33838,19047,1777,4685,498,84.54,24.043,26951,9523,16919,11489,8328,506.188,563,3.981,15.79,505,711,912,998,44,644499,0.704,563,1.257,0.23,892,0.796,369.331,3363
561,'Medicago sativa',91355,33615,21,1601,5625,594,91624,26726,29079,10.5,16808,14.451,2764,554432,625,8692,14877,632,795,0.944,1003,33,705925,795,625,1.184,1.19,919,845,469645,13614
355,'Medicago sativa',73012,26.907,18.897,1.424,4738,400.5,72014,21.26,23241,9449,13454,10.601,2.743,399349,0.702,6401,15.016,624,0.79,0.886,986,45.5,508467,698,0.702,1195,0.02,915,0.837,281988,2.959
472,'Medicago sativa',85113,33838,20878,1621,4.92,523,85.593,24515,27092,10439,16919,11894,5727,554.85,617,4.97,15.348,525,0.724,902,1006,51,706457,0.668,617,1.221,413,905,0.819,386.887,2.143
326,'Medicago sativa',72184,26627,18025,1.477,4405,368.5,69997,20373,22.977,9012,13314,10081,3279,376954,677,5567,15.983,585,765,885,0.97,42.5,479952,679,677,1272,1.512,887,0.786,253.816,2966
507,'Medicago sativa',86527,32202,21,1.533,5437,550,86413,25.407,27.542,10.5,16101,13055,4249,531127,652,6.333,14.767,622,789,922,0.999,43,676252,0.75,652,1175,903,922,851,420473,13784
535,'Medicago sativa',89698,33287,20,1.664,5.757,602,89764,26099,28552,10,16643,14091,4971,522865,601,6.32,15.039,615,784,889,1001,67,665.733,804,601,1197,174,914,836,445.302,11.424
446,'Medicago sativa',85.841,30.806,22177,1389,7233,700,81.474,23.83,27324,11088,15.403,12038,3.74,536561,0.72,6225,16.522,598,774,637,0.949,254,683171,653,0.72,1315,1716,872,0.761,360159,1859
279,'Medicago sativa',65.213,23.409,14,1672,6044,444.5,65343,18848,20.758,7,11705,10588,1.18,257.4,598,9745,15243,648,805,628,1002,165.5,327.732,851,598,1213,1395,0.908,0.824,213787,6465
359,'Medicago sativa',71598,26.907,19092,1409,6175,522,72205,21.38,22.79,9546,13454,10662,2451,403467,0.71,6811,14.279,631,795,688,1008,163,513.71,0.699,0.71,1136,0.118,938,0.88,287402,1.612
299,'Medicago sativa',67.213,26.077,16,1.63,5725,469,67925,19511,21395,8,13038,10123,2795,327691,614,6.054,15.109,0.56,748,638,1011,170,417.229,0.717,614,1202,1138,912,0.832,231787,2377
298,'Medicago sativa',65941,23.409,17919,1306,6534,480.5,66.33,19479,20.99,8.96,11705,9965,1.809,329462,765,7.41,14591,0.692,0.832,0.62,1006,182.5,419.484,0.71,765,1161,0.12,0.928,861,232.059,5.622
424,'Medicago sativa',86426,32202,20065,1605,6.583,666,83557,23235,27.51,10033,16101,11445,10626,507.488,623,3511,17617,521,722,637,0.967,242,646154,0.656,623,1402,1065,845,713,337574,1229
480,'Medicago sativa',87.841,31385,21,1495,8763,864,85.13,24.722,27961,10.5,15692,12552,2265,517639,669,8.34,16075,0.62,0.788,556,0.969,384,659079,728,669,1.279,0.33,884,782,392159,5819
496,'Medicago sativa',89.841,34.928,18,1.94,7245,795,88524,25.13,28.597,9,17.464,14.141,5276,493.79,515,6.156,16273,518,0.719,624,985,299,628.713,789,515,1295,3.689,879,772,406159,10444
483,'Medicago sativa',85598,34132,20,1.707,7563,811,86213,24799,27247,10,17066,12714,6121,536146,586,5.139,15.17,528,727,596,1.007,328,682.642,708,586,1207,239,0.91,828,397402,2408
469,'Medicago sativa',85113,32894,17,1935,8.53,881.5,85661,24.437,27092,8.5,16447,13558,5.929,439.19,517,5568,15446,552,743,532,1006,412.5,559194,0.839,517,1229,0.84,902,0.814,383.887,7614
304,'Medicago sativa',70184,27803,16.464,1689,4.517,394.5,69.386,19674,22.34,8.232,13901,9.761,4.639,359.51,0.592,4532,16203,501,708,0.771,0.989,90.5,457.743,664,0.592,1.289,61,0.881,0.776,233.816,2.621
459,'Medicago sativa',86912,33838,19.394,1745,7.168,762,84829,24175,27665,9.697,16919,12.451,7879,515406,573,4436,16457,0.51,0.714,602,976,303,656235,0.699,573,1.31,48,0.874,764,372088,1579
431,'Medicago sativa',79598,29.069,21.356,1361,6017,549.5,79192,23426,25337,10.678,14534,11921,2533,487.57,735,7.491,14.7,649,0.806,784,995,118.5,620794,0.694,735,1.17,124,925,855,351402,2188
328,'Medicago sativa',71355,27803,18,1545,4723,412.5,71126,20436,22713,9,13901,10.631,3.921,393.054,647,5369,15523,0.54,735,795,997,84.5,500452,655,647,1235,0.942,0.9,0.81,256645,2211
302,'Medicago sativa',77255,28425,16457,1.727,6.293,562,72316,19609,24.591,8228,14213,9945,6939,367395,579,3775,19.763,0.476,0.69,537,0.936,260,467782,0.646,579,1.573,0.101,797,636,224745,1357
343,'Medicago sativa',72.77,28425,17.196,1653,7.06,630.5,72097,20.898,23163,8.598,14213,10.142,5256,383898,605,4.424,15439,0.54,735,544,991,287.5,488.794,0.702,605,1229,1547,902,0.814,270.23,2318
376,'Medicago sativa',75941,30414,18483,1645,6955,664.5,75936,21.88,24.173,9242,15207,10.264,4917,441.511,608,4629,15338,518,0.719,0.566,1,288.5,562.15,669,608,1.221,1319,905,0.819,300059,1.289
518,'Medicago sativa',94912,36249,21,1726,9.22,1050,92.358,25.681,30211,10.5,18125,13.414,10161,597.87,579,4208,17.39,502,708,493,973,532,761232,0.68,579,1.384,154,0.85,723,423088,5421
532,'Medicago sativa',88184,34205,19,1.8,8.482,911.5,89.457,26026,28.07,9.5,17.103,14.517,3321,510.43,555,7.967,14617,579,0.761,584,1014,379.5,649.9,0.819,555,1163,114,927,0.86,443816,9.777
476,'Medicago sativa',92.326,34132,20,1.707,10.45,1120.5,87684,24.618,29388,10,17066,13.024,9.017,536146,586,4337,17908,0.52,721,425,0.95,644.5,682.642,0.697,586,1425,0.357,838,0.702,383.674,14.006
278,'Medicago sativa',66627,26,13,2,7756,633.5,67028,18814,21.208,6.5,13,10703,2822,265465,0.5,6.372,15968,524,0.724,439,1006,355.5,338,0.822,0.5,1271,4707,887,787,211373,12015
323,'Medicago sativa',68527,27.203,17648,1541,7056,603,69671,20279,21.813,8824,13.601,9912,4.56,377.044,649,4.642,14.539,556,745,536,1.017,280,480.068,0.673,649,1157,966,0.93,0.864,254.473,2.51
378,'Medicago sativa',73113,27.659,21,1317,12044,1046.5,74306,21.938,23272,10.5,13829,11273,2763,456184,759,6782,14.141,629,0.793,361,1016,668.5,580831,0.651,759,1125,0.21,943,889,304887,7294
386,'Medicago sativa',76184,29206,20014,1459,10713,983,76373,22169,24.25,10007,14603,11.484,4168,459091,685,5625,15036,0.576,759,0.393,1002,597,584533,0.66,685,1197,2.192,914,836,309816,2645
263,'Medicago sativa',62.971,23.409,13,1801,9008,662.5,64126,18299,20044,6.5,11705,10.652,1617,239014,555,8377,15077,611,782,397,1018,399.5,304322,0.864,555,1.2,1.481,0.913,833,200.029,6.413
370,'Medicago sativa',75456,28425,20,1421,11349,1013.5,74876,21705,24018,10,14213,11.392,2.706,446504,0.704,6926,15388,583,764,365,992,643.5,568507,0.651,0.704,1225,1913,904,0.817,294.544,10.091
538,'Medicago sativa',95012,34.54,19,1818,16565,1797.5,92.122,26.173,30.243,9.5,17.27,14.976,2955,515423,0.55,8712,16779,574,758,299,0.97,1259.5,656257,0.82,0.55,1335,0.577,865,0.749,442.988,8.687
504,'Medicago sativa',86.77,34015,19,1.79,12718,1359,87376,25.332,27.62,9.5,17007,13.301,6657,507587,0.559,5155,14.938,555,745,371,1.007,855,646279,0.78,0.559,1189,266,917,841,417.23,13.551
372,'Medicago sativa',93882,29206,20.18,1.447,8.06,739.5,77223,21763,29884,10.09,14603,11182,2813,462899,691,6.667,23693,555,745,503,823,367.5,589382,631,691,1885,87,728,0.53,278118,2.726
469,'Medicago sativa',82.87,30.083,19,1.583,14501,1370.5,83669,24.437,26378,9.5,15042,13431,1.88,448.919,632,9796,14.643,0.66,812,342,1.01,901.5,571581,821,632,1165,1065,0.926,858,386.13,5657
328,'Medicago sativa',69941,26.077,18.95,1376,5.743,470.5,70.349,20436,22263,9475,13038,10.281,3029,388.118,727,5.908,14.914,614,784,0.697,1006,142.5,494168,664,727,1187,157,0.918,843,258059,4471
335,'Medicago sativa',72184,27.203,17628,1.543,8975,767,71611,20.653,22.977,8814,13.601,10353,4.222,376625,648,5039,15554,0.576,759,0.437,992,432,479534,0.699,648,1238,106,899,0.808,262816,1.91
260,'Medicago sativa',64.284,25.06,14,1.79,4262,335.5,64303,18195,20462,7,12.53,9705,3139,275548,0.559,5478,15894,527,726,775,1,75.5,350839,741,0.559,1265,0.492,889,0.791,195.716,8.65
297,'Medicago sativa',67941,27295,15.854,1722,9726,834,69104,19.446,21.626,7.927,13647,9901,5052,339.873,581,4405,15542,508,0.712,0.356,1.017,537,432.74,0.686,581,1237,636,899,809,229.059,3295
380,'Medicago sativa',77255,30.806,17678,1743,6.04,584.5,77347,21996,24.591,8839,15.403,10579,6.089,427709,574,4287,15706,0.51,0.714,0.65,1001,204.5,544576,698,574,1.25,0.164,894,0.8,302745,6166
313,'Medicago sativa',69.698,28425,16412,1732,10168,908,70589,19963,22186,8206,14213,9.438,4.469,366397,0.577,4.464,15.52,493,0.702,345,1013,595,466.511,0.671,0.577,1235,713,0.9,0.81,243.302,2945
411,'Medicago sativa',80426,31401,19.23,1633,13193,1301.5,80092,22.876,25601,9615,15.7,11.14,6.73,474255,612,4294,15738,531,0.729,316,996,890.5,603.84,0.681,612,1252,0.859,894,0.798,330574,531
489,'Medicago sativa',84.77,32311,20,1.616,17033,1729,85.56,24.952,26983,10,16155,13134,3.541,507.54,619,6.98,14695,596,772,0.283,1.009,1240,646.22,757,619,1169,158,925,855,404.23,6.302
494,'Medicago sativa',83941,31.78,20,1589,14418,1439.5,85.233,25079,26719,10,15.89,13126,3137,499207,629,7.41,14263,623,789,0.343,1015,945.5,635.61,777,629,1135,2412,0.939,0.881,410059,15212
479,'Medicago sativa',83598,32311,20,1.616,15.22,1545,84214,24.696,26.61,10,16155,12842,4783,507.54,619,5.872,14.59,584,764,0.31,1.007,1066,646.22,741,619,1161,0.169,0.928,861,395402,9.197
393,'Medicago sativa',78184,31145,18385,1694,10154,993.5,77956,22369,24.887,9192,15.572,10776,6.162,449712,0.59,4341,15554,516,718,396,997,600.5,572591,0.686,0.59,1238,621,899,0.808,314816,5096
308,'Medicago sativa',79.698,31145,17974,1733,14.799,1448,76483,19803,25369,8987,15.572,10592,12954,439.674,0.577,2943,20623,0.404,636,213,0.96,1140,559.81,0.55,0.577,1641,0.783,0.781,609,228.302,1673
306,'Medicago sativa',66527,25.554,17559,1455,12955,1040,67977,19739,21176,8779,12.777,9871,3.499,352401,687,5277,14463,597,772,294,1022,734,448.69,682,687,1151,2784,932,0.869,239.473,1.16
399,'Medicago sativa',79012,30.806,18994,1.622,13319,1289,78.24,22539,25.15,9497,15.403,11286,6135,459.568,617,4556,15.646,535,732,0.31,0.99,890,585141,682,617,1245,0.169,0.896,0.803,319988,774
267,'Medicago sativa',62.627,24166,14,1726,10.267,779.5,63.65,18438,19935,7,12083,10.091,2.1,265.72,579,6.963,14.69,0.582,763,0.343,1016,512.5,338325,789,579,1169,298,925,855,204373,9669
352,'Medicago sativa',73.841,29732,16971,1.752,9453,883,73954,21.17,23504,8485,14866,10272,5012,396289,0.571,4588,15.49,507,0.712,0.399,1002,531,504.571,698,0.571,1.233,0.704,0.901,0.811,278159,5494
510,'Medicago sativa',91012,35.114,19.728,1.78,18642,2056.5,90571,25482,28.97,9.864,17.557,13853,8.847,544066,562,4657,16242,527,726,248,995,1546.5,692727,736,562,1.292,0.37,0.88,774,418.988,5.863
538,'Medicago sativa',89113,32.65,20,1632,19479,1998,89.356,26.173,28365,10,16325,14.268,1784,512.86,613,10682,14.76,643,802,0.269,1003,1460,652993,0.824,613,1175,0.296,0.923,851,448.887,9.31
526,'Medicago sativa',92184,34482,20,1724,15887,1721,91476,25879,29.343,10,17241,13.279,8.107,541.64,0.58,4664,16156,563,0.751,306,992,1195,689638,763,0.58,1286,0.07,882,778,433816,1564
530,'Medicago sativa',91598,35847,19,1.887,20277,2283.5,91494,25.977,29.157,9.5,17923,13.472,7444,534928,0.53,4938,15831,525,725,0.232,0.999,1753.5,681091,778,0.53,1.26,0.422,0.891,794,438402,8311
347,'Medicago sativa',71113,25.08,18,1393,5756,453.5,71423,21.019,22636,9,12.54,11.049,1165,354.558,718,10238,14.574,0.702,838,765,1004,106.5,451.438,769,718,1.16,0.189,929,862,275887,5694
266,'Medicago sativa',64.87,25.554,14,1825,4596,369,65226,18403,20649,7,12.777,9629,3783,280.979,0.548,4.951,15.82,519,0.72,721,1005,103,357754,0.744,0.548,1.259,2.09,0.891,794,201.13,11.389
303,'Medicago sativa',66971,25.06,15,1671,16995,1338,68.349,19642,21.317,7.5,12.53,10815,3307,295.23,599,5947,14802,614,784,226,1021,1035,375899,0.806,599,1178,2782,0.921,0.849,236.029,1.309
454,'Medicago sativa',81941,31623,21,1506,17771,1765.5,82.784,24.043,26.083,10.5,15811,11.834,5807,521566,664,4.911,14.789,578,0.76,257,1.01,1311.5,664078,684,664,1177,1.362,922,0.85,372059,1415
427,'Medicago sativa',78527,29.833,21.703,1375,15717,1473,78669,23.317,24996,10.851,14.916,11705,3.078,508515,727,6.672,14.441,611,782,0.29,1002,1046,647462,659,727,1149,0.07,0.933,0.87,348473,1208
448,'Medicago sativa',82527,31401,21.841,1.438,18738,1848.5,81995,23.883,26.269,10.92,15.7,11.768,5973,538.642,696,4815,15202,579,0.761,242,0.994,1400.5,685.82,653,696,1.21,0.744,909,0.827,365473,3028
277,'Medicago sativa',66042,25.06,15,1671,12.403,976.5,65295,18.78,21022,7.5,12.53,9633,1696,295.23,599,7396,15745,562,0.749,284,0.989,699.5,375899,737,599,1253,0.864,893,0.798,210958,5.957
476,'Medicago sativa',88527,35.114,17861,1966,6142,677.5,88.783,24.618,28.179,8.931,17.557,13.451,10071,492.581,509,4239,16.464,0.492,701,703,1003,201.5,627173,759,509,1.31,136,0.874,763,387473,4998
501,'Medicago sativa',86.284,31906,20,1595,15543,1558,86.832,25.257,27465,10,15953,13.619,2.811,501.18,627,8123,14.86,627,792,322,1006,1057,638122,785,627,1183,3.34,0.92,846,414716,14819
489,'Medicago sativa',88.77,34785,17741,1.961,21358,2334,89088,24.952,28256,8.87,17393,14173,5876,484673,0.51,5847,16115,515,0.717,0.21,1004,1845,617105,792,0.51,1.282,626,883,0.78,400.23,6.748
468,'Medicago sativa',88669,33601,21,1.6,8564,904,85133,24.411,28224,10.5,16.8,12.016,7.092,554187,625,4512,16.8,528,726,518,0.96,436,705612,0.663,625,1337,67,865,748,379.331,4088
282,'Medicago sativa',67941,24739,14967,1653,9123,709,66975,18949,21.626,7483,12.369,9953,5348,290.8,605,4.304,16369,0.587,0.766,0.398,986,427,370.258,762,605,1.303,322,0.876,768,214.059,6732
363,'Medicago sativa',74426,27459,18.693,1469,12612,1088,73047,21.499,23691,9.347,13.73,10.859,2847,403.146,0.681,6436,15.26,613,0.783,0.334,981,725,513302,0.707,0.681,1214,245,907,823,288574,4032
379,'Medicago sativa',74.77,27586,20572,1341,9.277,804,74153,21967,23.8,10286,13793,11.072,2.601,445713,746,6.866,14751,634,0.796,0.471,992,425,567499,0.668,746,1.174,0.704,0.923,852,304.23,2.979
285,'Medicago sativa',70527,26,15173,1714,16.056,1311.5,69208,19049,22449,7.587,13,10118,7011,309.84,584,3821,17453,537,733,217,981,1026.5,394.5,722,584,1389,743,0.849,0.72,214.473,5.84
391,'Medicago sativa',81598,31401,18279,1.718,13.34,1316,79154,22.312,25.973,9139,15.7,10538,7.088,450785,0.582,3958,17029,505,711,297,0.97,925,573957,0.681,0.582,1355,225,0.859,738,309402,3944
544,'Medicago sativa',92669,35847,21.82,1643,16729,1884,91.872,26318,29497,10.91,17923,13.404,8.608,614314,609,4569,15786,539,0.734,289,991,1340,782169,696,609,1256,907,892,0.796,451.331,1671
327,'Medicago sativa',72426,26.907,18336,1.467,14776,1249,70156,20405,23.054,9168,13454,10.091,2552,387.488,0.681,6317,16042,575,758,262,0.969,922,493365,0.663,0.681,1.277,113,885,0.783,254574,2722
265,'Medicago sativa',64.87,25.06,15752,1591,17605,1386,64992,18369,20649,7876,12.53,9.428,3468,310039,629,5063,15.88,537,733,191,1002,1121,394754,0.671,629,1264,2.19,0.89,0.791,200.13,4.58
468,'Medicago sativa',94669,33615,18,1868,16211,1712,87786,24.411,30134,9,16808,13677,6336,475228,535,5433,19.15,527,726,273,927,1244,605.079,773,535,1524,312,0.81,0.656,373.331,10.469
261,'Medicago sativa',65.698,26.42,14.98,1764,4843,402,66023,18.23,20912,7.49,13.21,9.572,4898,310828,0.567,4325,16538,0.476,0.69,649,1005,141,395.758,659,0.567,1.316,4.767,872,0.76,195.302,1.23
289,'Medicago sativa',67.698,26.077,15,1.738,13452,1102,67.701,19.182,21549,7.5,13038,10534,4027,307.21,575,5249,15.858,541,736,262,1,813,391152,0.739,575,1262,1179,0.89,792,221.302,11.619
367,'Medicago sativa',77355,30.48,18468,1.65,22.036,2110,77166,21.617,24623,9234,15.24,10453,6.61,442.09,606,4065,16305,503,0.709,174,998,1743,562886,652,606,1297,319,878,0.771,289645,2.981
317,'Medicago sativa',67941,27.203,17473,1557,17224,1472,69002,20.09,21.626,8737,13.601,9639,4203,373314,642,4.701,14.562,545,0.739,215,1016,1155,475319,667,642,1159,0.097,929,863,249.059,1043
427,'Medicago sativa',83012,32.65,19206,1.7,22199,2277,81.937,23.317,26424,9603,16325,11.403,6901,492.487,588,4341,16.138,0.51,0.714,188,987,1850,627054,0.681,588,1284,1249,882,779,343.988,1204
523,'Medicago sativa',87598,32311,21,1.539,6.497,659.5,87936,25805,27.883,10.5,16155,13588,5.363,532.917,0.65,5.867,14672,638,799,0.793,1004,136.5,678.531,0.771,0.65,1168,385,925,856,435402,11988
414,'Medicago sativa',75598,26926,21,1.282,22621,1913.5,76108,22959,24064,10.5,13463,11637,1.309,444097,0.78,10173,13804,727,853,0.216,1.007,1499.5,565442,732,0.78,1099,0.104,0.954,0.91,338402,4683
379,'Medicago sativa',75941,30.48,19678,1.549,19.67,1883.5,76217,21967,24.173,9839,15.24,10.392,3.848,471.06,0.646,5.298,15217,519,721,201,1004,1504.5,599.772,632,0.646,1.211,235,909,826,303059,2084
380,'Medicago sativa',75355,29.069,20506,1.418,16869,1540.5,75812,21996,23986,10253,14534,11148,3.479,468167,705,5976,14943,573,757,247,1006,1160.5,596089,637,705,1189,0.24,917,841,304645,2226
519,'Medicago sativa',88.77,35468,19,1867,20188,2249.5,89387,25706,28256,9.5,17734,13.84,5822,529278,536,5.736,15183,525,725,231,1.007,1730.5,673898,0.77,536,1208,0.056,0.91,828,430.23,7529
293,'Medicago sativa',71598,25.554,15962,1601,8.8,706.5,68.371,19315,22.79,7981,12.777,10.25,3.896,320366,625,5193,17496,0.571,0.756,415,955,413.5,407902,718,625,1392,522,847,718,221.402,1482
347,'Medicago sativa',72184,28.32,18385,1.54,11375,1012,72.17,21.019,22.977,9192,14.16,10292,3.587,408917,649,5434,15.016,551,742,0.343,1,665,520.65,0.666,649,1195,0.097,915,0.837,274816,1321
344,'Medicago sativa',79.841,29732,17366,1712,20438,1909,75111,20928,25414,8683,14866,10689,8198,405517,584,3733,18531,495,0.704,0.18,941,1565,516321,0.666,584,1475,145,823,0.678,264159,2.118
356,'Medicago sativa',73.698,29698,18305,1.622,16366,1527,74311,21.29,23459,9.153,14849,9932,4175,426969,616,4.861,15257,514,0.717,233,1008,1171,543634,655,616,1214,436,0.908,0.824,282302,4593
480,'Medicago sativa',84527,34059,22,1548,27337,2925,85.503,24.722,26906,11,17029,11.688,4397,588493,0.646,5574,14885,527,726,0.164,1012,2445,749293,0.641,0.646,1185,0.372,919,0.844,395473,875
432,'Medicago sativa',89012,33601,18.897,1778,20145,2126.5,83709,23.453,28.333,9449,16.8,10.313,8285,498.69,562,3583,18.341,0.487,698,203,0.94,1694.5,634951,0.68,562,1.46,266,828,685,342.988,2983
447,'Medicago sativa',79598,28601,22,1.3,25.153,2260,79.99,23857,25337,11,14.3,12026,2927,494185,769,7029,14.174,696,0.834,198,1005,1813,629215,0.71,769,1128,0.234,0.942,887,367402,9.37
374,'Medicago sativa',76184,30414,19092,1.593,18.86,1802,75.841,21822,24.25,9546,15207,10786,4488,456.047,628,5091,15519,515,0.717,0.208,996,1428,580.657,644,628,1235,0.52,0.9,0.81,297816,1933
463,'Medicago sativa',83355,32249,20,1.612,30085,3048,83604,24.28,26533,10,16125,12793,3971,506.567,0.62,6.42,15007,0.567,753,152,1003,2585,644981,718,0.62,1194,0.53,915,0.837,379645,4284
527,'Medicago sativa',88426,33242,20,1662,26.137,2729.5,88306,25904,28147,10,16621,14.072,3596,522.157,602,7421,14837,607,779,193,0.999,2202.5,664831,0.793,602,1181,0.477,0.92,847,438574,7506
286,'Medicago sativa',65456,25.554,15,1704,7.262,583,66.68,19083,20835,7.5,12.777,10311,3585,301.049,0.587,5445,14981,0.558,747,491,1.019,297,383.308,746,0.587,1192,4645,0.916,0.839,220544,11314
292,'Medicago sativa',66527,24.352,16082,1514,6013,460,66.341,19282,21176,8041,12.176,9941,2845,307.57,0.66,5894,15157,627,792,635,997,168,391611,746,0.66,1206,253,0.911,0.829,225.473,3.902
274,'Medicago sativa',64042,25,13,1923,16189,1271.5,65.394,18678,20385,6.5,12.5,10.746,2.876,255.254,0.52,6.337,14968,0.558,747,215,1021,997.5,325,843,0.52,1.191,0.668,0.916,0.84,209958,8.223
275,'Medicago sativa',69456,25239,15.346,1645,5682,450.5,68266,18712,22108,7.673,12.619,10015,4306,304.19,608,4.826,17542,0.55,741,0.61,983,175.5,387306,0.71,608,1396,5432,846,716,205544,4604
502,'Medicago sativa',91255,35341,20467,1.727,26574,2950.5,90.003,25.282,29.047,10.233,17671,13045,10515,568.093,579,4023,16.589,512,715,0.17,986,2448.5,723318,0.694,579,1.32,1.18,0.87,758,410745,3.669
358,'Medicago sativa',75598,29.069,19426,1496,13513,1234,74.034,21.35,24064,9713,14534,10298,2397,443.502,0.668,6651,15964,539,0.734,0.29,0.979,876,564684,634,0.668,1.27,1355,887,787,282402,2239
340,'Medicago sativa',69113,27.203,19,1432,20729,1771.5,70734,20.806,21.999,9.5,13.601,10287,3265,405.938,698,5693,14.049,585,765,192,1023,1431.5,516856,0.658,698,1.118,99,946,894,270887,8005
491,'Medicago sativa',85941,32.65,19765,1652,6.464,663,85846,25003,27.356,9882,16325,13458,3648,506829,605,7046,15043,586,0.766,741,0.999,172,645315,0.761,605,1197,0.933,914,835,405059,5945
464,'Medicago sativa',85698,34.886,18,1.938,31621,3465.5,86925,24.306,27279,9,17.443,13181,6.84,493.183,516,5.04,15828,485,0.697,134,1014,3001.5,627939,0.739,516,1.26,2068,0.891,794,378.302,4989
332,'Medicago sativa',71.698,26.249,19.6,1339,33573,2768.5,70.989,20.56,22822,9.8,13124,9919,3.539,404069,747,5272,15.484,614,0.783,0.12,0.99,2436.5,514477,645,747,1232,62,0.901,812,260302,3168
285,'Medicago sativa',71012,25.632,15,1709,13542,1090.5,67578,19049,22604,7.5,12.816,10.652,2878,301.97,585,6278,17.694,552,743,261,0.952,805.5,384.48,741,585,1.408,92,843,0.71,213988,6.491
297,'Medicago sativa',67113,25.06,16,1.566,8.028,632,67459,19.446,21.363,8,12.53,9.81,4431,314.912,638,4.66,15165,602,0.776,0.47,1005,335,400959,741,638,1207,0.112,0.91,0.829,229887,4956
325,'Medicago sativa',73012,27803,17.103,1626,9371,818.5,71.213,20342,23241,8551,13901,10121,5141,373459,615,4.464,16402,535,732,397,975,493.5,475.502,0.683,615,1305,1131,875,0.766,251988,0.869
534,'Medicago sativa',92426,36715,22,1669,10.347,1193.5,91977,26075,29.42,11,18358,12.78,7334,634.392,599,4.719,15997,504,0.71,447,995,659.5,807.733,0.661,599,1273,3.526,0.886,0.786,441574,17.41
279,'Medicago sativa',66527,26926,16278,1.654,5432,459.5,66468,18848,21176,8139,13463,9456,3.37,344231,605,5151,15863,0.49,0.7,607,0.999,180.5,438289,637,605,1262,723,0.89,792,212.473,2713
