@relation FeaturesBW_RGB

@attribute Area numeric
@attribute Perimeter numeric
@attribute x_Feret numeric
@attribute x_Breadth numeric
@attribute x_AspRatio numeric
@attribute x_RFactor numeric
@attribute x_ConvexArea numeric
@attribute x_ConvexPerimeter numeric
@attribute x_ArEquivD numeric
@attribute x_PerEquivD numeric
@attribute x_MinR numeric
@attribute x_MaxR numeric
@attribute x_avgR numeric
@attribute x_VarianceR numeric
@attribute x_EquivEllAr numeric
@attribute x_ModRatio numeric
@attribute x_HaralickRatio numeric
@attribute x_ThinnessR numeric
@attribute x_Roundness numeric
@attribute x_Compactness numeric
@attribute x_Solidity numeric
@attribute x_Convexity numeric
@attribute x_Concavity numeric
@attribute x_ArBBox numeric
@attribute x_Rectang numeric
@attribute x_Sphericity numeric
@attribute x_Elongation numeric
@attribute x_BendingEnergy numeric
@attribute x_Jaggedness numeric
@attribute x_Circularity numeric
@attribute x_Endocarp numeric
@attribute DistanceCM_FB numeric
@attribute MeanIntensityR numeric
@attribute StdDevR numeric
@attribute MeanSqrtR numeric
@attribute MeanIntensityG numeric
@attribute StdDevG numeric
@attribute MeanSqrtG numeric
@attribute MeanIntensityB numeric
@attribute StdDevB numeric
@attribute MeanSqrtB numeric
@attribute MeanIntensityH numeric
@attribute StdDevH numeric
@attribute MeanSqrtH numeric
@attribute MeanIntensityS numeric
@attribute StdDevS numeric
@attribute MeanSqrtS numeric
@attribute MeanIntensityV numeric
@attribute StdDevV numeric
@attribute MeanSqrtV numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
2363,189.439,60745,49,1.24,38821,7408.5,179007,54.851,60.3,24.5,30373,28.058,2.6,2337756,807,17401,15.187,815,903,319,945,5045.5,2976.523,794,807,1209,156,0.91,0.827,2173561,8613,125.191264,54.245669,11.18889,77.348966,55.252345,8.794826,70.526437,53.890875,8.398002,0.295365,0.394143,0.543475,0.528281,0.283163,0.726829,0.500935,0.200996,0.707768,'Spartium junceum'
2227,180.711,65,46,1413,34684,7082.5,177.05,53.249,57522,23,32.5,27465,8.42,2348341,708,9465,14.664,0.671,0.819,314,0.98,4855.5,2990,745,708,1167,442,0.926,857,2046289,22818,92.045603,39.863974,9.59404,47.781107,42.324396,6.912388,57.149837,40.270959,7.559751,0.774601,0.334187,0.880114,0.590273,0.289737,0.768292,0.37364,0.14317,0.611261,'Spartium junceum'
3248,215196,75153,54,1392,45.584,10762.5,212032,64308,68499,27,37577,33.92,4.139,3187.359,0.719,16673,14258,732,856,302,985,7514.5,4058272,0.8,0.719,1135,23,0.939,0.881,3032804,7438,120.736278,42.567196,10.988006,61.505359,42.922932,7.842535,66.767782,44.910998,8.171155,0.566311,0.446426,0.752536,0.557699,0.254833,0.746792,0.482046,0.155491,0.694295,'Spartium junceum'
3205,216368,75604,53.43,1415,38342,9107,211.161,63881,68872,26715,37802,33191,11198,3172623,0.707,9919,14.607,0.714,845,0.352,976,5902,4039509,0.793,0.707,1162,34,0.928,0.86,2988632,10.424,160.298722,42.569864,12.660913,85.234175,37.875091,9.232236,67.406299,46.672301,8.210134,0.191889,0.340678,0.438052,0.597086,0.249374,0.772713,0.630959,0.162873,0.794329,'Spartium junceum'
2911,208.652,72732,54083,1345,26.429,6039,201002,60.88,66416,27.042,36366,30358,12644,3089446,0.744,8537,14956,701,0.837,0.482,963,3128,3933605,0.74,0.744,1.19,0.199,917,0.84,2702348,3.789,94.665359,39.750683,9.729612,45.027069,41.47233,6.710221,52.206355,41.949994,7.225397,0.763746,0.357716,0.873926,0.620417,0.284102,0.787666,0.386563,0.140274,0.621742,'Spartium junceum'
3102,214.51,72732,56,1.299,24252,5541.5,206218,62.846,68281,28,36366,32005,6806,3198937,0.77,12.268,14.834,747,0.864,0.56,961,2439.5,4073014,762,0.77,1.18,0.291,0.92,847,2887.49,11.246,172.342382,38.721782,13.127924,119.551664,27.187051,10.933968,64.601138,36.709545,8.037483,0.101064,0.086733,0.317905,0.623004,0.21838,0.789306,0.678783,0.145666,0.823883,'Spartium junceum'
2820,204.51,71021,51.43,1381,37047,8266,199.401,59.921,65097,25715,35.511,30365,18074,2868.734,0.724,7142,14831,0.712,0.844,341,975,5446,3652585,772,0.724,1.18,0.232,0.92,847,2615.49,11758,90.779507,44.707873,9.527828,45.986597,43.903168,6.781342,55.130134,44.811861,7.424967,0.777472,0.335881,0.881743,0.614268,0.286274,0.783753,0.370321,0.163186,0.60854,'Spartium junceum'
2981,210368,70767,55,1287,40118,8919,203.034,61.608,66962,27.5,35384,31.797,4613,3056925,777,14805,14.846,758,871,0.334,965,5938,3892197,0.766,777,1181,0.02,0.92,846,2770632,35.483,118.625286,52.986242,10.891524,71.366717,59.238771,8.447882,74.384235,59.347542,8.62463,0.545137,0.446361,0.738334,0.523092,0.324185,0.723251,0.475225,0.197192,0.689366,'Spartium junceum'
2825,204995,67357,53218,1266,38132,8069,196479,59974,65252,26609,33679,30.036,8726,2815375,0.79,10168,14875,0.793,0.89,0.35,958,5244,3584647,0.788,0.79,1.184,39,919,845,2620005,1834,98.172936,43.684971,9.908226,56.116299,45.050038,7.491081,65.418504,43.633683,8.088171,0.726839,0.35954,0.852549,0.532074,0.262065,0.729434,0.39882,0.157647,0.631522,'Spartium junceum'
2840,204.853,66.37,57316,1158,33291,6941.5,197192,60133,65207,28658,33185,30479,4724,2987692,0.864,14023,14776,821,0.906,409,963,4101.5,3804048,747,0.864,1176,0.074,922,0.85,2635147,10084,123.606941,44.88841,11.117866,57.85109,45.132649,7.60599,56.523002,46.387288,7.518178,0.405537,0.451635,0.636818,0.625475,0.270311,0.79087,0.489971,0.169269,0.69998,'Spartium junceum'
2204,181924,63.781,43.389,1.47,18483,3703.5,176013,52974,57908,21695,31.89,25891,15.45,2173509,0.68,6.587,15.016,0.69,831,595,968,1499.5,2767397,0.796,0.68,1195,34,915,0.837,2022076,4987,151.074728,45.418249,12.291246,75.63587,48.359143,8.696888,63.751698,49.33183,7.984466,0.191214,0.346908,0.43728,0.613233,0.263887,0.783092,0.595189,0.173234,0.771485,'Spartium junceum'
2218,175238,60729,46669,1301,38069,7263,173983,53.142,55.78,23335,30364,26329,7.547,2225944,768,9584,13845,0.766,875,305,993,5045,2834.16,0.783,768,1102,49,953,0.908,2042.762,10452,162.170077,47.437386,12.734602,88.244213,45.108773,9.393839,69.093928,40.568832,8.312276,0.114742,0.244392,0.338736,0.589965,0.215606,0.768092,0.638215,0.18178,0.798883,'Spartium junceum'
2327,183196,64031,48,1334,42625,8574.5,178979,54.432,58313,24,32016,27901,7899,2413.921,0.75,9927,14422,723,0.85,271,977,6247.5,3073.5,757,0.75,1148,85,0.933,871,2143804,19441,103.683084,48.933023,10.182489,55.574946,48.113889,7.454861,58.289793,47.228692,7.634775,0.511196,0.447099,0.714979,0.585967,0.283951,0.765485,0.418754,0.180566,0.647112,'Spartium junceum'
2287,182953,63159,46,1.373,35859,7115,177743,53.962,58.236,23,31579,28011,5375,2281811,728,12082,14636,0.73,0.854,321,972,4828,2905292,787,728,1165,95,927,0.859,2104047,15488,158.092265,48.630531,12.573475,92.541938,48.324856,9.619872,76.253495,51.503493,8.732325,0.15182,0.289251,0.389641,0.549037,0.26056,0.74097,0.623888,0.184127,0.789866,'Spartium junceum'
3124,214752,73055,55,1328,34103,7827,207.617,63.068,68358,27.5,36527,32.28,7607,3155.74,753,11704,14763,745,863,0.399,0.967,4703,4018013,777,753,1175,0.123,0.923,851,2909248,20697,98.955546,43.475866,9.94764,51.724386,49.354081,7.191967,60.015665,49.054665,7.746978,0.722699,0.377064,0.850117,0.585563,0.298887,0.765221,0.398864,0.160536,0.631557,'Spartium junceum'
3256,222.853,77175,54,1429,37.267,9035.5,213484,64387,70936,27,38588,33.608,9427,3273113,0.7,10946,15253,696,0.834,0.36,958,5779.5,4167457,0.781,0.7,1214,586,0.908,0.824,3033147,31.417,92.18626,35.005706,9.601368,32.347363,35.321251,5.687474,36.919207,36.535873,6.076118,0.692626,0.407291,0.832241,0.711065,0.273459,0.843247,0.375247,0.125827,0.612574,'Spartium junceum'
3125,218267,75822,52.873,1.434,39786,9477,209.99,63078,69477,26436,37911,32191,14683,3148.604,0.697,8401,15245,0.692,0.832,0.33,0.962,6352,4008927,0.78,0.697,1213,0.351,0.908,0.824,2906.733,3762,119.676955,49.245411,10.939696,58.6,51.873128,7.655064,64.79465,53.546133,8.049512,0.678774,0.421052,0.823877,0.588995,0.278608,0.76746,0.476674,0.183486,0.690416,'Spartium junceum'
2832,205.397,70937,47,1.509,33.67,7503.5,201.494,60048,65.38,23.5,35468,32596,10.309,2618533,0.663,10.152,14897,0.717,847,377,981,4671.5,3334.02,0.849,0.663,1185,995,0.918,0.844,2626603,24.894,108.02984,41.005155,10.39374,56.991474,38.943601,7.54927,63.337478,40.318285,7.958485,0.652209,0.419213,0.807595,0.540889,0.231782,0.735452,0.434344,0.147844,0.659048,'Spartium junceum'
2651,198267,67624,51.35,1317,41262,8766,191729,58098,63.11,25675,33812,28893,8786,2727308,759,9747,14828,738,0.859,302,0.967,6115,3472.516,763,759,1.18,45,0.921,847,2452.733,5379,156.902693,48.992341,12.526081,83.823698,49.588524,9.155528,67.616517,47.394932,8.222926,0.159163,0.302822,0.398953,0.600857,0.257425,0.77515,0.618591,0.186302,0.786506,'Spartium junceum'
2399,187338,65215,49049,1.33,41566,8516,182058,55268,59632,24524,32.608,27,11.244,2512257,752,8052,14.629,718,847,282,972,6117,3198.706,0.75,752,1.164,207,927,0.859,2211.662,7058,108.749102,56.78501,10.428284,53.638241,55.105705,7.323813,52.404847,53.376529,7.239119,0.417429,0.444773,0.646088,0.659892,0.297459,0.812337,0.436832,0.211649,0.660933,'Spartium junceum'
2362,187924,60729,51635,1176,31625,6033.5,180.086,54.84,59.818,25818,30364,27338,3.599,2462803,0.85,14411,14.951,815,903,391,958,3671.5,3135738,753,0.85,1.19,61,917,0.84,2174076,2.672,91.62563,44.774756,9.572128,51.941685,47.322036,7.207058,58.235781,46.224798,7.631237,0.703786,0.388657,0.83892,0.57453,0.290778,0.757978,0.37374,0.166058,0.611343,'Spartium junceum'
2200,176.652,62394,45.962,1358,36918,7236.5,174.05,52926,56.23,22.981,31197,25854,10133,2252322,737,8122,14.184,0.72,848,304,985,5036.5,2867745,767,737,1129,0.101,941,0.886,2023348,15481,88.784796,39.587298,9.422568,39.579425,38.81875,6.291218,45.292738,37.12463,6.729988,0.685352,0.402877,0.82786,0.654885,0.266445,0.80925,0.363006,0.141182,0.6025,'Spartium junceum'
2272,184167,62.61,50451,1.241,44228,8699.5,176.436,53785,58622,25226,31305,26.82,4262,2480886,0.806,12991,14.928,738,0.859,261,958,6427.5,3158762,0.719,0.806,1188,53,917,0.842,2087833,4431,170.34733,42.022579,13.051718,95.35874,30.649097,9.76518,71.876312,39.659276,8.47799,0.112094,0.239408,0.334804,0.578855,0.215009,0.760825,0.669674,0.161401,0.818336,'Spartium junceum'
2174,181054,63.071,44.126,1429,28.118,5571.5,175071,52.612,57631,22.063,31.536,26676,11.209,2185839,0.7,7968,15078,696,0.834,0.39,0.967,3397.5,2783.096,0.781,0.7,1.2,0.044,0.913,833,1992.946,3248,148.541756,47.561919,12.187771,79.344754,51.536318,8.907567,66.152891,48.17346,8.133443,0.152508,0.295756,0.390523,0.588239,0.263404,0.766967,0.586265,0.180903,0.76568,'Spartium junceum'
2247,177782,59942,47,1275,54.888,10336,174.589,53488,56.59,23.5,29971,27.583,3.027,2212.668,784,15.854,14.066,0.796,892,217,982,8089,2817257,0.798,784,1119,134,945,893,2069218,6.838,116.805225,38.660915,10.807647,56.12996,40.263907,7.491993,61.579365,41.972625,7.847252,0.698193,0.41306,0.83558,0.570839,0.254726,0.755539,0.464059,0.143637,0.681219,'Spartium junceum'
2037,172326,61.774,40,1544,63805,12382.5,170707,50927,54853,20,30.887,27709,3841,1940681,648,14.139,14578,0.68,0.824,165,991,10345.5,2470951,0.824,648,1.16,0.62,0.928,862,1864674,10533,124.445164,48.552653,11.155499,60.836187,45.486353,7.799756,64.069875,46.251939,8.004366,0.583272,0.452145,0.763722,0.582661,0.24574,0.763322,0.494475,0.181052,0.703189,'Spartium junceum'
2935,211.48,71063,53.759,1.322,37.193,8303.5,201112,61131,67316,26879,35532,31037,12026,3000437,0.756,8.95,15238,0.74,0.86,353,951,5368.5,3820275,768,0.756,1213,5,0.908,825,2723.52,9898,135.305107,44.565215,11.632072,71.040594,40.683769,8.428558,65.773461,43.56655,8.110084,0.327782,0.427427,0.572522,0.561711,0.243308,0.749474,0.53562,0.167374,0.731861,'Spartium junceum'
3046,211.681,73055,53,1.378,40589,9315.5,205541,62276,67.38,26.5,36527,32352,10865,3040986,725,9815,14.711,727,852,327,971,6269.5,3871903,787,725,1171,95,924,0.854,2834.319,18.304,118.380009,39.960092,10.880258,54.736066,42.713394,7.398383,53.274528,44.288218,7.29894,0.35892,0.443462,0.599099,0.620988,0.282396,0.788028,0.469297,0.150782,0.685052,'Spartium junceum'
3015,210995,71.84,54707,1.313,41.156,9288.5,203.69,61958,67.162,27354,35.92,31.597,9788,3086.76,762,10099,14.766,0.744,862,325,965,6273.5,3930185,767,762,1175,0.097,0.923,851,2804005,12353,122.370166,39.177314,11.062105,55.770373,40.640198,7.467956,54.938536,44.653287,7.412053,0.421619,0.457936,0.649322,0.613706,0.27334,0.783394,0.484747,0.146981,0.696238,'Spartium junceum'
2882,207782,72.201,48,1504,39.01,8848.5,202.223,60576,66139,24,36101,32478,4.943,2721.918,665,14.609,14.98,0.704,0.839,326,973,5966.5,3465653,0.832,665,1192,1321,0.916,0.839,2674218,26.16,86.584688,43.207791,9.305089,52.268293,44.781156,7.229681,56.86687,41.345888,7.541013,0.661047,0.399001,0.813048,0.558481,0.266553,0.747316,0.357705,0.155336,0.598084,'Spartium junceum'
3037,209.439,71.84,51,1409,43996,9929.5,205481,62184,66666,25.5,35.92,33008,3912,2877577,0.71,16688,14443,0.749,866,306,981,6892.5,3663845,0.829,0.71,1149,0.683,0.933,0.87,2827.561,11.274,82.859649,38.241359,9.102728,37.055991,36.043319,6.087363,44.227324,34.783393,6.650363,0.707865,0.385923,0.841347,0.667592,0.261147,0.817063,0.34324,0.134653,0.585867,'Spartium junceum'
3238,219296,72945,55,1.326,68732,15751,213847,64209,69804,27.5,36473,33.888,5649,3151006,754,14258,14852,775,0.88,0.206,975,12513,4011985,807,754,1182,1263,0.92,846,3018704,24381,120.199908,50.094302,10.963572,60.571691,49.04677,7.782782,60.82307,48.901463,7.798915,0.44813,0.455665,0.669425,0.592735,0.263491,0.769893,0.479385,0.185317,0.692376,'Spartium junceum'
2395,189137,66068,45534,1.451,24114,5005,184799,55.221,60.204,22767,33034,26.848,16.978,2362746,0.689,6516,14936,0.699,836,479,977,2610,3008342,0.796,0.689,1189,34,917,841,2205863,13.41,112.5326,49.202809,10.608138,63.396892,53.894148,7.962216,64.787718,50.714131,8.049082,0.555454,0.445524,0.745288,0.562212,0.29185,0.749808,0.45173,0.18303,0.672108,'Spartium junceum'
2456,191196,64031,52.873,1.211,51.608,10381.5,185065,55.92,60.86,26436,32016,28.446,5409,2658972,826,12231,14884,763,873,237,968,7925.5,3385509,725,826,1.184,0.101,919,0.844,2264804,5073,165.841142,45.660272,12.877932,96.474788,42.355062,9.822158,70.24141,49.897495,8.381015,0.093541,0.192784,0.305844,0.591252,0.25227,0.768929,0.652179,0.175957,0.807576,'Spartium junceum'
2351,187782,64661,50.741,1274,52157,10595,181.39,54.712,59773,25.37,32.33,27.793,7808,2576.838,785,9.947,14999,716,846,222,966,8244,3280.932,0.717,785,1194,0.27,915,838,2163218,15045,140.41381,53.706513,11.849633,65.817479,51.38415,8.112797,49.575085,45.832019,7.040958,0.206618,0.346455,0.454553,0.698113,0.256985,0.835532,0.554572,0.204605,0.744696,'Spartium junceum'
2183,179338,59.666,46.428,1285,50.671,9498,173907,52.721,57085,23.214,29.833,26.273,7.139,2175675,778,9833,14.733,0.781,884,0.23,0.97,7315,2770155,0.788,778,1172,32,924,853,2003662,21215,102.048119,41.82508,10.101887,43.910878,42.643908,6.626528,47.974924,40.618181,6.926393,0.671812,0.422815,0.819642,0.660191,0.274252,0.812521,0.411079,0.152163,0.641154,'Spartium junceum'
2109,177.439,58523,47144,1.241,51312,9434,170798,51.82,56.48,23572,29.262,26.21,5.708,2166.941,0.806,10.97,14929,784,885,0.224,963,7325,2759034,764,0.806,1188,0.007,917,0.842,1931.561,6606,120.178942,48.703646,10.962616,55.443895,48.459133,7.446066,58.164607,48.81971,7.626572,0.58298,0.4538,0.763531,0.624071,0.264828,0.789982,0.477966,0.180813,0.691351,'Spartium junceum'
2185,180953,62.241,46,1.353,59958,11724,175519,52745,57599,23,31121,27.347,6907,2248679,0.739,10.406,14.986,718,847,0.186,0.97,9539,2863107,763,0.739,1193,254,0.916,0.839,2004047,6354,117.227648,39.825523,10.827172,59.164302,39.809116,7.691833,61.534147,41.173272,7.84437,0.516648,0.458335,0.718782,0.562292,0.252042,0.749861,0.467941,0.143998,0.684062,'Spartium junceum'
2622,193.823,64846,53.2,1219,42588,8676,188155,57.779,61.696,26.6,32423,28.62,4959,2709.471,0.82,12852,14328,794,0.891,302,971,6054,3449.806,0.76,0.82,1.14,35,937,877,2428177,4648,104.730921,39.536676,10.233813,45.064135,43.735313,6.712983,55.951272,43.173101,7.480058,0.823634,0.304307,0.907543,0.638514,0.284631,0.799071,0.418589,0.146325,0.646985,'Spartium junceum'
394,77.841,28018,21,1334,4925,433.5,76.424,22.398,24.777,10.5,14009,11555,2.118,462.109,0.75,7939,15.379,639,799,909,982,39.5,588375,0.67,0.75,1224,2.976,904,0.817,316159,5768,96.540864,40.542227,9.825521,45.283389,41.669558,6.729293,54.887375,40.507994,7.408601,0.776023,0.342967,0.880921,0.626603,0.277742,0.791583,0.391129,0.143638,0.625403,'Trifolium angustifolium'
368,73355,26,19,1368,4915,401.5,73089,21646,23.35,9.5,13,11429,1266,387.987,731,10157,14622,693,833,917,996,33.5,494,745,731,1.164,0.097,927,0.859,294645,2.664,219.284281,36.924685,14.80825,208.304348,30.21152,14.432753,76.391304,37.275197,8.740212,0.159129,0.022518,0.39891,0.65406,0.163809,0.80874,0.870247,0.132826,0.93287,'Trifolium angustifolium'
411,77941,29206,21.92,1.332,4768,437.5,77.463,22.876,24809,10.96,14603,11293,2195,502.818,0.751,7.622,14.781,613,0.783,0.939,0.994,26.5,640.208,642,0.751,1176,1511,922,0.85,333059,4596,221.526814,40.055935,14.883777,210.059937,37.005211,14.493445,80.725552,31.476389,8.98474,0.158965,0.026068,0.398704,0.635245,0.14225,0.797023,0.881475,0.148257,0.938869,'Trifolium angustifolium'
357,72527,26.833,18,1.491,4567,385,72495,21.32,23086,9,13.416,10895,1.497,379.34,0.671,8904,14.734,631,795,927,1,28,482991,0.739,0.671,1173,1018,924,853,284473,8217,222.02008,35.580265,14.900338,211.441767,29.065097,14.541037,81.927711,27.522623,9.051393,0.1604,0.024494,0.400499,0.625424,0.141755,0.790838,0.881298,0.124292,0.938775,'Trifolium angustifolium'
364,71941,26,18,1444,4744,387.5,71.724,21.528,22.9,9,13,11215,1248,367566,0.692,10.04,14218,0.686,828,0.939,997,23.5,468,778,0.692,1131,49,0.94,884,292059,6641,222.380435,36.830573,14.912426,208.521739,29.052859,14.440282,84.387681,29.958123,9.186277,0.157418,0.028149,0.396759,0.617826,0.145731,0.786019,0.884712,0.127582,0.940591,'Trifolium angustifolium'
320,77598,26,17861,1456,4475,365.5,71,20185,24.7,8.931,13,10.34,2392,364728,687,6685,18817,603,0.776,0.876,915,45.5,464.386,0.689,687,1.497,99,0.817,0.668,242.402,853,227.637821,38.0662,15.087671,217.24359,33.229083,14.739186,83.682692,30.281508,9.147824,0.160382,0.023979,0.400477,0.63165,0.133889,0.794764,0.905354,0.138233,0.951501,'Trifolium angustifolium'
408,83941,29206,21965,1.33,4883,448,77704,22.792,26719,10.983,14603,11285,1835,503844,752,8.33,17.27,609,0.78,0.911,0.926,40,641514,636,752,1374,92,853,728,324059,1578,225.633588,34.520627,15.021105,215.118321,27.764564,14.666912,81.339695,28.973549,9.018852,0.159664,0.025045,0.399579,0.641548,0.128077,0.800967,0.897171,0.118426,0.947191,'Trifolium angustifolium'
396,75355,27803,20789,1337,4894,427.5,75058,22454,23986,10394,13901,11202,2184,453954,748,7579,14339,652,0.808,0.926,996,31.5,577992,685,748,1141,1181,0.936,0.876,320645,972,227.41018,40.481813,15.080125,220.326347,34.621914,14.843394,88.233533,26.724924,9.393271,0.163537,0.024823,0.404397,0.61182,0.118107,0.782189,0.903123,0.141306,0.950328,'Trifolium angustifolium'
527,90669,32757,22,1489,5.583,574.5,87899,25904,28861,11,16378,13173,2492,565995,672,8344,15599,625,0.791,917,0.969,47.5,720.647,731,672,1.241,177,898,0.806,436.331,8096,224.029963,35.750901,14.96763,215.730337,27.531157,14.687761,87.367041,26.669097,9.347034,0.163123,0.029444,0.403885,0.610514,0.127953,0.781354,0.894544,0.115721,0.945803,'Trifolium angustifolium'
575,90.77,32016,22,1455,6209,624.5,90.297,27.058,28893,11,16008,14554,909,553.19,687,15.267,14329,0.714,845,0.921,995,49.5,704.344,816,687,1.14,129,0.936,877,484.23,8719,225.315615,41.962404,15.010517,218.584718,36.442059,14.784611,90.269103,30.385479,9.501005,0.165944,0.031617,0.407362,0.602558,0.135144,0.776246,0.901153,0.145058,0.949291,'Trifolium angustifolium'
499,84527,31064,22,1412,5.543,541,84304,25206,26906,11,15532,12876,2063,536755,708,8.966,14318,0.658,0.811,922,997,42,683418,0.73,708,1139,2197,937,878,414473,5.07,225.607143,32.67417,15.020224,214.310714,29.947982,14.639355,87.625,31.533201,9.360823,0.157883,0.022734,0.397344,0.614058,0.14037,0.783618,0.896261,0.118366,0.94671,'Trifolium angustifolium'
492,90426,31016,20,1551,5521,538,85.497,25029,28.784,10,15508,13.31,3091,487.2,645,7.571,16.62,0.651,807,914,945,46,620322,0.793,645,1.323,62,0.87,0.756,401574,6.323,228.778986,34.117419,15.125442,224.51087,27.232799,14.983687,101.619565,22.648384,10.080653,0.167742,0.031427,0.409564,0.555343,0.116985,0.745213,0.912219,0.111339,0.955102,'Trifolium angustifolium'
508,90426,31.048,20,1.552,5915,577,87.063,25432,28.784,10,15.524,13.643,2194,487.706,644,9211,16096,0.671,0.819,0.88,963,69,620967,818,644,1281,53,884,0.781,417574,8497,217.290837,42.292305,14.740788,210.290837,29.701836,14.501408,88.083665,26.698707,9.38529,0.169038,0.044384,0.411142,0.595536,0.135444,0.77171,0.873416,0.134937,0.934567,'Trifolium angustifolium'
420,81598,28.284,22627,1.25,5.543,492.5,78113,23125,25.973,11314,14.142,11703,1335,502655,0.8,10128,15853,0.668,818,853,0.957,72.5,640,0.656,0.8,1262,76,0.89,0.793,338402,1.74,231.359813,27.728504,15.210517,220.794393,25.168256,14.859152,88.920561,28.137627,9.42977,0.158785,0.021732,0.398479,0.614848,0.131178,0.784122,0.919186,0.098747,0.958742,'Trifolium angustifolium'
425,83.841,29.069,22,1321,5256,480,78.841,23.262,26.687,11,14534,11835,2003,502274,757,8362,16539,0.64,0.8,885,0.94,55,639515,665,757,1.316,523,872,0.76,341159,3.087,229.098712,34.770351,15.136007,221.120172,30.256563,14.87011,92.527897,30.233864,9.619142,0.162405,0.021929,0.402995,0.596464,0.134701,0.772311,0.911033,0.123772,0.95448,'Trifolium angustifolium'
380,83.497,26926,19516,1.38,5556,470,76.231,21996,26.578,9758,13463,11606,2662,412708,725,7114,18347,667,0.817,809,0.913,90,525476,723,725,1.46,731,828,685,296503,2.486,227.099502,35.003715,15.069821,218.452736,29.121281,14.780147,90.562189,29.653286,9.516417,0.162656,0.031602,0.403307,0.601552,0.139589,0.775598,0.904926,0.117711,0.951276,'Trifolium angustifolium'
475,87012,31401,23853,1.316,5403,533,84238,24592,27697,11927,15.7,12.347,2299,588268,0.76,8.142,15939,613,0.783,0.891,968,58,749.006,634,0.76,1268,938,888,0.788,387.988,3992,227.838384,35.760003,15.094316,215.565657,34.57947,14.682154,89.124579,29.76271,9.440582,0.15543,0.021881,0.394246,0.612719,0.119274,0.782763,0.903506,0.134726,0.950529,'Trifolium angustifolium'
398,76426,27459,21,1308,6022,519.5,75.89,22511,24.327,10.5,13.73,11.38,2.626,452892,765,7023,14.676,672,0.82,0.766,993,121.5,576.64,0.69,765,1168,188,925,856,321574,7511,225.121429,40.870802,15.004047,215.657143,34.165583,14.68527,85.853571,29.77111,9.26572,0.162276,0.027356,0.402835,0.620351,0.128783,0.787623,0.898697,0.142911,0.947997,'Trifolium angustifolium'
395,88083,28178,20927,1.346,6603,584.5,76593,22426,28038,10464,14089,11.404,2615,463.141,743,7.052,19642,633,0.796,0.676,0.87,189.5,589689,0.67,743,1.563,77,0.8,0.64,306.917,1127,224.20354,33.094386,14.973428,213.269912,28.680038,14.603764,82.455752,29.686365,9.080515,0.157867,0.019995,0.397325,0.631048,0.135454,0.794385,0.888044,0.120505,0.942361,'Trifolium angustifolium'
507,87598,30414,21,1.448,7761,741.5,85686,25.407,27.883,10.5,15207,13534,1827,501626,0.69,10013,15135,698,835,684,978,234.5,638.69,794,0.69,1204,76,0.911,0.83,419402,9176,222.612,36.039769,14.920188,210.872,29.490309,14.521432,84.824,31.038146,9.209995,0.157371,0.021925,0.3967,0.618043,0.139462,0.786157,0.881867,0.12747,0.939078,'Trifolium angustifolium'
501,85355,30.806,22838,1349,7.507,726.5,84348,25.257,27169,11419,15.403,12.924,2201,552.55,741,8711,14542,672,0.82,0.69,988,225.5,703529,0.712,741,1157,1673,0.93,0.864,415645,1.622,221.296992,34.068717,14.876054,208.969925,25.598774,14.455792,85.56015,27.420247,9.249873,0.157791,0.024685,0.397229,0.612126,0.134155,0.782385,0.879611,0.118661,0.937876,'Trifolium angustifolium'
352,70.284,25.554,18,1.42,6347,509.5,71153,21.17,22372,9,12.777,10974,1484,361259,0.704,9.01,14034,0.686,828,691,1012,157.5,459.97,765,0.704,1117,0.216,946,895,281716,6.78,223.795732,39.410073,14.959804,214.567073,35.952165,14.648108,84.262195,32.737649,9.179444,0.161906,0.026798,0.402376,0.626403,0.138392,0.791456,0.891272,0.141404,0.944072,'Trifolium angustifolium'
514,104912,30.887,22,1.404,7874,764,86866,25.582,33394,11,15443,13134,3105,533687,0.712,7.453,21413,0.686,828,0.673,828,250,679512,0.756,0.712,1704,0.028,0.766,0.587,409088,5079,228.518987,36.802643,15.116844,220.746835,33.298541,14.857551,96.03481,26.004921,9.799735,0.162305,0.023262,0.40287,0.575057,0.128675,0.758325,0.907099,0.135848,0.952417,'Trifolium angustifolium'
443,85941,30,22,1364,7687,724.5,81171,23.75,27.356,11,15,12.346,2734,518363,733,7.467,16672,627,792,611,0.944,281.5,660,0.671,733,1327,0.279,868,754,357059,6.587,226.189655,32.632524,15.039603,217.741379,26.657722,14.756062,88.482759,26.179362,9.406527,0.161583,0.025985,0.401974,0.608038,0.12693,0.779768,0.898918,0.111983,0.948113,'Trifolium angustifolium'
