@relation FeaturesGray

@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute 'Intensity sum' numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute 'Smothness R' numeric
@attribute GLCM-Contrast numeric
@attribute GLCM-Correlation numeric
@attribute GLCM-Energy numeric
@attribute GLCM-Homogeneity numeric
@attribute Mean numeric
@attribute Mode numeric
@attribute Min numeric
@attribute Max numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
8601,72592,97704,0.974,146,4,382777,0.74,0.022,474,381,0,85,244,'Hedysarum coronarium'
?,?,99195,1,-0,0,437211,797,23,488,387,0,85,85,'Hedysarum coronarium'
?,?,85255,1,-0,0,337111,534,0.02,446,333,0,85,85,'Hedysarum coronarium'
35637,1268001,108362,998,0.009,0.000298,709475,841,51,556,423,0,85,242,'Hedysarum coronarium'
18596,344652,118254,0.994,34,0.000776,799949,0.86,0.1,631,461,0,85,226,'Hedysarum coronarium'
?,?,104295,1,-0,0,794875,821,51,552,407,0,85,85,'Hedysarum coronarium'
20896,434744,112403,995,25,0.00054,767298,0.869,0.11,0.64,439,0,85,212,'Hedysarum coronarium'
18549,345171,115643,0.994,34,0.000873,686735,879,0.101,638,451,0,85,244,'Hedysarum coronarium'
33121,1095001,93660,998,0.01,0.000358,666118,833,43,541,365,0,85,245,'Hedysarum coronarium'
?,?,114750,1,-0,0,723312,871,96,627,448,0,85,85,'Hedysarum coronarium'
35875,1285001,109797,998,0.009,0.000258,706.354,867,0.082,613,428,0,85,232,'Hedysarum coronarium'
?,?,93585,1,-0,0,704215,0.806,34,517,365,0,85,85,'Hedysarum coronarium'
?,?,117470,1,-0,0,734186,882,146,677,458,0,85,85,'Hedysarum coronarium'
?,?,113220,1,-0,0,755477,857,79,603,442,0,85,85,'Hedysarum coronarium'
?,?,90270,1,-0,0,752982,882,165,0.69,352,0,85,85,'Hedysarum coronarium'
?,?,109225,1,-0,0,639.57,0.901,0.19,0.72,426,0,85,85,'Hedysarum coronarium'
?,?,108885,1,-0,0,719.874,0.89,212,0.734,425,0,85,85,'Hedysarum coronarium'
?,?,119425,1,-0,0,768738,883,0.219,715,466,0,85,85,'Hedysarum coronarium'
33.63,1129001,96536,998,0.01,0.000289,674903,897,0.211,745,377,0,85,231,'Hedysarum coronarium'
36469,1328001,113416,0.999,0.009,0.000142,633456,903,0.206,731,443,0,85,196,'Hedysarum coronarium'
?,?,107610,1,-0,0,651019,899,0.18,718,420,0,85,85,'Hedysarum coronarium'
32802,1074001,91876,998,0.011,0.000369,661579,898,0.186,715,358,0,85,246,'Hedysarum coronarium'
14.95,222.96,95110,991,0.05,1,616607,905,193,722,371,0,85,238,'Hedysarum coronarium'
?,?,103020,1,-0,0,695363,893,0.206,0.73,402,0,85,85,'Hedysarum coronarium'
24318,590457,100746,997,0.02,0.000496,661067,899,0.219,0.751,393,0,85,229,'Hedysarum coronarium'
?,?,114325,1,-0,0,810.958,877,256,726,446,0,85,85,'Hedysarum coronarium'
26.008,675064,115435,997,17,0.000383,818812,0.876,225,711,450,0,85,219,'Hedysarum coronarium'
36579,1336001,114115,0.999,0.009,0.000194,731914,889,0.227,713,445,0,85,215,'Hedysarum coronarium'
?,?,100810,1,-0,0,727.06,889,252,684,393,0,85,85,'Hedysarum coronarium'
13.06,168653,104000,0.989,62,1,759034,885,256,0.7,406,0,85,217,'Hedysarum coronarium'
?,?,102595,1,-0,0,782952,0.881,0.241,684,400,0,85,85,'Hedysarum coronarium'
?,?,113220,1,-0,0,712.58,889,0.286,0.712,442,0,85,85,'Hedysarum coronarium'
?,?,115685,1,-0,0,728699,0.886,313,723,451,0,85,85,'Hedysarum coronarium'
?,?,113050,1,-0,0,713.86,889,298,0.712,441,0,85,85,'Hedysarum coronarium'
20287,410958,104951,995,0.029,0.000671,581393,0.91,0.296,0.719,409,0,85,225,'Hedysarum coronarium'
?,?,113305,1,-0,0,692248,894,0.291,711,442,0,85,85,'Hedysarum coronarium'
?,?,117640,1,-0,0,691263,892,307,722,459,0,85,85,'Hedysarum coronarium'
13787,192.348,109445,0.989,64,1,668058,897,0.27,0.7,427,0,85,252,'Hedysarum coronarium'
?,?,110670,1,-0,0,777959,0.881,252,675,432,0,85,85,'Hedysarum coronarium'
?,?,107015,1,-0,0,638493,902,258,695,418,0,85,85,'Hedysarum coronarium'
?,?,117045,1,-0,0,736556,885,307,713,457,0,85,85,'Hedysarum coronarium'
34742,1205001,103003,998,0.01,0.000297,709.161,889,0.33,733,402,0,85,238,'Hedysarum coronarium'
?,?,103105,1,-0,0,752684,882,327,0.72,402,0,85,85,'Hedysarum coronarium'
?,?,91035,1,-0,0,603815,907,264,0.697,355,0,85,85,'Hedysarum coronarium'
?,?,120360,1,-0,0,712462,0.881,0.393,0.766,470,0,85,85,'Hedysarum coronarium'
?,?,96900,1,-0,0,736.56,884,324,728,378,0,85,85,'Hedysarum coronarium'
14929,220967,96588,991,0.05,1,734.144,0.886,292,705,377,0,85,232,'Hedysarum coronarium'
18891,358985,118768,0.994,34,0.000792,750823,879,359,742,463,0,85,240,'Hedysarum coronarium'
32879,1079001,92286,998,0.011,0.000302,685462,895,0.283,701,360,0,85,231,'Hedysarum coronarium'
?,?,111265,1,-0,0,603789,0.901,375,765,434,0,85,85,'Hedysarum coronarium'
?,?,117215,1,-0,0,737.144,878,0.378,762,457,0,85,85,'Hedysarum coronarium'
37.108,1375001,117443,0.999,0.009,0.000228,669096,0.89,0.37,765,458,0,85,228,'Hedysarum coronarium'
15.756,246.552,128517,992,47,1,722993,879,0.393,768,502,0,85,234,'Hedysarum coronarium'
?,?,112455,1,-0,0,670273,0.891,363,762,439,0,85,85,'Hedysarum coronarium'
?,?,95880,1,-0,0,759237,0.88,335,725,374,0,85,85,'Hedysarum coronarium'
24142,581293,99690,997,0.02,0.000694,815.231,872,326,723,389,0,85,252,'Hedysarum coronarium'
15113,226.414,99097,991,0.044,1,682189,889,375,765,387,0,85,236,'Hedysarum coronarium'
10.979,118791,95245,0.984,0.09,3,736712,879,382,762,372,0,85,244,'Hedysarum coronarium'
10.771,114.607,101104,983,99,3,645429,889,0.412,0.791,394,0,85,249,'Hedysarum coronarium'
34.511,1189001,101612,998,0.01,0.000192,687235,0.886,0.388,769,396,0,85,207,'Hedysarum coronarium'
?,?,89930,1,-0,0,696612,885,374,759,351,0,85,85,'Hedysarum coronarium'
11386,128.39,112189,985,0.09,2,631.103,887,0.443,0.801,438,0,85,247,'Hedysarum coronarium'
36249,1312001,112063,998,0.009,0.000163,568467,897,456,805,437,0,85,203,'Hedysarum coronarium'
36359,1320001,112769,998,0.009,0.000241,636548,0.89,419,792,440,0,85,229,'Hedysarum coronarium'
25379,645695,108421,997,0.018,0.00055,639,884,447,0.806,423,0,85,247,'Hedysarum coronarium'
?,?,100725,1,-0,0,700.366,882,0.403,774,393,0,85,85,'Hedysarum coronarium'
25198,635063,107629,997,19,0.000458,615073,889,0.454,802,420,0,85,230,'Hedysarum coronarium'
?,?,102765,1,-0,0,688.532,877,441,797,401,0,85,85,'Hedysarum coronarium'
?,?,103700,1,-0,0,665211,885,418,784,405,0,85,85,'Hedysarum coronarium'
?,?,104890,1,-0,0,572885,895,461,0.8,409,0,85,85,'Hedysarum coronarium'
?,?,90865,1,-0,0,725.366,878,0.4,0.771,354,0,85,85,'Hedysarum coronarium'
?,?,100215,1,-0,0,608499,892,442,0.803,391,0,85,85,'Hedysarum coronarium'
?,?,98685,1,-0,0,730275,871,434,0.798,385,0,85,85,'Hedysarum coronarium'
?,?,93075,1,-0,0,583.45,894,452,805,363,0,85,85,'Hedysarum coronarium'
?,?,103615,1,-0,0,526988,0.9,483,0.803,404,0,85,85,'Hedysarum coronarium'
25386,642778,110175,997,0.018,0.000433,506635,904,479,0.811,430,0,85,223,'Hedysarum coronarium'
?,?,96050,1,-0,0,572729,897,0.45,0.801,375,0,85,85,'Hedysarum coronarium'
?,?,105485,1,-0,0,588308,894,0.45,0.801,412,0,85,85,'Hedysarum coronarium'
?,?,101575,1,-0,0,610878,889,456,0.808,396,0,85,85,'Hedysarum coronarium'
24729,610002,104490,997,19,0.000491,611757,889,456,0.806,408,0,85,229,'Hedysarum coronarium'
34641,1198001,102379,998,0.01,0.000197,672701,0.88,441,802,399,0,85,209,'Hedysarum coronarium'
?,?,119510,1,-0,0,498569,0.906,475,0.808,466,0,85,85,'Hedysarum coronarium'
36797,1352001,115454,0.999,0.009,0.000135,497574,0.906,0.477,805,450,0,85,194,'Hedysarum coronarium'
?,?,100215,1,-0,0,519456,903,473,0.8,391,0,85,85,'Hedysarum coronarium'
?,?,124525,1,-0,0,488185,0.9,526,0.837,486,0,85,85,'Hedysarum coronarium'
?,?,108290,1,-0,0,500972,904,0.49,809,423,0,85,85,'Hedysarum coronarium'
22009,482.42,124701,996,23,0.00065,495139,904,495,828,487,0,85,230,'Hedysarum coronarium'
?,?,115430,1,-0,0,508.706,0.901,493,0.82,450,0,85,85,'Hedysarum coronarium'
?,?,121975,1,-0,0,543.44,893,0.497,0.83,476,0,85,85,'Hedysarum coronarium'
18555,342836,88595,0.994,33,0.001,599543,0.891,455,0.8,346,0,85,243,'Hedysarum coronarium'
16544,272368,117437,993,42,0.000936,496895,904,0.49,821,458,0,85,226,'Hedysarum coronarium'
33.392,1113001,95139,998,0.01,0.000163,494.318,905,493,813,371,0,85,194,'Hedysarum coronarium'
?,?,108205,1,-0,0,487079,907,0.487,816,422,0,85,85,'Hedysarum coronarium'
?,?,119000,1,-0,0,492284,903,504,828,464,0,85,85,'Hedysarum coronarium'
34583,1194001,102051,998,0.01,0.000237,475059,0.91,478,807,398,0,85,221,'Hedysarum coronarium'
23.762,567033,94477,996,21,0.000616,575.287,0.896,455,0.798,369,0,85,247,'Hedysarum coronarium'
33287,1106001,94573,998,0.01,0.000263,492319,909,469,0.806,369,0,85,223,'Hedysarum coronarium'
?,?,97750,1,-0,0,501.488,0.908,462,0.806,381,0,85,85,'Hedysarum coronarium'
?,?,93840,1,-0,0,525514,0.901,478,802,366,0,85,85,'Hedysarum coronarium'
?,?,92735,1,-0,0,482066,0.906,503,815,362,0,85,85,'Hedysarum coronarium'
17629,311558,104384,993,38,1,463101,0.911,0.487,0.819,407,0,85,253,'Hedysarum coronarium'
18525,342.872,116480,0.994,35,0.000824,539102,0.896,0.492,0.824,455,0,85,233,'Hedysarum coronarium'
?,?,116280,1,-0,0,509582,902,494,813,454,0,85,85,'Hedysarum coronarium'
?,?,91460,1,-0,0,518874,899,499,0.819,357,0,85,85,'Hedysarum coronarium'
?,?,113390,1,-0,0,526607,895,509,835,442,0,85,85,'Hedysarum coronarium'
?,?,112795,1,-0,0,498333,905,489,0.811,440,0,85,85,'Hedysarum coronarium'
?,?,91205,1,-0,0,513779,903,473,807,356,0,85,85,'Hedysarum coronarium'
26176,689972,113680,997,0.018,0.000489,462838,912,491,813,444,0,85,245,'Hedysarum coronarium'
?,?,97495,1,-0,0,505166,898,518,836,380,0,85,85,'Hedysarum coronarium'
?,?,113475,1,-0,0,520.272,903,474,0.81,443,0,85,85,'Hedysarum coronarium'
?,?,108375,1,-0,0,536281,893,509,0.82,423,0,85,85,'Hedysarum coronarium'
?,?,109565,1,-0,0,494.08,905,491,815,427,0,85,85,'Hedysarum coronarium'
26826,717.854,123031,997,17,0.00045,566185,0.896,0.459,0.796,480,0,85,233,'Hedysarum coronarium'
33941,1150001,98308,998,0.01,0.000236,461569,909,507,0.832,384,0,85,218,'Hedysarum coronarium'
36222,1310001,111916,998,0.009,0.000233,449.35,912,0.5,0.827,437,0,85,226,'Hedysarum coronarium'
?,?,108375,1,-0,0,507616,902,0.492,815,423,0,85,85,'Hedysarum coronarium'
?,?,97155,1,-0,0,501108,0.9,0.51,0.829,379,0,85,85,'Hedysarum coronarium'
?,?,106760,1,-0,0,504454,0.9,513,0.817,417,0,85,85,'Hedysarum coronarium'
36359,1320001,112747,998,0.009,0.000173,539253,897,489,0.808,440,0,85,207,'Hedysarum coronarium'
35.651,1269001,108453,998,0.009,0.000321,486795,907,489,813,423,0,85,248,'Hedysarum coronarium'
?,?,119000,1,-0,0,547735,0.9,0.453,0.798,464,0,85,85,'Hedysarum coronarium'
?,?,87890,1,-0,0,497474,0.9,522,0.84,343,0,85,85,'Hedysarum coronarium'
?,?,113645,1,-0,0,580288,895,452,0.79,443,0,85,85,'Hedysarum coronarium'
?,?,115515,1,-0,0,544562,895,0.492,0.81,451,0,85,85,'Hedysarum coronarium'
?,?,112710,1,-0,0,524381,0.901,0.48,809,440,0,85,85,'Hedysarum coronarium'
36069,1299001,110995,998,0.009,0.000283,561.892,894,479,805,433,0,85,240,'Hedysarum coronarium'
37.776,1425001,121696,0.999,8,0.000229,627689,0.89,434,773,475,0,85,231,'Hedysarum coronarium'
?,?,99875,1,-0,0,505217,904,486,813,390,0,85,85,'Hedysarum coronarium'
?,?,98345,1,-0,0,515654,0.9,496,0.824,384,0,85,85,'Hedysarum coronarium'
36973,1365001,116594,0.999,0.009,0.000233,674.13,883,436,773,455,0,85,229,'Hedysarum coronarium'
?,?,105485,1,-0,0,508.262,905,474,0.803,412,0,85,85,'Hedysarum coronarium'
19092,365663,91751,0.994,32,0.000678,573261,887,503,0.81,358,0,85,226,'Hedysarum coronarium'
?,?,98940,1,-0,0,520269,0.9,491,0.811,386,0,85,85,'Hedysarum coronarium'
20423,416.294,106523,995,0.028,0.000526,524627,903,469,0.803,416,0,85,210,'Hedysarum coronarium'
36222,1310001,111927,998,0.009,0.00027,527.41,898,0.49,0.81,437,0,85,237,'Hedysarum coronarium'
24377,592797,101557,997,0.02,0.000669,491.682,904,0.5,0.82,396,0,85,251,'Hedysarum coronarium'
?,?,111180,1,-0,0,552.142,899,0.46,795,434,0,85,85,'Hedysarum coronarium'
?,?,121720,1,-0,0,623294,893,425,773,475,0,85,85,'Hedysarum coronarium'
36387,1322001,112927,998,0.009,0.000202,608089,0.891,452,787,441,0,85,217,'Hedysarum coronarium'
?,?,99705,1,-0,0,632919,893,409,754,389,0,85,85,'Hedysarum coronarium'
?,?,106165,1,-0,0,578648,0.896,0.453,785,414,0,85,85,'Hedysarum coronarium'
?,?,91715,1,-0,0,525683,0.9,489,807,358,0,85,85,'Hedysarum coronarium'
35482,1257001,107428,998,0.009,0.000304,548325,898,0.472,799,419,0,85,243,'Hedysarum coronarium'
?,?,90865,1,-0,0,514855,898,503,823,354,0,85,85,'Hedysarum coronarium'
?,?,106845,1,-0,0,553.838,897,469,799,417,0,85,85,'Hedysarum coronarium'
37762,1424001,121595,0.999,8,0.000182,729.01,883,371,765,474,0,85,215,'Hedysarum coronarium'
18099,326145,112368,0.994,32,1,577.037,893,0.468,794,438,0,85,237,'Hedysarum coronarium'
?,?,102425,1,-0,0,508.201,0.906,465,0.8,400,0,85,85,'Hedysarum coronarium'
?,?,110245,1,-0,0,643156,887,0.44,0.776,430,0,85,85,'Hedysarum coronarium'
35.93,1289001,110112,998,0.009,0.000177,578.88,902,0.407,765,430,0,85,207,'Hedysarum coronarium'
?,?,105825,1,-0,0,523784,904,462,0.801,413,0,85,85,'Hedysarum coronarium'
?,?,103190,1,-0,0,573.12,893,473,0.796,403,0,85,85,'Hedysarum coronarium'
35.651,1269001,108403,998,0.009,0.000154,779686,875,358,752,423,0,85,198,'Hedysarum coronarium'
25734,661488,112708,997,0.018,0.000372,707523,884,382,769,440,0,85,217,'Hedysarum coronarium'
?,?,102425,1,-0,0,621048,0.896,405,772,400,0,85,85,'Hedysarum coronarium'
?,?,121295,1,-0,0,886425,865,0.291,722,473,0,85,85,'Hedysarum coronarium'
19461,377.886,96819,995,31,0.000535,499.951,907,0.468,799,378,0,85,208,'Hedysarum coronarium'
?,?,100385,1,-0,0,567.042,0.9,445,0.783,392,0,85,85,'Hedysarum coronarium'
?,?,110755,1,-0,0,740.116,884,0.338,0.749,432,0,85,85,'Hedysarum coronarium'
?,?,105485,1,-0,0,561121,903,428,0.781,412,0,85,85,'Hedysarum coronarium'
?,?,117725,1,-0,0,945194,858,265,0.692,459,0,85,85,'Hedysarum coronarium'
?,?,108460,1,-0,0,687472,887,387,0.771,423,0,85,85,'Hedysarum coronarium'
36.428,1325001,113189,998,0.009,0.000223,687597,892,341,757,442,0,85,224,'Hedysarum coronarium'
32016,1023.001,87498,998,0.011,0.000208,506092,907,461,0.796,341,0,85,203,'Hedysarum coronarium'
?,?,92395,1,-0,0,556619,0.896,474,0.801,360,0,85,85,'Hedysarum coronarium'
34828,1211001,103514,998,0.01,0.0003,875.777,867,0.29,0.71,404,0,85,239,'Hedysarum coronarium'
26005,678.126,113722,997,0.018,0.000353,814664,0.874,306,723,444,0,85,218,'Hedysarum coronarium'
36097,1301001,111115,998,0.009,0.00013,913018,862,0.286,711,434,0,85,190,'Hedysarum coronarium'
34132,1163001,99404,998,0.01,0.000202,587582,0.901,409,0.761,388,0,85,209,'Hedysarum coronarium'
?,?,102510,1,-0,0,569235,899,0.448,0.776,400,0,85,85,'Hedysarum coronarium'
?,?,100895,1,-0,0,750698,878,373,763,394,0,85,85,'Hedysarum coronarium'
35468,1256001,107313,998,0.009,0.0002,602182,895,436,778,419,0,85,213,'Hedysarum coronarium'
?,?,89505,1,-0,0,578495,898,0.44,777,349,0,85,85,'Hedysarum coronarium'
34438,1184001,101172,998,0.01,0.000148,650.277,889,409,764,395,0,85,192,'Hedysarum coronarium'
?,?,87210,1,-0,0,575376,893,0.471,807,340,0,85,85,'Hedysarum coronarium'
?,?,99705,1,-0,0,777955,0.876,361,754,389,0,85,85,'Hedysarum coronarium'
?,?,120445,1,-0,0,731668,889,0.197,642,470,0,85,85,'Hedysarum coronarium'
?,?,98345,1,-0,0,696637,887,371,0.761,384,0,85,85,'Hedysarum coronarium'
11.652,134491,93942,985,84,2,614479,0.891,446,0.783,366,0,85,229,'Hedysarum coronarium'
25303,638641,109417,997,0.018,0.000459,773.59,0.88,317,743,427,0,85,227,'Hedysarum coronarium'
?,?,96475,1,-0,0,606.397,895,425,0.766,376,0,85,85,'Hedysarum coronarium'
18.59,353.427,109165,0.994,0.037,0.000884,693.089,889,366,759,426,0,85,254,'Hedysarum coronarium'
26.49,702096,118864,997,17,0.000461,679717,897,0.219,0.64,464,0,85,238,'Hedysarum coronarium'
?,?,112880,1,-0,0,704342,0.891,165,655,440,0,85,85,'Hedysarum coronarium'
?,?,109225,1,-0,0,667012,895,158,0.666,426,0,85,85,'Hedysarum coronarium'
?,?,116365,1,-0,0,614123,895,111,0.646,454,0,85,85,'Hedysarum coronarium'
?,?,100385,1,-0,0,900.536,0.864,271,0.702,392,0,85,85,'Hedysarum coronarium'
?,?,109140,1,-0,0,633382,0.901,161,645,426,0,85,85,'Hedysarum coronarium'
?,?,98685,1,-0,0,750752,884,327,0.744,385,0,85,85,'Hedysarum coronarium'
20641,425861,108344,995,0.028,0.000628,872079,868,257,672,423,0,85,225,'Hedysarum coronarium'
?,?,113900,1,-0,0,594849,0.906,152,0.683,444,0,85,85,'Hedysarum coronarium'
?,?,88995,1,-0,0,697002,887,0.37,763,347,0,85,85,'Hedysarum coronarium'
?,?,79730,1,-0,0,550187,0.896,0.471,0.811,311,0,85,85,'Hedysarum coronarium'
36497,1330001,113596,0.999,0.009,0.000169,584818,0.908,156,0.658,443,0,85,206,'Hedysarum coronarium'
?,?,96390,1,-0,0,155444,895,0.014,442,376,0,85,85,'Lathyrus aphaca'
?,?,99705,1,-0,0,162276,0.916,0.018,465,389,0,85,85,'Lathyrus aphaca'
?,?,93415,1,-0,0,126245,0.808,0.013,434,364,0,85,85,'Lathyrus aphaca'
?,?,93330,1,-0,0,143701,914,16,462,364,0,85,85,'Lathyrus aphaca'
?,?,90185,1,-0,0,202176,898,19,0.459,352,0,85,85,'Lathyrus aphaca'
?,?,93075,1,-0,0,198857,903,21,0.468,363,0,85,85,'Lathyrus aphaca'
?,?,93500,1,-0,0,238.17,0.896,0.022,0.471,365,0,85,85,'Lathyrus aphaca'
?,?,86105,1,-0,0,131042,868,0.013,431,336,0,85,85,'Lathyrus aphaca'
?,?,98005,1,-0,0,705446,887,0.351,0.702,382,0,85,85,'Lathyrus aphaca'
?,?,89590,1,-0,0,617.022,905,258,672,349,0,85,85,'Lathyrus aphaca'
23239,539538,91790,996,21,0.000429,692.589,892,0.32,0.692,358,0,85,214,'Lathyrus aphaca'
?,?,87465,1,-0,0,662.749,897,0.291,0.68,341,0,85,85,'Lathyrus aphaca'
10.809,115.717,90740,983,94,2,698812,892,297,674,354,0,85,217,'Lathyrus aphaca'
?,?,91375,1,-0,0,616715,904,0.286,691,356,0,85,85,'Lathyrus aphaca'
15.154,227859,79287,991,49,0.000684,663313,897,289,0.678,309,0,85,190,'Lathyrus aphaca'
?,?,79475,1,-0,0,673929,0.896,268,679,310,0,85,85,'Lathyrus aphaca'
?,?,100640,1,-0,0,704378,857,525,767,393,0,85,85,'Lathyrus aphaca'
?,?,91035,1,-0,0,688738,865,501,757,355,0,85,85,'Lathyrus aphaca'
?,?,97835,1,-0,0,782498,835,542,774,382,0,85,85,'Lathyrus aphaca'
?,?,90865,1,-0,0,725831,855,522,763,354,0,85,85,'Lathyrus aphaca'
?,?,95285,1,-0,0,716173,853,527,0.766,372,0,85,85,'Lathyrus aphaca'
?,?,94520,1,-0,0,714225,0.85,542,777,369,0,85,85,'Lathyrus aphaca'
?,?,85680,1,-0,0,719.338,856,515,758,334,0,85,85,'Lathyrus aphaca'
14569,210.441,73522,991,0.052,1,722155,846,0.554,782,287,0,85,217,'Lathyrus aphaca'
?,?,99110,1,-0,0,698959,805,645,0.839,387,0,85,85,'Lathyrus aphaca'
?,?,94265,1,-0,0,654673,816,0.651,0.842,368,0,85,85,'Lathyrus aphaca'
?,?,88995,1,-0,0,599547,0.83,655,847,347,0,85,85,'Lathyrus aphaca'
?,?,95880,1,-0,0,680883,0.811,0.65,841,374,0,85,85,'Lathyrus aphaca'
?,?,88400,1,-0,0,630085,0.822,652,0.844,345,0,85,85,'Lathyrus aphaca'
10.06,99713,88447,981,107,3,615198,0.817,665,0.854,345,0,85,229,'Lathyrus aphaca'
?,?,80240,1,-0,0,616382,0.814,0.676,857,313,0,85,85,'Lathyrus aphaca'
?,?,81600,1,-0,0,541.801,831,682,863,318,0,85,85,'Lathyrus aphaca'
19142,365772,93428,995,32,0.000584,572866,0.814,693,865,364,0,85,209,'Lathyrus aphaca'
?,?,97920,1,-0,0,570977,0.822,0.683,865,382,0,85,85,'Lathyrus aphaca'
32.97,1085001,92736,998,0.011,0.000104,619151,0.808,677,0.86,362,0,85,171,'Lathyrus aphaca'
?,?,96900,1,-0,0,587182,0.822,675,856,378,0,85,85,'Lathyrus aphaca'
?,?,96220,1,-0,0,556918,823,691,863,375,0,85,85,'Lathyrus aphaca'
?,?,88230,1,-0,0,548.171,833,0.676,853,344,0,85,85,'Lathyrus aphaca'
?,?,87720,1,-0,0,583462,0.824,674,852,342,0,85,85,'Lathyrus aphaca'
?,?,89250,1,-0,0,612112,823,657,0.844,348,0,85,85,'Lathyrus aphaca'
?,?,99280,1,-0,0,621674,831,649,838,387,0,85,85,'Lathyrus aphaca'
?,?,104720,1,-0,0,638539,0.829,644,835,409,0,85,85,'Lathyrus aphaca'
?,?,92990,1,-0,0,656795,0.82,655,0.842,363,0,85,85,'Lathyrus aphaca'
?,?,90780,1,-0,0,576264,836,672,852,354,0,85,85,'Lathyrus aphaca'
?,?,93160,1,-0,0,635615,0.822,0.663,846,363,0,85,85,'Lathyrus aphaca'
?,?,90270,1,-0,0,656.536,0.822,0.65,0.837,352,0,85,85,'Lathyrus aphaca'
?,?,86445,1,-0,0,620672,0.822,0.671,0.849,337,0,85,85,'Lathyrus aphaca'
?,?,86190,1,-0,0,594472,823,682,0.854,336,0,85,85,'Lathyrus aphaca'
?,?,102510,1,-0,0,655.027,855,0.57,0.8,400,0,85,85,'Lathyrus aphaca'
30.968,957.001,81873,998,12,0.00017,735.82,0.85,528,0.776,319,0,85,188,'Lathyrus aphaca'
?,?,85935,1,-0,0,702679,0.87,0.477,754,335,0,85,85,'Lathyrus aphaca'
21889,481375,79936,996,24,0.000351,699807,0.854,541,0.79,312,0,85,198,'Lathyrus aphaca'
72.18,5208,443207,1,3,3069,138296,0.974,113,691,1731,0,85,187,'Lathyrus ochrus'
68403,4677,398070,1,3,3285,146792,0.974,127,0.699,1554,0,85,185,'Lathyrus ochrus'
51332,2644.096,442907,0.999,5,7639,133115,973,105,682,1730,0,85,206,'Lathyrus ochrus'
?,?,432565,1,-0,0,126765,0.974,102,682,1689,0,85,85,'Lathyrus ochrus'
37641,1487578,413394,998,0.011,0.000179,126389,976,0.112,688,1614,0,85,245,'Lathyrus ochrus'
?,?,414205,1,-0,0,141257,0.974,0.117,0.694,1617,0,85,85,'Lathyrus ochrus'
51177,2669935,416312,0.999,6,9036,145756,973,0.123,0.697,1626,0,85,222,'Lathyrus ochrus'
68578,4701,400074,1,3,1339,275621,0.954,402,0.8,1562,0,85,149,'Lathyrus ochrus'
48067,2318996,388002,0.999,6,9112,250862,958,0.398,0.803,1515,0,85,209,'Lathyrus ochrus'
?,?,414120,1,-0,0,260048,956,424,0.81,1617,0,85,85,'Lathyrus ochrus'
25451,648386,438582,997,21,0.000315,281835,951,447,0.811,1713,0,85,216,'Lathyrus ochrus'
?,?,426190,1,-0,0,278985,0.95,0.458,812,1664,0,85,85,'Lathyrus ochrus'
50507,2549319,434186,0.999,5,4664,282232,0.95,0.453,0.814,1696,0,85,174,'Lathyrus ochrus'
?,?,403580,1,-0,0,277941,951,0.453,0.814,1576,0,85,85,'Lathyrus ochrus'
?,?,385305,1,-0,0,300538,929,615,0.85,1505,0,85,85,'Lathyrus ochrus'
?,?,414970,1,-0,0,281686,922,0.671,866,1620,0,85,85,'Lathyrus ochrus'
?,?,394995,1,-0,0,291121,0.918,679,871,1542,0,85,85,'Lathyrus ochrus'
?,?,373660,1,-0,0,273048,0.936,607,0.849,1459,0,85,85,'Lathyrus ochrus'
51.56,2691.77,433551,0.999,5,7475,282658,914,703,879,1693,0,85,209,'Lathyrus ochrus'
72069,5192,441845,1,3,2959,273.54,915,0.707,882,1725,0,85,185,'Lathyrus ochrus'
28.952,845.634,408153,997,17,0.00024,284373,0.913,703,878,1594,0,85,209,'Lathyrus ochrus'
?,?,431290,1,-0,0,315158,857,797,915,1684,0,85,85,'Lathyrus ochrus'
51286,2628361,447781,0.999,5,4269,315873,856,0.798,915,1749,0,85,171,'Lathyrus ochrus'
50525,2584.47,416475,0.999,6,8427,308569,873,778,0.906,1626,0,85,214,'Lathyrus ochrus'
22965,541.353,445958,996,0.029,0.000369,305142,866,0.79,0.911,1742,0,85,218,'Lathyrus ochrus'
42653,1866809,428758,0.999,8,0.000134,318394,868,778,0.906,1674,0,85,232,'Lathyrus ochrus'
49583,2492.4,399130,0.999,6,0.000084,312217,871,779,0.906,1559,0,85,212,'Lathyrus ochrus'
29932,896763,379178,998,15,0.000239,312209,0.86,794,915,1481,0,85,214,'Lathyrus ochrus'
?,?,368475,1,-0,0,298617,862,799,917,1439,0,85,85,'Lathyrus ochrus'
?,?,446675,1,-0,0,268.47,888,779,905,1744,0,85,85,'Lathyrus ochrus'
