@relation FeaturesBW_Gray

@attribute Area numeric
@attribute Perimeter numeric
@attribute x_Feret numeric
@attribute x_Breadth numeric
@attribute x_AspRatio numeric
@attribute x_RFactor numeric
@attribute x_ConvexArea numeric
@attribute x_ConvexPerimeter numeric
@attribute x_ArEquivD numeric
@attribute x_PerEquivD numeric
@attribute x_MinR numeric
@attribute x_MaxR numeric
@attribute x_avgR numeric
@attribute x_VarianceR numeric
@attribute x_EquivEllAr numeric
@attribute x_ModRatio numeric
@attribute x_HaralickRatio numeric
@attribute x_ThinnessR numeric
@attribute x_Roundness numeric
@attribute x_Compactness numeric
@attribute x_Solidity numeric
@attribute x_Convexity numeric
@attribute x_Concavity numeric
@attribute x_ArBBox numeric
@attribute x_Rectang numeric
@attribute x_Sphericity numeric
@attribute x_Elongation numeric
@attribute x_BendingEnergy numeric
@attribute x_Jaggedness numeric
@attribute x_Circularity numeric
@attribute x_Endocarp numeric
@attribute DistanceCM_FB numeric
@attribute Mean numeric
@attribute Min numeric
@attribute Max numeric
@attribute Mode numeric
@attribute StD numeric
@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute IntensitySum numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute SmothnessR numeric
@attribute GLCM_Contrast numeric
@attribute GLCM_Correlation numeric
@attribute GLCM_Energy numeric
@attribute GLCM_Homogeneity numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
9451,377.304,131655,90.893,1.448,27039,11183.5,360398,109697,120.099,45.447,65827,54.111,64425,9398484,0.69,6.742,15.063,0.694,833,845,955,1732.5,11966521,0.79,0.69,1199,31,0.913,0.834,9073696,5232,109.318791,0,205,181,0,13.653,184767,803335,1,-0,0,75954,0.984,249,868,'Anagyris foetida'
8388,360.86,131034,78,1.68,24253,9984,347.492,103344,114865,39,65517,50258,96804,8027.303,595,5.108,15525,622,789,0.84,963,1596,10220679,821,595,1235,0.014,0.9,809,8027.14,14216,105.830444,2,168,118,0,13.653,184767,712980,1,-0,0,76542,0.984,237,0.864,'Anagyris foetida'
8287,361848,125196,83196,1505,25.402,9991,340686,102.72,115.18,41598,62598,51.38,63917,8180.52,665,6.427,15.8,0.673,0.82,0.829,0.942,1704,10415761,0.796,665,1.257,21,892,795,7925.152,2484,107.273468,2,190,122,8.447,13.653,184767,709504,0.989,68,1,90.94,981,0.22,853,'Anagyris foetida'
8045,352191,126.27,81733,1545,28399,11265.5,336025,101209,112.106,40866,63135,50242,75295,8105.59,647,5.79,15418,642,802,0.714,0.954,3220.5,10320358,0.78,647,1227,0.009,903,815,7692809,9168,157.264234,19,213,193,0.97,89677,8040,683912,1,2,0,85.043,982,221,856,'Anagyris foetida'
8233,353463,120.83,85.313,1416,26989,10245,335.674,102384,112.511,42657,60415,52658,29.957,8096.244,706,9621,15175,718,847,804,0.95,2012,10308458,799,706,1208,6,0.91,828,7879.537,3.393,105.496064,4,191,100,0,41949,1764682,699805,1,-0,0,80.47,983,223,858,'Anagyris foetida'
10451,405.446,138773,95.517,1453,27.93,12176.5,381582,115354,129.057,47758,69387,56515,80703,10410583,688,6291,15.729,691,831,858,941,1725.5,13255.166,0.788,688,1252,0.02,894,799,10045554,2504,113.387439,10,210,96,2.02,41949,1764682,888840,0.999,8,0,169.21,0.964,551,888,'Anagyris foetida'
8277,357.304,133963,77491,1729,28971,12192.5,345074,102.658,113.733,38746,66.981,50011,112648,8153146,578,4712,15.424,0.587,0.766,679,966,3915.5,10380.908,797,578,1227,6,903,815,7919696,10042,124.610672,4,193,132,0,40062,1622162,703545,1,-0,0,167757,0.964,0.566,0.891,'Anagyris foetida'
9272,371.948,125603,94335,1331,36.013,14210.5,353.307,108.653,118395,47168,62801,54434,32205,9305976,0.751,9592,14921,748,865,652,0.95,4938.5,11848737,0.783,0.751,1187,32,0.918,0.842,8900052,2265,85.722402,0,165,102,2864,40062,1622162,788791,0.999,0.009,0.000126,170.616,963,564,0.891,'Anagyris foetida'
8531,361.747,127.142,84.543,1504,30415,12148.5,344.948,104221,115148,42271,63.571,51.296,70.43,8442168,665,6112,15339,672,0.82,0.702,0.954,3617.5,10748902,794,665,1.221,0.029,905,0.819,8169.253,6.634,103.913306,1,184,102,1115,92.347,8526,725238,1,2,0,176638,0.962,0.56,0.886,'Anagyris foetida'
8065,352.09,130173,79756,1632,25.558,10452,338334,101334,112074,39878,65086,49886,89008,8154044,613,5.288,15.371,606,778,772,961,2387,10382051,777,613,1.223,6,904,818,7712.91,5.054,90.048677,1,166,94,1402,63.49,4029.536,685703,1,4,0,179.288,961,564,887,'Anagyris foetida'
7749,346635,123859,80.136,1546,31.86,12397,330014,99329,110337,40.068,61.929,50927,61052,7795.461,647,6518,15.506,643,802,625,0.952,4648,9925489,0.781,647,1234,33,0.9,0.81,7402365,8914,104.062878,7,177,108,1375,63.483,4078.214,658835,0.999,4,0,179878,0.96,574,889,'Anagyris foetida'
7309,334635,120071,76.478,1.57,20987,7916.5,320007,96.468,106.517,38.239,60035,50.539,47677,7212146,637,7319,15321,645,0.803,0.923,956,607.5,9182.79,0.796,637,1219,5,0.906,0.82,6974365,2.514,132.658709,19,211,142,0,46.476,2178312,621265,1,-0,0,179.339,961,0.572,889,'Anagyris foetida'
13715,462.617,163.71,103.078,1588,31954,16434.5,438.172,132.146,147256,51.539,81855,67.823,107986,13253.478,0.63,6527,15.604,652,807,835,0.947,2719.5,16874852,813,0.63,1242,3,897,805,13252383,12997,118.465968,2,196,124,0,46.476,2178312,1165775,1,-0,0,174.897,0.928,779,922,'Anagyris foetida'
10477,409144,139786,95389,1465,29826,13098,383.247,115.498,130235,47695,69893,57.846,66762,10472554,682,7.08,15978,0.683,826,0.8,937,2621,13334069,0.786,682,1271,6,887,0.786,10067856,18829,84.697245,0,175,125,2359,46.476,2178312,891082,0.999,0.007,0,172.08,927,785,924,'Anagyris foetida'
8929,372375,137179,81.754,1.678,29127,12552.5,357.432,106624,118531,40.877,68589,52.126,110772,8808161,596,4953,15.529,604,777,711,0.96,3623.5,11214899,0.796,596,1236,0.013,0.9,809,8556625,7926,138.503565,3,203,141,0,36.38,1335.676,758965,1,-0,0,182.56,0.923,0.783,924,'Anagyris foetida'
8524,361.99,127413,85.173,1496,38371,15359,344.863,104178,115225,42.586,63706,51199,73.659,8523.219,0.668,5965,15373,669,818,555,953,6835,10852.099,785,0.668,1.223,8,904,0.817,8162.01,15.016,149.47861,8,220,147,0,36.38,1335.676,724540,1,-0,0,176.189,0.923,792,927,'Anagyris foetida'
8895,367.12,122119,91.73,1331,29801,11433,346144,106421,116.858,45865,61059,53997,30525,8798021,0.751,9773,15.152,759,871,778,943,2538,11201.988,794,0.751,1206,4,0.911,0.829,8527.88,7476,117.692981,2,194,139,2904,36.38,1335.676,756794,998,0.011,0.00013,176149,924,789,0.926,'Anagyris foetida'
8170,355848,122156,85.438,1.43,27996,10744,335.479,101992,113.27,42.719,61078,51394,49185,8197001,0.699,7.328,15499,0.697,835,0.76,943,2574,10436746,0.783,0.699,1.233,57,0.9,0.811,7814.152,7023,107.007978,8,194,87,0,39787,1581001,694450,1,-0,0,175428,0.923,0.791,0.926,'Anagyris foetida'
7805,344.877,123227,81892,1505,28.964,11213,330.2,99.688,109.778,40946,61614,51223,53.112,7925767,665,7029,15239,654,809,696,0.957,3408,10091.4,773,665,1213,4,0.908,825,7460.123,6407,109.314786,1,181,105,0,39787,1581001,663425,1,-0,0,173.78,0.926,785,0.923,'Anagyris foetida'
8479,361.446,131469,81.026,1.623,31.9,13175.5,346.872,103.903,115052,40.513,65734,50615,92206,8366.36,616,5271,15408,625,0.79,644,0.96,4696.5,10652.38,0.796,616,1226,0.014,903,816,8117554,4.469,157.727953,14,216,205,0,39787,1581001,720715,1,-0,0,191.241,951,643,897,'Anagyris foetida'
1586,182.409,65,36.59,1776,8.44,1723.5,159987,44937,58063,18295,32.5,23.792,26614,1867964,563,4612,20979,478,691,0.92,877,137.5,2378366,667,563,1669,25,774,599,1403.591,6.304,141.516187,2,225,151,3264,39787,1581001,134940,0.999,8,0.000164,44395,0.811,401,0.829,'Anthyllis barba-jovis'
1549,189622,67.978,35.33,1.924,8.08,1725.5,164632,44.41,60.359,17665,33.989,24.14,36.432,1886253,0.52,3.999,23213,0.427,653,898,868,176.5,2401652,645,0.52,1847,32,736,541,1359378,4376,159.118529,2,226,192,3278,39319,1544001,131794,0.999,8,0.000165,65413,807,405,835,'Anthyllis barba-jovis'
1042,230.492,67535,28454,2373,6245,1325,152559,36424,73368,14227,33768,19.89,52088,1509.278,0.421,2.756,50985,0.291,539,0.786,662,283,1921.673,542,0.421,4.057,259,496,0.246,811508,1903,157.95265,7,232,173,12.777,10725,113738,89808,983,0.097,3,124949,0.761,0.41,836,'Anthyllis barba-jovis'
1062,147.581,55227,27.8,1.987,7.02,1218,133498,36772,46.976,13.9,27.613,18.696,20961,1205826,503,4084,20509,0.443,0.666,872,905,156,1535305,0.692,503,1632,0.013,0.783,613,914419,5.132,140.061241,1,229,132,4.02,32542,1057001,90401,998,0.011,0.000248,108875,732,386,825,'Anthyllis barba-jovis'
862,135095,53.009,26.8,1.978,6041,1006,124.092,33129,43.002,13.4,26505,17236,22.519,1115778,506,3.632,21.173,391,625,857,919,144,1420.653,607,506,1685,324,0.77,594,726905,3.251,173.323427,34,243,216,0,25.71,659002,73270,1,-0,0,109829,0.781,392,831,'Anthyllis barba-jovis'
678,129196,45122,23401,1.928,5601,794,110.886,29381,41.124,11.7,22561,15884,13407,829298,519,4338,24619,424,0.651,0.854,858,116,1055895,642,519,1959,2.64,0.714,0.51,548804,1.658,137.107143,36,211,134,0,25.71,659002,57630,1,-0,0,115665,0.793,0.443,841,'Anthyllis barba-jovis'
664,138.51,48083,21965,2189,5551,838.5,111848,29076,44089,10.983,24.042,16348,16817,829498,457,3987,28893,366,605,792,0.808,174.5,1056149,629,457,2299,483,659,435,525.49,0.26,145.200371,1,235,167,4.54,25.71,659002,56557,997,16,0.000317,145.712,799,0.416,0.837,'Anthyllis barba-jovis'
718,129196,46.39,22,2109,5.832,850,111984,30236,41.124,11,23195,17408,14.764,801556,474,4.53,23247,425,652,845,867,132,1020572,0.704,474,1.85,0.274,735,541,588804,10.729,127.888579,0,233,183,0,25.179,632002,61030,1,-0,0,150607,742,0.42,818,'Anthyllis barba-jovis'
637,132267,49.041,21496,2281,5.65,870.5,112787,28479,42102,10748,24.52,16933,26877,827954,0.438,3266,27.464,337,581,732,853,233.5,1054183,604,0.438,2186,228,0.676,0.458,504733,3784,137.101538,2,225,184,4755,25.179,632002,54265,997,17,0.000347,190.121,0.734,408,838,'Anthyllis barba-jovis'
1269,178.066,67067,31045,2.16,8417,1773.5,155.663,40196,56.68,15522,33534,21666,42067,1635254,0.463,3341,24986,359,599,716,0.874,504.5,2082.07,609,0.463,1.988,1162,0.709,503,1090934,5796,156.058586,3,237,219,3312,35.581,1264001,107983,998,0.009,0.000169,301.859,863,382,841,'Anthyllis barba-jovis'
1492,196451,74095,34406,2154,7.827,1822,168.901,43585,62532,17203,37047,22141,52.654,2002.208,0.464,3051,25.867,0.346,588,0.819,0.86,330,2549291,585,0.464,2.058,0.197,0.697,486,1295549,3219,154.455916,18,222,191,5.467,22.24,492.692,127186,996,24,0.00046,309652,898,344,0.827,'Anthyllis barba-jovis'
1050,164794,60208,28.8,2.091,8.16,1543.5,140282,36564,52456,14.4,30104,19.839,30.356,1361872,478,3.601,25864,369,607,0.68,851,493.5,1733.99,606,478,2.058,6187,0.697,486,885206,1115,151.19195,27,234,151,6045,22884,522216,89527,996,0.022,0.000562,321222,889,317,0.817,'Anthyllis barba-jovis'
813,132.853,50.774,25736,1973,6561,1046.5,119.341,32174,42.288,12868,25.387,17322,15995,1026.28,507,4331,21.71,402,634,777,898,233.5,1306.7,622,507,1.728,495,0.761,579,680.147,1.907,139.771739,0,236,203,0,26.458,698.001,69105,1,-0,0,377.25,877,311,0.81,'Anthyllis barba-jovis'
703,128368,49.041,21601,2.27,6.536,1007,114.864,29.918,40861,10.8,24.52,15921,21461,831977,0.44,3437,23.44,0.372,0.61,698,895,304,1059306,664,0.44,1865,10.57,732,536,574632,4435,148.009311,10,225,131,5.997,26.458,698.001,59914,997,16,0.000553,300438,884,298,802,'Anthyllis barba-jovis'
698,125539,46325,22,2106,10338,1504.5,110791,29811,39.96,11,23162,16767,15.924,800437,475,4202,22579,414,644,0.464,883,806.5,1019.149,685,475,1797,0.178,746,557,572461,0.808,147.992889,1,239,159,13507,9218,83191,60343,977,122,3,304334,894,0.347,0.827,'Anthyllis barba-jovis'
578,112225,45277,20506,2208,5.512,784,105344,27128,35722,10253,22638,15.529,16141,729205,0.453,3865,21.79,359,599,737,0.939,206,928453,623,0.453,1734,514,759,0.577,465775,639,157.270795,30,237,189,5865,23979,573002,49271,997,0.018,0.000529,149827,0.95,344,0.842,'Anthyllis barba-jovis'
586,128125,47297,20,2365,5.458,811,110445,27315,40783,10,23.648,15.871,20469,742939,423,3508,28014,0.334,578,723,862,225,945939,619,423,2229,2.586,0.67,449,457875,7483,153.126074,38,233,156,0,25476,647002,49810,1,-0,0,223192,917,0.351,0.844,'Anthyllis barba-jovis'
652,122811,44.721,19,2354,12.459,1750.5,108.909,28.812,39092,9.5,22361,16842,10.027,667357,425,5319,23.133,415,644,0.372,887,1098.5,849706,767,425,1841,0.036,737,0.543,529189,8984,161.938645,6,244,124,5561,25476,647002,55562,997,17,0.000475,328.47,0.901,327,0.822,'Anthyllis barba-jovis'
1153,180.309,68877,28.144,2447,6971,1508.5,154685,38315,57394,14.072,34438,21706,49.947,1522.482,409,3071,28197,309,556,764,858,355.5,1938485,595,409,2244,271,0.668,446,972691,879,141.609396,1,218,165,0,11.576,132764,98005,1,-0,0,307.62,902,321,821,'Anthyllis barba-jovis'
1614,226.652,65803,37844,1739,18933,3914,173924,45332,72146,18922,32.901,24956,44012,1955826,575,3762,31.828,475,0.689,0.412,767,2300,2490235,648,575,2533,597,628,395,1387348,22893,142.522766,2,222,154,12429,11.576,132764,138920,985,87,2,370972,0.906,0.19,0.8,'Anthyllis barba-jovis'
1020,169238,62169,27,2303,6.958,1359,145.4,36.038,53.87,13.5,31085,20.429,31.839,1318.343,434,3.62,28.08,336,0.58,0.751,0.859,339,1678566,608,434,2235,65,669,0.448,850762,14.734,138.987453,0,229,201,6188,22.673,514385,86979,996,0.022,0.000589,295457,0.9,348,831,'Anthyllis barba-jovis'
1364,189.966,69405,33942,2045,10.28,2241.5,159.712,41674,60468,16971,34702,22252,38268,1850195,489,3597,26.457,361,0.6,609,841,877.5,2355741,579,489,2105,67,0.689,475,1174.034,3895,139.868119,2,222,197,5.662,21518,464879,116301,996,0.026,0.000493,419.169,895,0.1,0.72,'Anthyllis barba-jovis'
1142,278.09,64815,29.069,2.23,8543,1739.5,154542,38132,88.519,14534,32408,20476,34718,1479771,0.448,3475,67718,0.346,588,657,556,597.5,1884.103,606,0.448,5.389,242,431,0.186,863.91,6636,156.59375,5,235,190,24.466,5836,32118,101731,946,289,0.009,437733,0.908,96,0.729,'Anthyllis barba-jovis'
861,160.652,54562,26295,2075,8433,1445.5,127427,33.11,51137,13148,27281,18035,28337,1126.83,0.482,3388,29976,368,607,596,0.793,584.5,1434725,0.6,0.482,2385,7644,647,419,700.348,1185,137.271861,4,223,126,6524,20881,436798,73455,995,0.026,0.000654,526572,887,63,0.63,'Anthyllis barba-jovis'
904,144.51,51614,28469,1.813,6812,1104.5,125.77,33927,45.999,14.234,25807,18.263,19.716,1154053,552,4113,23101,0.432,657,818,0.87,200.5,1469385,615,552,1838,4.32,738,544,759.49,2696,144.95858,1,223,205,7.122,21193,447.18,77143,996,25,0.00078,379.882,0.926,81,655,'Anthyllis barba-jovis'
794,143338,51.624,24129,2.139,6.132,994.5,122.267,31795,45.626,12065,25.812,16855,24.423,978332,467,3411,25.876,379,616,0.798,853,200.5,1245.65,637,467,2059,153,0.697,486,650.662,2685,136.676564,0,223,203,22122,6439,39576,70160,955,231,0.007,399912,915,68,636,'Anthyllis barba-jovis'
474,124.953,46325,16878,2745,6648,967.5,103721,24.567,39774,8439,23162,15784,26976,614094,364,3.039,32.94,281,0.53,0.49,0.83,493.5,781888,606,364,2.621,0.093,618,381,349.047,3615,127.982639,3,221,204,12.2,12454,153119,40751,987,65,2,425895,912,66,608,'Anthyllis barba-jovis'
1184,179865,64125,31,2069,7312,1473,150267,38827,57253,15.5,32062,21553,31331,1561.27,483,3.851,27324,0.367,605,804,835,289,1987871,596,483,2174,35314,0.678,0.46,1004135,10488,160.114773,33,217,188,6525,19.821,391.266,101029,995,0.03,0.000654,456194,895,69,669,'Anthyllis barba-jovis'
1275,198.35,66483,32654,2036,7.56,1579,156594,40291,63137,16327,33242,22053,33696,1705076,491,3799,30857,0.367,606,807,789,304,2170.97,0.587,491,2456,231,638,0.407,1076.65,3602,134.421308,28,244,122,5.338,25377,645107,108644,997,0.018,0.000438,399655,917,69,634,'Anthyllis barba-jovis'
951,165.823,62073,25,2483,6105,1190.5,140.723,34797,52783,12.5,31.036,20.99,43903,1218.791,0.403,3168,28914,314,561,799,0.849,239.5,1551.813,613,0.403,2301,1.26,659,435,785177,4287,156.564799,31,246,197,6772,21845,476783,81130,996,24,0.000705,279165,0.911,324,831,'Anthyllis barba-jovis'
1278,170.652,67.978,30.257,2247,7.08,1512,156439,40339,54.32,15.129,33.989,21858,41.236,1615.43,445,3404,22787,0.352,593,845,917,234,2056.83,621,445,1.813,5015,743,551,1107348,2.692,140.042975,0,241,192,4336,35707,1273001,108785,998,0.009,0.000289,556518,0.901,0.09,643,'Anthyllis barba-jovis'
1232,173.38,61.612,32527,1.894,11144,2157,148424,39606,55188,16.263,30.806,21279,29646,1573.968,528,3908,24.4,413,643,0.571,856,925,2004.038,615,528,1942,0.044,718,515,1058.62,3014,175.127907,75,229,187,6.912,20271,409941,105140,995,0.029,0.000734,760568,885,0.181,0.68,'Anthyllis barba-jovis'
1072,162.652,56727,29979,1892,7.962,1419,135503,36945,51.774,14.99,28364,18969,21479,1335691,528,4093,24.679,424,0.651,755,833,347,1700655,0.63,528,1964,0.357,0.714,509,909.348,1.822,135.765182,1,227,183,0,19578,382.891,91120,1,-0,0,766.917,885,192,0.686,'Anthyllis barba-jovis'
763,140.51,51.108,23504,2174,8287,1330.5,119.892,31169,44.726,11752,25.554,16672,25948,943449,0.46,3273,25875,0.372,0.61,573,853,567.5,1201236,635,0.46,2059,113,0.697,486,622.49,1161,129.837307,0,221,192,7896,19578,382.891,65163,995,0.029,0.000958,748345,889,0.17,0.671,'Anthyllis barba-jovis'
805,139.581,51614,24962,2068,8387,1360,120792,32015,44.43,12481,25807,16.556,20546,1011877,484,3.652,24.202,385,0.62,0.592,865,555,1288362,625,484,1926,67,721,519,665419,6829,167.841487,26,228,167,10.43,14.146,198.7,69017,0.99,55,2,728847,0.891,0.186,0.676,'Anthyllis barba-jovis'
619,122.61,48.26,20,2.413,15.24,2310.5,111.06,28074,39028,10,24.13,17076,19408,758062,414,3.876,24.286,0.338,0.582,268,0.906,1691.5,965194,0.641,414,1933,5341,0.719,517,496.39,2787,157.958998,15,236,220,6.592,24.819,614002,52779,997,17,0.000668,1244598,818,254,639,'Anthyllis barba-jovis'
1141,173.48,64.63,28.68,2254,7.762,1576,149.19,38115,55.22,14.34,32315,21.68,30671,1455774,444,3915,26.376,348,0.59,0.724,0.86,435,1853.55,616,444,2099,4948,0.69,0.476,967.52,3975,126.958652,2,232,156,3701,33734,1136001,97110,998,0.01,0.000211,418904,925,98,0.67,'Anthyllis barba-jovis'
1402,193622,68447,33094,2068,8.48,1823.5,159785,42.25,61632,16547,34.224,22.792,38086,1779.063,483,3693,26.74,381,617,769,825,421.5,2265174,619,483,2128,0.148,0.686,0.47,1208378,2.811,119.345324,3,236,70,0,25087,627979,119170,1,-0,0,939926,0.859,322,0.707,'Anthyllis barba-jovis'
1261,187037,70711,29963,2.36,9615,2136,160308,40069,59536,14.982,35355,22.437,52.904,1664.044,424,3085,27.742,321,0.567,0.59,857,875,2118726,595,424,2208,87,0.673,0.453,1073963,1238,136.394464,1,232,135,5715,25087,627979,107472,997,19,0.000502,931941,0.849,386,735,'Anthyllis barba-jovis'
1162,172.066,63.891,28983,2204,8497,1705.5,147583,38464,54.77,14491,31945,20059,30586,1454346,0.454,3627,25479,0.362,602,0.681,858,543.5,1851731,628,0.454,2028,0.216,0.702,493,989934,1124,152.526233,21,246,128,3696,34.044,1157001,98896,998,0.01,0.00021,372774,935,0.108,0.68,'Anthyllis barba-jovis'
1272,192.35,67624,32129,2105,7517,1597,155292,40244,61227,16064,33812,22.058,43543,1706.413,475,3343,29087,354,595,0.796,807,325,2172673,585,475,2315,128,657,0.432,1079.65,4869,140.510327,3,235,150,6279,20715,429.929,108507,995,0.028,0.000606,814943,0.854,0.458,772,'Anthyllis barba-jovis'
889,153.48,56.08,26.87,2.087,6.536,1151.5,129208,33644,48854,13435,28.04,18087,28.157,1183501,479,3409,26497,0.36,0.6,772,0.842,262.5,1506881,0.59,479,2109,1368,0.689,474,735.52,3029,127.301318,1,216,197,5858,21.054,441.859,75812,996,25,0.000528,959422,0.834,0.437,753,'Anthyllis barba-jovis'
704,125.782,47802,22,2173,22.98,3451,111973,29939,40.038,11,23901,16271,22607,825954,0.46,3.422,22.473,392,626,204,0.89,2747,1051637,669,0.46,1788,171,748,0.559,578.218,16.981,134.952562,6,238,141,15873,8709,74055,61109,975,136,4,868587,841,0.472,782,'Anthyllis barba-jovis'
640,124.61,45277,22,2.058,22936,3262.5,108.049,28546,39665,11,22638,15499,16381,782329,486,3.829,24.262,397,0.63,196,867,2622.5,996092,643,486,1931,132,0.72,518,515.39,2678,128.003546,0,217,172,0,19.9,394.021,54400,1,-0,0,711367,0.88,0.412,0.75,'Anthyllis barba-jovis'
583,116.953,45.891,20,2295,20118,2900.5,104851,27245,37227,10,22.946,15.654,16288,720857,436,3.879,23462,0.352,594,201,897,2317.5,917824,635,436,1867,253,732,536,466.047,1351,153.517928,34,246,178,0,19.9,394.021,49555,1,-0,0,984.083,828,0.437,0.761,'Anthyllis barba-jovis'
1202,179622,66483,29.832,2229,8228,1718.5,151861,39121,57176,14.916,33242,22921,36482,1557692,449,3795,26842,0.346,588,0.699,845,516.5,1983315,606,449,2136,494,684,0.468,1022378,4137,119.359148,3,215,98,0,19.9,394.021,102170,1,-0,0,851291,0.86,413,745,'Anthyllis barba-jovis'
1274,165581,63198,29831,2119,7.913,1571,150003,40275,52706,14915,31599,22.81,27801,1480671,0.472,4.326,21.52,406,637,0.811,0.906,297,1885249,0.676,0.472,1713,262,764,584,1108.419,4.818,128.644914,1,221,170,0,19.9,394.021,108290,1,-0,0,986672,0.854,307,696,'Anthyllis barba-jovis'
986,172551,60828,28.567,2129,7.842,1498.5,140.448,35.432,54925,14284,30414,19.29,32565,1364.76,0.47,3.38,30197,0.339,0.582,0.658,0.814,512.5,1737.666,0.567,0.47,2403,272,645,0.416,813449,9349,138.451295,1,224,174,0,19.9,394.021,83810,1,-0,0,692245,888,0.394,741,'Anthyllis barba-jovis'
798,139924,53.009,25491,2.08,6518,1085.5,123634,31875,44.539,12.746,26505,16974,22.383,1061287,0.481,3588,24535,0.362,601,735,884,287.5,1351273,591,0.481,1952,1386,716,512,658076,3918,151.254069,3,224,182,7.38,19.9,394.021,68125,995,0.028,0.000837,624797,899,384,741,'Anthyllis barba-jovis'
727,125296,49.193,23926,2056,9936,1535.5,114.528,30424,39883,11963,24.597,17273,19.38,924423,486,3924,21595,382,618,473,914,808.5,1177012,618,486,1.718,0.343,763,0.582,601.704,1.647,155.506401,5,243,197,0,12672,159793,61795,1,-0,0,788.526,877,355,722,'Anthyllis barba-jovis'
640,124.61,47074,21.69,2.17,20025,2961.5,111679,28546,39665,10845,23537,16973,13.951,801915,461,4544,24.262,368,606,0.216,0.896,2321.5,1021.03,627,461,1931,49.009,0.72,518,515.39,4336,161.775051,14,238,205,11.38,12672,159793,54975,988,64,2,846.34,0.869,361,0.717,'Anthyllis barba-jovis'
1361,151539,54.781,32.81,1.67,8405,1446.5,144.223,41628,48.236,16405,27391,21897,13536,1411646,599,5.952,16873,0.577,0.76,941,0.952,85.5,1797364,757,599,1.343,62,863,745,1209461,1.638,106.807547,1,215,127,3714,36851,1356001,115822,0.999,0.009,0.000212,111.453,741,0.463,904,'Anthyllis cytisoides'
831,123.782,43.139,27.727,1556,7.253,983,113.483,32528,39.401,13864,21.57,17064,7709,939442,643,6146,18438,569,754,845,917,152,1196134,695,643,1.467,256,826,682,707.218,3312,107.61788,0,226,105,0,27695,765.001,70635,1,-0,0,158.712,732,473,0.9,'Anthyllis cytisoides'
541,117439,48104,19053,2525,4242,641,109899,26245,37382,9.527,24052,14882,28404,719846,396,2792,25.493,298,546,0.844,0.936,100,916.536,0.59,396,2029,406,0.702,493,423561,9224,94.615475,1,202,34,0,27695,765.001,45985,1,-0,0,240738,635,466,893,'Anthyllis cytisoides'
770,119681,42.72,26745,1597,6553,879.5,109723,31311,38096,13373,21.36,15.674,8654,897.358,626,5.328,18602,537,733,875,917,109.5,1142552,674,626,1.48,96,0.822,0.676,650319,4223,127.613453,10,209,138,4685,27695,765.001,65580,997,0.014,0.000337,32926,0.844,0.477,0.911,'Anthyllis cytisoides'
546,98811,39825,19692,2022,4852,607,97119,26366,31.453,9846,19912,13.559,15162,615925,494,3.482,17882,0.438,662,0.9,983,61,784221,696,494,1423,0.101,838,703,447189,3282,141.227431,4,229,155,0,17884,318425,46410,1,-0,0,109.082,0.572,413,0.9,'Anthyllis cytisoides'
642,104912,38601,23212,1663,7331,889,101446,28.591,33394,11606,19.3,14.653,7.257,703.71,601,5439,17.144,0.549,741,722,0.967,247,895992,0.717,601,1364,53,856,733,537.088,6.087,89.138354,1,191,117,7704,17884,318425,54846,0.994,34,0.000912,63.34,0.668,426,0.908,'Anthyllis cytisoides'
553,98569,37121,21,1768,6.05,705.5,94.717,26535,31375,10.5,18561,14.416,6.917,612257,0.566,5481,17.569,511,715,784,961,152.5,779.55,0.709,0.566,1.398,616,846,715,454431,8123,137.417191,1,244,174,0,34971,1221001,47005,1,-0,0,133.837,0.739,474,898,'Anthyllis cytisoides'
973,142368,56045,27.153,2064,6688,1177.5,133885,35.197,45317,13.576,28022,19954,20785,1195.199,484,4377,20831,0.394,628,826,0.94,204.5,1521774,639,484,1.658,0.35,777,603,830632,8308,102.533881,1,218,105,0,34971,1221001,82705,1,-0,0,86.379,951,345,0.81,'Anthyllis cytisoides'
1226,150024,51.624,31575,1635,9573,1552.5,137874,39509,47754,15787,25.812,21.29,13782,1280.2,612,5735,18358,586,765,0.79,919,326.5,1630001,752,612,1.461,1514,0.827,685,1075976,7311,113.766493,5,210,133,3.684,34971,1221001,104339,998,0.01,0.000209,129672,917,0.333,0.77,'Anthyllis cytisoides'
1042,160752,55027,28235,1949,8654,1496,134567,36424,51169,14117,27514,19974,17365,1220249,513,4793,24.8,0.438,662,0.697,0.837,454,1553.669,0.671,513,1973,0.103,0.712,507,881248,6439,122.903093,6,221,109,5.552,22913,525336,88823,996,0.022,0.000474,97005,0.947,0.334,0.79,'Anthyllis cytisoides'
