@relation FeaturesBW_Gray

@attribute Area numeric
@attribute Perimeter numeric
@attribute x_Feret numeric
@attribute x_Breadth numeric
@attribute x_AspRatio numeric
@attribute x_RFactor numeric
@attribute x_ConvexArea numeric
@attribute x_ConvexPerimeter numeric
@attribute x_ArEquivD numeric
@attribute x_PerEquivD numeric
@attribute x_MinR numeric
@attribute x_MaxR numeric
@attribute x_avgR numeric
@attribute x_VarianceR numeric
@attribute x_EquivEllAr numeric
@attribute x_ModRatio numeric
@attribute x_HaralickRatio numeric
@attribute x_ThinnessR numeric
@attribute x_Roundness numeric
@attribute x_Compactness numeric
@attribute x_Solidity numeric
@attribute x_Convexity numeric
@attribute x_Concavity numeric
@attribute x_ArBBox numeric
@attribute x_Rectang numeric
@attribute x_Sphericity numeric
@attribute x_Elongation numeric
@attribute x_BendingEnergy numeric
@attribute x_Jaggedness numeric
@attribute x_Circularity numeric
@attribute x_Endocarp numeric
@attribute DistanceCM_FB numeric
@attribute Mean numeric
@attribute Min numeric
@attribute Max numeric
@attribute Mode numeric
@attribute StD numeric
@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute IntensitySum numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute SmothnessR numeric
@attribute GLCM_Contrast numeric
@attribute GLCM_Correlation numeric
@attribute GLCM_Energy numeric
@attribute GLCM_Homogeneity numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
1325,146811,49578,38409,1291,11367,1770.5,139457,41074,46731,19205,24789,20791,4066,1495605,775,10.31,16267,0.686,828,748,0.95,445.5,1904264,696,775,1294,4374,879,773,1178.189,10236,74.72577,1,207,42,3.956,36359,1320001,112769,998,0.009,0.000241,636548,0.89,419,792,'Hedysarum coronarium'
1272,148225,48.27,37844,1276,20726,3143,135981,40244,47.182,18922,24135,20.707,3403,1434.71,784,11.226,17273,695,0.834,405,917,1871,1826.73,696,784,1375,105,853,728,1123775,3.507,76.73483,1,197,36,5983,25379,645695,108421,997,0.018,0.00055,639,884,447,0.806,'Hedysarum coronarium'
1185,130225,45607,36506,1249,23.632,3386,127684,38843,41452,18253,22.804,19.36,5.217,1307622,0.8,8476,14311,725,852,0.35,0.98,2201,1664915,0.712,0.8,1139,2537,937,878,1054775,5.951,135.720222,19,213,150,0,25198,635063,100725,1,-0,0,700.366,882,0.403,774,'Hedysarum coronarium'
1263,141296,48847,35899,1361,16575,2543.5,134711,40101,44.976,17.95,24.423,20281,8596,1377245,735,6.917,15807,674,821,0.497,953,1280.5,1753.563,0.72,735,1258,0.169,892,795,1121704,2883,61.744186,1,184,27,5459,25198,635063,107629,997,19,0.000458,615073,889,0.454,802,'Hedysarum coronarium'
1209,147296,47424,38,1248,26476,3944.5,132178,39235,46886,19,23712,19404,6.918,1415364,0.801,7.377,17.946,684,0.827,307,897,2735.5,1802098,0.671,0.801,1.428,196,0.837,0.7,1061704,7.508,57.403509,1,210,14,0,25386,642778,102765,1,-0,0,688.532,877,441,797,'Hedysarum coronarium'
1220,138569,46043,37,1244,18.068,2613.5,131637,39.413,44.108,18.5,23022,20005,4165,1338011,804,9.803,15739,733,856,467,0.95,1393.5,1703608,716,804,1252,295,894,0.798,1081431,7.242,72.717023,1,194,30,0,25386,642778,103700,1,-0,0,665211,885,418,784,'Hedysarum coronarium'
1234,140326,48332,32,1.51,9326,1416,134.86,39.638,44667,16,24166,21.207,2888,1214.72,662,12478,15957,0.673,0.82,871,961,182,1546.63,0.798,662,1.27,195,887,787,1093674,13116,82.67691,4,168,64,0,25386,642778,104890,1,-0,0,572885,895,461,0.8,'Hedysarum coronarium'
1069,131.397,43.6,33,1321,10319,1413.5,123294,36893,41825,16.5,21.8,19095,4697,1130.043,757,8811,16151,716,846,0.756,938,344.5,1438815,743,757,1285,84,882,778,937.603,4.429,111.544444,8,217,96,0,25386,642778,90865,1,-0,0,725.366,878,0.4,0.771,'Hedysarum coronarium'
1179,142368,43012,37,1162,20888,2822.5,127.636,38745,45317,18.5,21506,19185,2.337,1249906,0.86,12.55,17191,0.811,0.901,418,897,1643.5,1591.43,741,0.86,1368,191,855,731,1036632,5.5,114.303156,4,228,91,0,25386,642778,100215,1,-0,0,608499,892,442,0.803,'Hedysarum coronarium'
1161,135882,45277,35,1294,18655,2653.5,128036,38448,43253,17.5,22638,19497,3429,1244614,773,10.529,15.904,721,0.849,0.438,0.942,1492.5,1584692,733,773,1266,64,889,0.79,1025118,514,167.494798,36,221,202,0,25386,642778,98685,1,-0,0,730275,871,434,0.798,'Hedysarum coronarium'
1095,132225,42485,34,1.25,16217,2164.5,123887,37339,42089,17,21.243,19027,2.941,1134508,0.8,11.096,15967,772,879,506,937,1069.5,1444.5,758,0.8,1271,76,887,787,962775,9582,66.830935,1,198,30,0,25386,642778,93075,1,-0,0,583.45,894,452,805,'Hedysarum coronarium'
1219,149782,48.166,37842,1273,9668,1463,132628,39396,47677,18921,24.083,18993,9.822,1431.552,0.786,6.06,18404,669,818,833,885,244,1822.708,669,0.786,1465,71,826,0.683,1069218,3.087,52.917364,2,172,21,0,25386,642778,103615,1,-0,0,526988,0.9,483,0.803,'Hedysarum coronarium'
1293,145782,47802,39439,1212,10.142,1523,135065,40575,46.404,19.72,23901,20498,4.299,1480.679,825,9.886,16436,0.72,0.849,0.849,0.926,230,1885259,0.686,825,1308,325,0.874,765,1147218,4002,64.690855,1,173,28,5309,25386,642778,110175,997,0.018,0.000433,506635,904,479,0.811,'Hedysarum coronarium'
1130,137882,42953,35,1227,21.617,2917,126887,37931,43.889,17.5,21.477,19558,2.77,1180745,815,11752,16824,0.78,883,387,0.92,1787,1503371,752,815,1339,124,0.864,747,992118,9118,77.410742,1,202,62,0,24729,610002,96050,1,-0,0,572729,897,0.45,0.801,'Hedysarum coronarium'
1241,137054,45.486,37,1229,18037,2577.5,130882,39.75,43.626,18.5,22.743,20139,2795,1321819,813,12047,15136,764,0.874,0.481,955,1336.5,1682.992,737,813,1204,49,0.911,0.83,1103.946,9804,119.366492,3,229,113,0,24729,610002,105485,1,-0,0,588308,894,0.45,0.801,'Hedysarum coronarium'
1195,134569,44.822,37,1.211,28197,3970.5,128951,39007,42.834,18.5,22.411,19.57,5135,1302512,825,8.636,15.154,757,0.87,301,958,2775.5,1658.409,721,825,1206,0.64,0.911,0.829,1060431,12398,98.375097,12,215,68,0,24729,610002,101575,1,-0,0,610878,889,456,0.808,'Hedysarum coronarium'
1226,132912,46098,36,1.28,30479,4414,130799,39509,42.307,18,23049,19973,4558,1303382,0.781,9355,14409,735,857,278,0.984,3188,1659.518,0.739,0.781,1147,368,934,872,1093088,20.972,64.652027,1,174,63,5655,24729,610002,104490,997,19,0.000491,611757,889,456,0.806,'Hedysarum coronarium'
1203,139154,45607,36,1.267,30713,4400.5,130621,39137,44294,18,22.804,19541,5511,1289508,789,8324,16096,736,858,273,0.939,3197.5,1641.853,733,789,1281,344,884,0.781,1063846,6152,158.199769,73,223,203,3575,34641,1198001,102379,998,0.01,0.000197,672701,0.88,441,802,'Hedysarum coronarium'
1406,153539,49.93,39,1.28,20.34,3190.5,140009,42.31,48.873,19.5,24965,21906,3384,1529381,0.781,11908,16767,718,847,441,912,1784.5,1947.268,722,0.781,1334,247,866,0.749,1252461,8391,68.659538,2,178,22,0,36797,1352001,119510,1,-0,0,498569,0.906,475,0.808,'Hedysarum coronarium'
1357,146225,47202,39976,1181,28826,4274.5,137509,41567,46545,19988,23601,21.249,3028,1482003,847,12212,15757,775,0.881,317,0.94,2917.5,1886945,0.719,847,1254,1538,893,0.798,1210775,10.756,105.756824,4,213,93,2.959,36797,1352001,115454,0.999,0.009,0.000135,497574,0.906,0.477,805,'Hedysarum coronarium'
1179,132912,51.039,34,1501,11245,1803,131815,38745,42.307,17,25.52,18904,5.889,1362.927,0.666,7789,14.983,0.576,759,654,992,624,1735.333,679,0.666,1192,65,0.916,0.839,1046088,16508,69.431421,2,173,73,0,22009,482.42,100215,1,-0,0,519456,903,473,0.8,'Hedysarum coronarium'
1465,152.51,50.329,40604,1.24,16.02,2533,142.03,43.189,48545,20302,25164,22005,2.95,1605007,807,12811,15877,736,858,578,0.931,1068,2043558,0.717,807,1263,0.011,0.89,792,1312.49,3.354,99.914951,1,210,80,0,22009,482.42,124525,1,-0,0,488185,0.9,526,0.837,'Hedysarum coronarium'
1274,141.397,45222,37,1222,18.716,2659,133306,40275,45008,18.5,22611,20.65,3115,1314.13,818,11.7,15693,0.793,0.891,479,943,1385,1673.202,0.761,818,1249,312,895,0.801,1132603,13872,79.84412,0,183,33,0,22009,482.42,108290,1,-0,0,500972,904,0.49,809,'Hedysarum coronarium'
1462,149439,48847,40.943,1193,14395,2209,142.324,43145,47.568,20472,24.423,21753,2381,1570754,838,14.098,15275,0.78,883,662,0.952,747,1999.947,731,838,1216,77,907,823,1312.561,7144,70.551954,3,195,30,6504,22009,482.42,124701,996,23,0.00065,495139,904,495,828,'Hedysarum coronarium'
1358,144468,48415,40,1.21,10.483,1594.5,138275,41582,45.986,20,24.207,20.797,4244,1520.998,826,10095,15.369,738,0.859,852,0.957,236.5,1936595,701,826,1.223,1083,904,818,1213532,25.468,115.889971,24,217,102,0,18555,342836,115430,1,-0,0,508.706,0.901,493,0.82,'Hedysarum coronarium'
1435,150468,50478,38,1328,28301,4488,141748,42745,47895,19,25239,21.468,6294,1506514,753,8557,15.777,0.717,847,0.32,0.942,3053,1918.153,748,753,1256,316,892,0.796,1284532,12.074,83.125116,2,223,29,0,18555,342836,121975,1,-0,0,543.44,893,0.497,0.83,'Hedysarum coronarium'
1037,136468,43.046,32,1345,9.472,1281,122985,36.337,43.439,16,21.523,18.319,6472,1081876,743,7.201,17959,713,0.844,0.81,0.901,244,1377.488,753,743,1429,1037,836,0.7,900.532,10728,62.722057,1,181,28,8066,18555,342836,88595,0.994,33,0.001,599543,0.891,455,0.8,'Hedysarum coronarium'
1374,149054,47.634,39994,1.191,13057,1954,138736,41826,47445,19997,23.817,21268,2733,1496.238,0.84,12866,16.17,0.771,878,703,0.931,580,1905.07,721,0.84,1287,0.206,882,777,1224.946,9.99,73.240918,4,162,61,7803,16544,272368,117437,993,42,0.000936,496895,904,0.49,821,'Hedysarum coronarium'
1118,133882,46043,35,1.316,15081,2181.5,125571,37729,42.616,17.5,23022,18533,7.042,1265.686,0.76,6984,16033,0.671,0.819,512,938,1063.5,1611521,0.694,0.76,1276,0.18,885,784,984118,2637,151.423671,40,218,157,3.26,33.392,1113001,95139,998,0.01,0.000163,494.318,905,493,813,'Hedysarum coronarium'
1273,138811,47.634,38,1254,17725,2652.5,133316,40.26,44185,19,23.817,19906,4.278,1421644,0.798,9624,15136,0.714,845,0.48,0.96,1379.5,1810.093,703,0.798,1205,0.1,0.911,0.83,1134.189,1.82,110.394187,21,201,83,0,34583,1194001,108205,1,-0,0,487079,907,0.487,816,'Hedysarum coronarium'
1400,146711,48.27,39,1238,31537,4782.5,138.51,42.22,46699,19.5,24135,21171,2647,1478.538,0.808,13.014,15374,765,875,293,0.944,3382.5,1882533,0.744,0.808,1.223,0.173,904,0.817,1253289,8122,62.193604,0,190,32,0,34583,1194001,119000,1,-0,0,492284,903,504,828,'Hedysarum coronarium'
1199,136569,44045,37941,1161,34.45,4767,129.95,39.072,43.471,18971,22.023,19.82,3.87,1312.518,861,10075,15555,787,887,252,0.952,3568,1671149,0.717,861,1238,126,899,0.808,1062431,10158,70.655012,1,196,25,3928,34583,1194001,102051,998,0.01,0.000237,475059,0.91,478,807,'Hedysarum coronarium'
1108,130326,44418,33.8,1314,32205,4494,124.942,37.56,41.484,16.9,22209,19151,3877,1179136,0.761,9726,15329,715,846,247,0.959,3386,1501.322,738,0.761,1.22,297,905,0.82,977674,2252,70.42515,0,182,26,6.332,23.762,567033,94477,996,21,0.000616,575.287,0.896,455,0.798,'Hedysarum coronarium'
1111,130811,43417,36,1206,31811,4339,124749,37611,41.638,18,21.708,19.1,2969,1227575,0.829,11085,15.402,0.75,866,256,0.954,3228,1562997,711,0.829,1226,0.32,903,816,980189,6.952,74.649887,3,216,30,4.14,33287,1106001,94573,998,0.01,0.000263,492319,909,469,0.806,'Hedysarum coronarium'
1150,126.326,44418,34,1306,32312,4509,125.672,38265,40211,17,22209,19623,2455,1186.13,765,12.524,13877,742,861,255,995,3359,1510.228,0.761,765,1104,3.223,0.952,0.906,1023674,7572,109.738607,9,205,89,0,17629,311558,97750,1,-0,0,501.488,0.908,462,0.806,'Hedysarum coronarium'
1104,124569,44011,33,1334,27494,3801.5,123682,37492,39.651,16.5,22006,19163,2721,1140693,0.75,11617,14056,726,852,0.29,993,2697.5,1452375,0.76,0.75,1119,0.11,946,894,979431,10625,133.248221,39,221,131,0,17629,311558,93840,1,-0,0,525514,0.901,478,802,'Hedysarum coronarium'
1091,131.397,44011,33,1334,28.944,4002,124399,37271,41825,16.5,22006,19187,4106,1140693,0.75,9469,15825,0.717,847,273,0.947,2911,1452375,0.751,0.75,1.259,85,0.891,794,959.603,607,83.523349,5,204,42,0,17629,311558,92735,1,-0,0,482066,0.906,503,815,'Hedysarum coronarium'
1221,136468,45651,37,1234,22086,3167.5,129832,39429,43.439,18.5,22825,20028,2.01,1326601,0.81,14126,15253,746,0.864,385,951,1946.5,1689.081,723,0.81,1214,142,0.908,0.824,1084532,5754,142.949846,35,223,163,8601,17629,311558,104384,993,38,1,463101,0.911,0.487,0.819,'Hedysarum coronarium'
1364,162368,49.204,40875,1204,16791,2595.5,139143,41674,51683,20438,24.602,20824,2.754,1579605,831,12548,19328,0.717,847,526,857,1231.5,2011215,0.678,831,1538,81,0.806,0.65,1201632,2.626,105.425161,7,202,91,7.321,18525,342.872,116480,0.994,35,0.000824,539102,0.896,0.492,0.824,'Hedysarum coronarium'
1368,146.853,45.891,39938,1149,12704,1831.5,137481,41735,46745,19969,22.946,20.968,3.256,1439494,0.87,11.62,15.764,0.827,909,747,0.936,463.5,1832.821,746,0.87,1254,0.02,893,797,1221147,5666,149.822102,42,224,138,0,26176,689972,116280,1,-0,0,509582,902,494,813,'Hedysarum coronarium'
1076,132711,42.154,35,1204,10.19,1349.5,123169,37014,42243,17.5,21.077,18.568,2668,1158782,0.83,11367,16368,0.771,878,797,0.928,273.5,1475.407,0.729,0.83,1.303,322,0.876,768,943289,0.64,87.509208,1,202,78,0,26176,689972,91460,1,-0,0,518874,899,499,0.819,'Hedysarum coronarium'
1334,147296,48415,39503,1226,39214,5964.5,136983,41213,46886,19.751,24.207,20.91,4038,1502099,816,10.406,16264,725,851,0.224,0.93,4630.5,1912.532,698,816,1294,65,879,773,1186704,7176,58.465235,0,200,26,0,26176,689972,113390,1,-0,0,526607,895,509,835,'Hedysarum coronarium'
1327,147196,47434,38.45,1234,12163,1812.5,137.068,41105,46854,19225,23717,20.777,4862,1432.446,0.811,9423,16328,0.751,867,732,0.931,485.5,1823846,728,0.811,1.299,0.088,877,0.77,1179.804,4612,131.707229,16,215,134,0,26176,689972,112795,1,-0,0,498333,905,489,0.811,'Hedysarum coronarium'
1073,125154,43566,33771,1.29,26263,3594.5,121.702,36.962,39838,16886,21783,18654,3.004,1155535,775,10.764,14.598,0.72,848,299,972,2521.5,1471273,0.729,775,1162,95,0.928,861,947846,3.5,80.01978,0,208,25,0,26176,689972,91205,1,-0,0,513779,903,473,807,'Hedysarum coronarium'
1334,149196,48754,39,1.25,34032,5212.5,137312,41213,47.491,19.5,24377,20746,4823,1493376,0.8,9.447,16686,715,845,256,0.92,3878.5,1901425,0.702,0.8,1328,248,868,753,1184.804,3802,80.780868,5,234,38,5642,26176,689972,113680,997,0.018,0.000489,462838,912,491,813,'Hedysarum coronarium'
1147,134569,49.82,34534,1443,9009,1410,130293,38215,42.834,17267,24.91,19218,7834,1351.24,693,6.866,15788,588,767,813,968,263,1720.452,667,693,1256,419,892,0.796,1012431,3048,111.272642,3,207,96,0,26826,717.854,97495,1,-0,0,505166,898,518,836,'Hedysarum coronarium'
1335,138811,48332,36,1.343,27.96,4245.5,135562,41228,44185,18,24166,21026,2.7,1366.56,745,12795,14433,728,853,314,977,2910.5,1739.959,767,745,1149,126,0.933,871,1196.189,10134,72.817961,2,215,22,0,26826,717.854,113475,1,-0,0,520.272,903,474,0.81,'Hedysarum coronarium'
1275,147782,46325,37,1252,25.001,3638.5,133161,40291,47.04,18.5,23162,20.67,3866,1346.19,799,10513,17129,0.756,0.87,0.35,0.901,2363.5,1714023,0.744,799,1.363,107,857,0.734,1127218,9604,102.61136,2,208,121,0,26826,717.854,108375,1,-0,0,536281,893,509,0.82,'Hedysarum coronarium'
1289,145983,50606,35,1446,45797,7281,138.31,40512,46468,17.5,25303,20794,7855,1391114,0.692,7419,16533,0.641,0.801,177,0.947,5992,1771221,728,0.692,1.316,0.339,872,0.76,1143017,4436,69.789105,2,200,26,0,26826,717.854,109565,1,-0,0,494.08,905,491,815,'Hedysarum coronarium'
1444,154.61,47885,40,1197,41.27,6208.5,141651,42878,49214,20,23943,21467,2906,1504.36,835,12592,16.554,802,895,233,0.916,4764.5,1915411,754,835,1317,0.052,871,759,1289.39,10446,67.986971,1,205,30,5414,26826,717.854,123031,997,17,0.00045,566185,0.896,0.459,0.796,'Hedysarum coronarium'
1155,140953,44407,37,1.2,11988,1672.5,127273,38348,44867,18.5,22204,18936,4775,1290462,833,8666,17202,746,0.864,691,903,517.5,1643067,703,833,1369,53,855,731,1014047,7697,75.771681,2,204,33,3.913,33941,1150001,98308,998,0.01,0.000236,461569,909,507,0.832,'Hedysarum coronarium'
1315,142468,48.27,38297,1.26,39985,6063.5,135394,40918,45349,19148,24135,20684,4125,1451872,0.793,10185,15435,0.719,848,217,0.95,4748.5,1848.581,711,0.793,1228,0.21,902,0.814,1172532,7722,108.870829,5,208,87,3888,36222,1310001,111916,998,0.009,0.000233,449.35,912,0.5,0.827,'Hedysarum coronarium'
1275,143782,46043,39528,1165,27.062,3914.5,133541,40291,45.767,19764,23022,20046,5204,1429.446,0.859,8787,16.214,0.766,875,326,929,2639.5,1820027,701,0.859,1.29,209,0.88,775,1131218,3386,110.353692,4,227,124,0,36359,1320001,108375,1,-0,0,507616,902,0.492,815,'Hedysarum coronarium'
1143,133.64,43.046,34,1266,10412,1408,125.997,38149,42.539,17,21.523,19695,1555,1149493,0.79,15792,15625,785,0.886,812,943,265,1463.581,0.781,0.79,1.243,76,897,804,1009.36,15.23,96.649687,12,212,68,0,36359,1320001,97155,1,-0,0,501108,0.9,0.51,0.829,'Hedysarum coronarium'
1256,142368,45607,38806,1175,10853,1555,132.367,39.99,45317,19403,22.804,19645,5.97,1390007,851,8.04,16137,769,877,0.808,0.93,299,1769.812,0.71,851,1284,907,882,779,1113632,2.78,72.751474,4,197,24,0,36359,1320001,106760,1,-0,0,504454,0.9,513,0.817,'Hedysarum coronarium'
1325,150368,46174,39,1.184,12.65,1835,136.478,41074,47863,19.5,23087,20.723,3986,1414.321,845,10.38,17064,0.791,0.89,722,0.908,510,1800.77,736,845,1358,261,858,736,1174632,12.143,89.0661,6,205,78,3352,36359,1320001,112747,998,0.009,0.000173,539253,897,489,0.808,'Hedysarum coronarium'
1274,142368,44418,40,1.11,18886,2635.5,133297,40275,45317,20,22209,20189,2228,1395.447,0.901,13525,15909,0.822,907,483,0.936,1361.5,1776739,0.717,0.901,1266,0.118,889,0.79,1131632,6.323,66.577138,1,190,40,4567,35.651,1269001,108453,998,0.009,0.000321,486795,907,489,813,'Hedysarum coronarium'
1400,152024,49.204,40,1.23,31.793,4914.5,140635,42.22,48.391,20,24.602,21.056,6.089,1545779,813,8533,16508,736,858,285,925,3514.5,1968146,711,813,1314,605,872,0.761,1247976,14418,61.702222,0,203,19,0,36069,1299001,119000,1,-0,0,547735,0.9,0.453,0.798,'Hedysarum coronarium'
1034,123054,43909,33558,1308,9526,1314,121689,36284,39.169,16779,21954,18275,5916,1157287,764,7513,14644,0.683,826,787,0.989,280,1473503,0.702,764,1165,0.356,0.926,858,910946,5.57,67.657689,1,208,27,0,36069,1299001,87890,1,-0,0,497474,0.9,522,0.84,'Hedysarum coronarium'
1337,147439,48466,38,1275,41.612,6336,136.93,41.259,46.931,19,24233,20971,5273,1446489,784,9133,16259,725,851,0.211,929,4999,1841726,726,784,1294,43,879,773,1189.561,2406,67.212428,1,212,22,0,36069,1299001,113645,1,-0,0,580288,895,452,0.79,'Hedysarum coronarium'
1359,156368,48332,37,1306,47507,7213.5,139.926,41597,49773,18.5,24166,21146,3638,1404.52,0.766,11087,17992,741,861,188,895,5854.5,1788.291,0.76,0.766,1432,0.296,836,698,1202632,14667,60.03752,1,172,16,0,36069,1299001,115515,1,-0,0,544562,895,0.492,0.81,'Hedysarum coronarium'
1326,139.64,50.22,36,1395,41333,6521,137155,41089,44449,18,25.11,20869,6.07,1419.923,0.717,8471,14705,669,818,203,982,5195,1807.903,733,0.717,1.17,331,924,855,1186.36,4.469,162.31202,37,223,213,0,36069,1299001,112710,1,-0,0,524381,0.901,0.48,809,'Hedysarum coronarium'
1304,143.64,48332,36,1.343,14.607,2218,134.896,40747,45722,18,24166,20.673,3758,1366.56,745,10.664,15.822,711,843,588,0.939,914,1739.959,0.749,745,1.259,77,0.891,794,1160.36,11831,73.529055,1,209,58,4292,36069,1299001,110995,998,0.009,0.000283,561.892,894,479,805,'Hedysarum coronarium'
1430,147296,51225,38856,1318,10.871,1749.5,142717,42.67,46886,19428,25612,21416,5734,1563261,759,8943,15172,0.694,833,0.817,0.969,319.5,1990405,718,759,1207,1581,0.91,828,1282704,4.392,71.901929,0,199,28,3861,37.776,1425001,121696,0.999,8,0.000229,627689,0.89,434,773,'Hedysarum coronarium'
1175,138368,44294,36,1.23,10636,1480,127854,38679,44044,18,22147,19788,1.981,1252397,813,14.06,16294,763,873,794,924,305,1594601,737,813,1297,87,878,0.771,1036632,2035,80.140531,2,195,77,0,36973,1365001,99875,1,-0,0,505217,904,486,813,'Hedysarum coronarium'
1157,131.64,45222,33,1.37,33.47,4755,127.482,38381,41902,16.5,22611,19814,3782,1172062,0.73,10189,14978,0.72,0.849,243,968,3598,1492315,775,0.73,1192,0.14,0.916,0.839,1025.36,13241,67.198891,1,202,27,0,36973,1365001,98345,1,-0,0,515654,0.9,496,0.824,'Hedysarum coronarium'
1370,145539,47434,39,1216,12948,1929.5,137586,41765,46327,19.5,23717,21114,3.374,1452934,0.822,11495,15.461,775,0.88,0.71,945,559.5,1849932,741,0.822,1.23,0.137,902,813,1224461,9.72,68.532468,2,198,42,3.89,36973,1365001,116594,0.999,0.009,0.000233,674.13,883,436,773,'Hedysarum coronarium'
1241,135054,45222,38,1.19,10.826,1538,130575,39.75,42989,19,22611,19935,3489,1349.647,0.84,10672,14.697,773,879,807,0.967,297,1718424,722,0.84,1.17,797,925,855,1105.946,5928,85.600935,3,193,27,0,19092,365663,105485,1,-0,0,508.262,905,474,0.803,'Hedysarum coronarium'
1075,136125,47011,33094,1421,22.216,3281,124.747,36996,43.33,16547,23505,17877,7.163,1221892,0.704,6.68,17.237,619,787,0.328,0.916,2206,1555761,691,0.704,1.372,75,0.854,0.729,938875,2735,134.798039,9,214,154,6642,19092,365663,91751,0.994,32,0.000678,573261,887,503,0.81,'Hedysarum coronarium'
1164,135539,41677,37,1126,11.2,1466.5,126054,38497,43143,18.5,20.839,19065,2.913,1211132,888,11.17,15783,853,924,794,0.93,302.5,1542.061,755,888,1256,96,892,0.796,1028461,7146,63.353945,1,176,33,0,20423,416.294,98940,1,-0,0,520269,0.9,491,0.811,'Hedysarum coronarium'
1249,137.74,47.634,38,1254,34.13,5107.5,133235,39878,43.844,19,23.817,20.054,3.869,1421644,0.798,10195,15.19,701,0.837,245,0.967,3858.5,1810.093,0.69,0.798,1209,1653,0.91,0.827,1111.26,9.069,74.340573,1,181,42,5853,20423,416.294,106523,995,0.028,0.000526,524627,903,469,0.803,'Hedysarum coronarium'
1315,142912,48795,38,1284,25.953,3978.5,137468,40918,45.49,19,24.398,21.1,4.179,1456308,779,10.322,15.531,703,0.839,331,0.962,2663.5,1854229,0.709,779,1236,374,899,809,1172088,22225,87.775385,1,208,35,4192,36222,1310001,111927,998,0.009,0.00027,527.41,898,0.49,0.81,'Hedysarum coronarium'
1191,134811,43.829,36,1217,43.502,5990,128858,38941,42912,18,21915,20105,1932,1239242,821,14465,15259,789,888,0.199,956,4799,1577852,755,821,1214,303,907,0.824,1056.189,8.608,70.752266,2,189,62,6598,24377,592797,101557,997,0.02,0.000669,491.682,904,0.5,0.82,'Hedysarum coronarium'
1308,141296,47.17,38,1.241,46.127,6835.5,135648,40809,44.976,19,23585,20.563,3.124,1407.792,0.806,11634,15.264,748,865,191,0.96,5527.5,1792.456,0.73,0.806,1215,94,907,823,1166704,10.516,162.541005,39,229,214,0,36387,1322001,111180,1,-0,0,552.142,899,0.46,795,'Hedysarum coronarium'
1432,143054,48765,38,1.283,40.63,6224.5,139589,42.7,45535,19,24.382,21766,2225,1455.39,779,14591,14.291,767,0.876,0.23,976,4792.5,1853.06,773,779,1137,732,938,879,1288.946,9651,84.916532,3,196,85,0,36387,1322001,121720,1,-0,0,623294,893,425,773,'Hedysarum coronarium'
1327,151782,48021,37,1298,48.72,7350,137726,41105,48.314,18.5,24.01,20934,2252,1395.472,0.77,13.95,17361,733,856,0.181,907,6023,1776771,747,0.77,1382,0.26,851,0.724,1175218,11499,58.713492,1,173,31,3.624,36387,1322001,112927,998,0.009,0.000202,608089,0.891,452,787,'Hedysarum coronarium'
1173,140711,47.539,32,1486,43549,6504,131034,38646,44.79,16,23.77,20.36,5565,1194797,0.673,8631,16879,0.661,813,0.18,0.931,5331,1521263,0.771,0.673,1.343,21,863,0.744,1032289,10762,103.261923,2,218,105,0,35482,1257001,99705,1,-0,0,632919,893,409,754,'Hedysarum coronarium'
1249,144953,49.041,37713,1.3,28897,4452,133036,39878,46.14,18857,24.52,19.81,6888,1452594,769,7.548,16823,0.661,813,281,0.918,3203,1849.5,675,769,1339,177,0.864,747,1104047,3043,77.718487,1,191,25,0,35482,1257001,106165,1,-0,0,578648,0.896,0.453,785,'Hedysarum coronarium'
1079,125.983,42544,34,1251,18271,2442,123822,37065,40102,17,21272,18923,2083,1136078,799,13.111,14.71,759,871,442,983,1363,1446499,746,799,1171,0.028,924,0.854,953.017,7119,75.003472,1,226,30,0,35482,1257001,91715,1,-0,0,525683,0.9,489,807,'Hedysarum coronarium'
1262,145196,46615,37.76,1235,26849,3932,132571,40085,46217,18.88,23.308,20134,3.169,1382.439,0.81,11.309,16705,0.739,0.86,321,0.913,2670,1760.176,0.717,0.81,1329,196,867,752,1116.804,2674,90.435921,2,187,88,4448,35482,1257001,107428,998,0.009,0.000304,548325,898,0.472,799,'Hedysarum coronarium'
1069,131154,45651,32,1.427,9699,1391,124.6,36893,41.748,16,22825,19314,4.986,1147.331,701,8649,16.091,653,0.808,769,0.95,322,1460.827,732,701,1.28,384,884,0.781,937846,9156,156.99382,38,226,198,0,37762,1424001,90865,1,-0,0,514855,898,503,823,'Hedysarum coronarium'
1257,147196,46.861,36001,1.302,39105,5757,133717,40006,46854,18,23.431,20407,4316,1325003,768,9.822,17.237,0.729,0.854,218,0.908,4500,1687046,745,768,1.372,188,0.854,0.729,1109.804,7501,63.181191,2,172,19,0,37762,1424001,106845,1,-0,0,553.838,897,469,799,'Hedysarum coronarium'
