Var1,Area,Perimeter,x_Feret,x_Breadth,x_AspRatio,x_RFactor,x_ConvexArea,x_ConvexPerimeter,x_ArEquivD,x_PerEquivD,x_MinR,x_MaxR,x_avgR,x_VarianceR,x_EquivEllAr,x_ModRatio,x_HaralickRatio,x_ThinnessR,x_Roundness,x_Compactness,x_Solidity,x_Convexity,x_Concavity,x_ArBBox,x_Rectang,x_Sphericity,x_Elongation,x_BendingEnergy,x_Jaggedness,x_Circularity,x_Endocarp,DistanceCM_FB,Mean,Min,Max,Mode,StD,Skewness,Kurtosis,IntensitySum,Uniformity,Entropy,SmothnessR,GLCM_Contrast,GLCM_Correlation,GLCM_Energy,GLCM_Homogeneity,MeanIntensityR,StdDevR,MeanSqrtR,MeanIntensityG,StdDevG,MeanSqrtG,MeanIntensityB,StdDevB,MeanSqrtB,MeanIntensityH,StdDevH,MeanSqrtH,MeanIntensityS,StdDevS,MeanSqrtS,MeanIntensityV,StdDevV,MeanSqrtV,Label
14,1075,120669,41773,34,1229,12177,1598,120.972,36996,38.41,17,20.887,19105,1.529,1115492,0.814,15.451,13545,784,0.886,0.673,1003,523,1420289,757,0.814,1078,0.108,963,0.928,954331,16.83,64.1816283924843,1,185,92,0,15.154,227859,91375,1,-0,0,616715,904,0.286,691,88.0866388308977,41.8188586319627,9.38544824879972,53.7672233820459,32.8454646230697,7.33261368013111,55.1116910229645,34.6582818168452,7.42372487522029,0.453241229761743,0.432889384313837,0.6732319286559,0.537464970024409,0.264327555814162,0.733120024296437,0.364108232019322,0.148011475071515,0.603413814905925,Lathyrus aphaca
15,928,115.983,42521,29516,1.441,9545,1275,114259,34374,36918,14758,21.26,16904,6767,985707,0.694,6.498,14.496,654,0.808,728,985,347,1255042,0.739,0.694,1.154,35,0.931,867,812.017,3.18,77.6648793565684,1,148,74,6.673,15.154,227859,79287,991,49,0.0006842,663313,897,289,0.678,106.494191242181,43.953725384462,10.3196022812016,67.7479892761394,37.9000773262798,8.23091667289491,53.0205540661305,36.0547998642714,7.28152141149983,0.179815654915664,0.267324856764731,0.424046760293796,0.592483064230114,0.265784697355535,0.76972921487372,0.432192608947064,0.156841218270353,0.657413575268312,Lathyrus aphaca
16,935,114083,38.288,31,1235,12025,1446.5,113.433,34503,36314,15.5,19.144,17605,1482,932.22,0.81,14.46,13.92,812,0.901,0.646,0.994,511.5,1186.94,0.788,0.81,1.108,2725,0.95,903,820.917,11.86,91.4952919020716,2,154,129,0,14569,210.441,79475,1,-0,0,673929,0.896,268,679,129.741996233522,41.9296042493269,11.3904344181213,78.0715630885122,38.8894438357285,8.83581139955535,60.1977401129944,40.1119836155276,7.7587202625816,0.146540615778208,0.269386994356465,0.382806237903993,0.578852362250021,0.25884905283714,0.760823476405678,0.512052730696798,0.158766869459667,0.715578598545819,Lathyrus aphaca
17,1184,127.497,43081,34,1.267,13.879,1878.5,126876,38827,40584,17,21541,20045,1249,1150424,789,17936,13.729,812,0.901,0.63,995,694.5,1464765,0.808,789,1093,231,0.957,915,1056503,8421,54.0675675675676,1,131,22,0,14569,210.441,100640,1,-0,0,704378,857,525,767,80.4153153153153,46.6844783913106,8.96745868768378,43.1009009009009,37.7779175470558,6.5651276378225,41.4252252252252,35.4327274261063,6.43624309867373,0.359061943089119,0.415233100748479,0.599217776012294,0.653628957890311,0.298111669674128,0.808473226452373,0.329231584525703,0.169299934373403,0.573787055034969,Lathyrus aphaca
18,1071,121.74,43012,33.8,1273,14605,1973.5,121971,36927,38751,16.9,21506,18582,4.701,1141796,0.786,8.57,13838,737,0.859,0.543,1002,902.5,1453.78,737,0.786,1101,262,953,0.908,949.26,2602,77.9010752688172,1,184,97,0,14569,210.441,91035,1,-0,0,688738,865,501,757,113.543010752688,40.3220723071769,10.6556562797741,65.1666666666667,39.0640109323861,8.07258735887489,49.9376344086022,37.0869339578463,7.06665652261394,0.157910217544552,0.27028554499184,0.397379186098809,0.615969884997107,0.273251158563191,0.784837489546153,0.45314358001265,0.147906029484125,0.673159401637272,Lathyrus aphaca
19,1151,124811,41881,37,1.132,13.779,1813,124.082,38282,39729,18.5,20.94,19243,1143,1217.044,883,17998,13534,836,914,635,0.994,662,1549589,743,883,1077,0.02,0.964,0.928,1026.189,21359,65.3078970718722,1,147,81,0,14569,210.441,97835,1,-0,0,782498,835,542,774,106.538598047915,45.2363839850561,10.3217536323977,49.9334516415262,38.1734148243833,7.06636056549099,36.2271517302573,33.3155942177097,6.01889954478867,0.206860329956336,0.330650535447048,0.454819007910109,0.713588232890261,0.255571582902372,0.844741518389064,0.425923412843398,0.165846099489173,0.652628081562078,Lathyrus aphaca
20,1069,121.74,42426,35295,1202,14.851,1979.5,121294,36893,38751,17648,21213,18555,2653,1176096,0.832,11.392,13864,0.756,0.87,0.54,996,910.5,1497451,0.714,0.832,1103,38,0.952,0.906,947.26,0.766,67.5493934142114,1,170,24,0,14569,210.441,90865,1,-0,0,725831,855,522,763,98.0970537261698,55.4577351707693,9.90439567697948,55.9246100519931,47.4798029921374,7.47827587429035,47.1386481802426,41.5572397685683,6.86575911172557,0.295974349321391,0.377892979567655,0.544035246396216,0.650620341047742,0.289794330645679,0.806610402268494,0.398858191456826,0.202811268940591,0.631552208021495,Lathyrus aphaca
21,1121,124083,41677,36,1158,16.554,2167.5,123652,37.78,39497,18,20.839,19467,654,1178399,0.864,24.08,13735,0.822,0.906,517,997,1046.5,1500384,747,0.864,1093,0.194,0.957,915,996.917,6051,69.8358531317495,0,199,17,0,14569,210.441,95285,1,-0,0,716173,853,527,0.766,91.2904967602592,43.5813604636325,9.5546060494538,61.5410367170626,42.1055294642472,7.84480953988449,56.3056155507559,41.8201103931633,7.50370678736556,0.227879113209993,0.329567302034347,0.47736685390797,0.527813716794051,0.290822427820396,0.726507891763091,0.372493965188668,0.160064246039984,0.610322836856583,Lathyrus aphaca
22,1112,122083,41617,35,1189,14.264,1865,122435,37628,38.86,17.5,20809,19.443,0.766,1144015,841,22215,13.403,0.817,904,596,1003,753,1456606,763,841,1067,111,968,938,989.917,8987,97.9274269557022,2,220,130,0,14569,210.441,94520,1,-0,0,714225,0.85,542,777,135.341187558907,49.8898266381494,11.6336231483965,87.5221489161169,49.7547639655198,9.35532730138913,53.3289349670123,43.3076990159176,7.30266629163707,0.145093216523076,0.216453754806855,0.380911034919016,0.646515782517524,0.26245053753026,0.804062051409917,0.536434366395003,0.187634521519202,0.732416798274727,Lathyrus aphaca
23,1008,117.497,41231,33,1249,14078,1823.5,117274,35825,37.401,16.5,20616,18.068,3002,1068632,0.8,10.428,13696,755,0.869,0.553,998,815.5,1360625,741,0.8,1.09,77,958,0.918,890503,7.89,89.9714285714286,2,190,132,0,14569,210.441,85680,1,-0,0,719.338,856,515,758,118.110204081633,46.0055077081911,10.8678518614137,80.3061224489796,40.7489155657019,8.96136833574982,65.965306122449,40.1920926419347,8.12190286339654,0.128458609475136,0.218261095834881,0.358411229560593,0.510379569750956,0.242922934420193,0.714408545407287,0.470688275310124,0.17200303455342,0.686067252760343,Lathyrus aphaca
24,859,109255,37696,28,1.346,13481,1596.5,108624,33071,34777,14,18848,17183,1.542,828982,743,13837,13.896,0.77,877,0.538,0.994,737.5,1055492,0.814,743,1.106,0.041,951,904,749745,10378,69.1195952161914,1,139,106,8638,14569,210.441,73522,991,0.052,1,722155,846,0.554,782,103.234590616375,45.5773398047389,10.1604424419597,55.9420423183073,38.0746498113382,7.47944131057309,47.4176632934683,36.081940469607,6.88604845273893,0.216471410971175,0.334171590109068,0.465264882589666,0.632914204246561,0.270948509654062,0.795559051388746,0.417013907678987,0.16378012382225,0.645766140083999,Lathyrus aphaca
25,1166,126.326,43.046,35,1.23,17736,2398.5,125325,38.53,40211,17.5,21.523,19739,1715,1183302,813,15073,13686,0.801,895,486,992,1232.5,1506.627,774,813,1089,145,958,0.918,1039674,3.078,97.2530329289428,2,183,76,0,10.06,99713,99110,1,-0,0,698959,805,645,0.839,134.264298093588,41.1701606032201,11.5872472181095,86.9055459272097,34.756777303458,9.32231440830064,53.3041594454073,38.2349771533061,7.3009697606145,0.115202731961925,0.158551067278996,0.33941527950569,0.624509266064451,0.253399454481385,0.790258986702746,0.531304584225372,0.153237714653674,0.728906430363577,Lathyrus aphaca
26,1109,122811,40311,35,1.152,15753,1995,121777,37577,39092,17.5,20156,18.92,0.771,1108114,868,21541,13.6,0.869,932,556,992,886,1410895,0.786,868,1082,32,961,924,986189,8624,71.5561023622047,1,155,110,0,10.06,99713,94265,1,-0,0,654673,816,0.651,0.842,96.1092519685039,39.7087782111979,9.80353262699237,61.7224409448819,40.0605665642011,7.8563630863703,57.7322834645669,40.1702679195869,7.59817632491948,0.241117649638955,0.359112244872233,0.491037320006285,0.516892488938329,0.292709526779298,0.718952355123988,0.387907210128146,0.146679397900213,0.622821973061441,Lathyrus aphaca
27,1047,120711,40804,34435,1185,14564,1867,119.276,36.511,38423,17218,20402,18.144,1581,1103577,0.844,14431,13917,0.801,895,561,988,820,1405118,745,0.844,1107,24,0.95,903,926289,3804,111.038714991763,2,188,99,0,10.06,99713,88995,1,-0,0,599547,0.83,655,847,143.513179571664,47.9402562478243,11.9796986427733,102.878088962109,41.3190186260469,10.1428836610753,67.7990115321252,40.6322351290944,8.23401551687421,0.123937925686947,0.153500338475063,0.35204818659801,0.565697469615369,0.242566124323076,0.752128625711965,0.569699906321673,0.177158806004315,0.754784675468224,Lathyrus aphaca
28,1128,124912,41629,35,1189,17047,2229.5,123.937,37897,39.761,17.5,20815,19.28,1.658,1144346,841,14974,13832,0.829,0.91,506,992,1101.5,1457026,774,841,1101,171,953,0.908,1003.088,9746,52.1225259189444,1,136,86,0,10.06,99713,95880,1,-0,0,680883,0.811,0.65,841,61.9538171536287,37.0912787521837,7.87107471401642,47.1932139491046,30.8073654379407,6.86973172322651,51.6522148916117,33.4958553799839,7.18694753644492,0.546832983307597,0.393613102887996,0.739481563872688,0.490543223894634,0.282574633959725,0.700387909586277,0.270440391048032,0.133456477919232,0.520038836095952,Lathyrus aphaca
29,1040,119397,42.638,33.2,1284,17622,2360.5,119.278,36389,38005,16.6,21.319,18104,4481,1111795,779,8552,13707,728,853,441,0.999,1320.5,1415582,735,779,1091,159,0.957,917,920.603,1125,57.3304572907679,1,159,22,0,10.06,99713,88400,1,-0,0,630085,0.822,652,0.844,91.9637618636756,49.9969643119762,9.5897738171281,43.7290767903365,42.0648291722672,6.61279644252993,36.6212251941329,36.5297181625181,6.05154733883268,0.255968638011318,0.370171871903669,0.505933432391375,0.706332374155005,0.274605764474366,0.840435823936013,0.370028252888731,0.186510225757782,0.608299476317982,Lathyrus aphaca
30,1025,129882,40.224,35,1149,15407,1947,119.263,36126,41343,17.5,20.112,18145,1.211,1105725,0.87,16486,16458,807,898,526,0.918,922,1407.853,728,0.87,1.31,63,0.874,764,895118,5.736,70.4505617977528,1,136,105,13.039,10.06,99713,88447,981,107,3,615198,0.817,665,0.854,97.1438202247191,47.6527039354914,9.85615646308028,61.1449438202247,35.3498393014135,7.81952324762992,48.2640449438202,32.682660518701,6.94723289834307,0.170884827898199,0.25448318408695,0.413382181399004,0.608802609569596,0.264820721624094,0.780258040374847,0.39645736946464,0.1699350093055,0.629648607927184,Lathyrus aphaca
31,944,113.983,40,31.852,1256,15255,1917,113681,34.669,36282,15.926,20,17274,3.169,1000655,0.796,9703,13763,0.751,867,0.492,997,973,1274.074,741,0.796,1095,0.04,956,0.913,830.017,3112,72.5162748643761,1,199,28,0,19142,365772,80240,1,-0,0,616382,0.814,0.676,857,113.634719710669,47.3006407192895,10.6599587105518,57.3300180831826,45.5393077029397,7.57165887261059,42.7323688969259,40.5538442274351,6.5369999921161,0.222465531384847,0.351467220092047,0.471662518528711,0.686902231255375,0.276113060158523,0.828795651083773,0.450239336240825,0.178605039611798,0.670998760237919,Lathyrus aphaca
32,960,113.74,39812,32,1244,16027,2004.5,113916,34.962,36205,16,19906,17753,1224,1000586,804,16045,13.476,0.771,878,479,1002,1044.5,1273986,754,804,1072,0.1,966,0.933,846.26,9477,90.2732240437158,1,150,106,0,19142,365772,81600,1,-0,0,541.801,831,682,863,128.138433515483,44.7808902271968,11.3198248005648,77.0264116575592,35.9130956791493,8.77646920222245,59.0792349726776,36.7833355038757,7.68630177475993,0.151931710814857,0.258832853841474,0.389784184921421,0.579365269171565,0.253517018809653,0.761160475308305,0.509064609450338,0.16504845165042,0.713487637909963,Lathyrus aphaca
33,1095,125.74,42544,33,1.289,13.434,1795.5,122.924,37339,40024,16.5,21272,19267,1774,1102664,0.776,14464,14439,0.77,878,0.61,978,700.5,1403955,0.78,0.776,1149,166,0.933,0.87,969.26,1371,71.5888030888031,1,146,84,6166,19142,365772,93428,995,32,0.0005844,572866,0.814,693,865,99.3330115830116,39.2125893099423,9.96659478372687,60.9092664092664,33.267260182363,7.80443889137883,53.7104247104247,32.322067773171,7.32873963996707,0.222877623639008,0.327716987169069,0.472099167166187,0.561266597804109,0.261892854313828,0.749177280624626,0.403743659626013,0.135318722628784,0.635408262163794,Lathyrus aphaca
34,1152,126669,43081,33,1305,23.27,3149.5,126098,38298,40.32,16.5,21541,19.9,1611,1116588,0.766,15679,13.928,0.79,889,366,995,1997.5,1421684,0.81,0.766,1.108,71,0.95,902,1025.331,4476,106.31256181998,3,208,137,0,32.97,1085001,97920,1,-0,0,570977,0.822,0.683,865,138.371909000989,49.7083789002092,11.7631589720189,98.2848664688427,44.8452118756866,9.91387242548757,63.4460929772502,43.9226571820055,7.96530557965294,0.117067424456874,0.137043007453498,0.342151171935555,0.585305570550185,0.255611949181031,0.76505265867794,0.54865887007622,0.185872557571565,0.740715107228292,Lathyrus aphaca
35,1090,125154,42059,32,1314,17698,2338.5,122.41,37254,39838,16,21.03,19.374,1857,1057.07,0.761,14215,14.37,785,0.886,466,978,1248.5,1345.903,0.81,0.761,1.144,294,935,0.874,964846,6.323,94.5473870682019,1,188,126,2605,32.97,1085001,92736,998,0.011,0.0001043,619151,0.808,677,0.86,124.418069087688,52.0493719465196,11.1542847860223,86.3658104517272,53.0471815974099,9.29332074404662,58.2134632418069,45.0780209704108,7.62977478316411,0.174712714159903,0.247363798555568,0.417986499973268,0.614714044733615,0.278734667457219,0.784037017451099,0.496399729067889,0.193415186409028,0.704556405880955,Lathyrus aphaca
36,1140,123.74,42059,35,1202,20.26,2677,123992,38098,39.388,17.5,21.03,19417,1.106,1156.17,0.832,18463,13431,821,0.906,426,1002,1537,1472082,774,0.832,1069,0.028,0.967,0.936,1016.26,10552,69.9416267942584,0,151,110,0,30.968,957.001,96900,1,-0,0,587182,0.822,675,856,104.545454545455,54.8060415862829,10.2247471629109,56.9081339712919,39.9516611758511,7.54374800555346,46.2296650717703,34.9943191939145,6.79924003634012,0.258144242099285,0.356364434708747,0.508078972305768,0.659899284823303,0.263771115807074,0.812341852192353,0.421878224974201,0.20092458925214,0.649521535419882,Lathyrus aphaca
37,1132,123.497,41773,36,1.16,21088,2767.5,123.299,37965,39.31,18,20.887,19417,1053,1181109,862,18919,13.473,826,909,409,998,1635.5,1503835,753,862,1072,0.399,966,0.933,1008503,8248,64.1217821782178,1,164,6,0,30.968,957.001,96220,1,-0,0,556918,823,691,863,91.0920792079208,53.6330670732202,9.54421705578414,53.3930693069307,38.7112887488364,7.30705613136581,48.5574257425743,35.8247464358396,6.96831584692989,0.260501617482444,0.359468867643407,0.510393590753689,0.605907300263989,0.266283721498772,0.778400475503445,0.370790137837313,0.198670437465371,0.608925395953653,Lathyrus aphaca
38,1038,119154,40497,35,1157,19587,2492,118238,36354,37.928,17.5,20248,18413,1091,1113.217,0.864,17629,13.678,0.806,898,0.417,992,1454,1417392,732,0.864,1088,0.173,0.959,919,918846,8961,123.286975717439,1,243,188,0,30.968,957.001,88230,1,-0,0,548.171,833,0.676,853,140.277041942605,63.9163253294173,11.8438609390099,124.600441501104,62.1497155096176,11.16245678608,72.0761589403973,49.9990026976021,8.48976789673295,0.161178601584958,0.124460948901975,0.401470548838838,0.582218358018362,0.241842769734481,0.763032344018497,0.561178201965112,0.238786342245578,0.749118283026861,Lathyrus aphaca
39,1032,119.497,40.608,34,1194,19502,2488,118719,36249,38037,17,20.304,18342,2153,1084374,0.837,12501,13837,797,893,415,993,1456,1380668,747,0.837,1101,76,953,0.908,912503,9.364,90.6653581943081,1,167,133,0,30.968,957.001,87720,1,-0,0,583462,0.824,674,852,121.041216879293,44.1333960760485,11.0018733349959,81.6584887144259,38.4423784101822,9.03650865735356,57.3640824337586,36.5179387171616,7.57390800272611,0.146589080483755,0.212948982261212,0.382869534546372,0.578404854481892,0.244987803989908,0.760529325195217,0.483003328907618,0.161388774676944,0.694984409111181,Lathyrus aphaca
40,1050,121012,41617,32.81,1268,18425,2409,120589,36564,38519,16405,20809,19024,2408,1072425,0.788,12259,13.947,772,879,436,997,1359,1365454,769,0.788,1.11,0.097,0.949,0.901,928988,2276,78.2509541984733,1,149,115,0,30.968,957.001,89250,1,-0,0,612112,823,657,0.844,106.74427480916,48.0174023855083,10.3317120947673,67.8959923664122,39.8854575759622,8.23990244884078,56.6450381679389,38.2402793261279,7.52628980095365,0.180274809950107,0.275939394323076,0.424587811824724,0.57353633569188,0.266481453128067,0.757321817784144,0.434991019308487,0.170331580679378,0.65953848963384,Lathyrus aphaca
41,1168,126569,44045,36,1.223,22136,3063,125.722,38564,40.288,18,22.023,19417,2625,1245355,0.817,11.983,13715,767,0.876,381,993,1895,1585636,737,0.817,1091,379,0.957,0.916,1041431,5496,93.5842794759825,1,186,72,0,30.968,957.001,99280,1,-0,0,621674,831,649,838,131.497816593886,50.4225522974948,11.4672497397539,82.7205240174673,46.540686085012,9.09508240850336,50.0061135371179,40.2947288411549,7.07150009100742,0.137012957738517,0.210900156885472,0.370152614118174,0.666691934381342,0.253394709503274,0.816512054033094,0.521572052401747,0.188386455739498,0.722199454722687,Lathyrus aphaca
42,1232,129154,43417,36,1206,22926,3127,128.67,39606,41.111,18,21.708,20346,1608,1227575,0.829,16043,13.54,0.832,912,0.394,996,1895,1562997,0.788,0.829,1077,0.022,963,0.928,1102846,9099,77.5922509225092,0,164,98,0,30.968,957.001,104720,1,-0,0,638539,0.829,644,835,115.612546125461,44.4353854545211,10.7523274748057,64.0083025830258,42.3145121269716,8.00051889461089,47.7186346863469,38.4877957126345,6.90786759328426,0.161591936957162,0.282645228649695,0.401984995935373,0.643360871921087,0.268698110030739,0.80209779448711,0.458548585485855,0.166431428979759,0.677162155975845,Lathyrus aphaca
43,1094,123.983,43566,35653,1222,22.832,3125,122456,37.322,39465,17827,21783,18543,2229,1219.939,818,12422,14.051,0.734,857,0.35,988,2031,1553274,0.704,818,1.118,0.05,946,894,970.017,4387,143.091767881242,11,225,177,0,30.968,957.001,92990,1,-0,0,656795,0.82,655,0.842,163.392712550607,45.1988507484812,12.7825158928361,144.311740890688,44.4946548240476,12.0129821814023,83.6072874493927,46.6963266199204,9.14370206477621,0.141543215658486,0.059917812828031,0.376222295536144,0.527524119186878,0.223497126149859,0.72630855645991,0.647392236246725,0.16628733563115,0.804606883047072,Lathyrus aphaca
44,1068,120811,42048,35,1.201,22574,2982,120531,36876,38455,17.5,21024,18375,1515,1155844,0.832,14.93,13.666,769,877,358,998,1914,1471.666,726,0.832,1088,168,0.959,0.92,947189,6.412,70.89651531151,1,140,112,0,30.968,957.001,90780,1,-0,0,576264,836,672,852,104.201689545935,45.5775305033413,10.207922881073,58.1900739176346,39.673186405311,7.62824186281706,48.7940865892291,36.4322599258305,6.98527641466171,0.236160008496699,0.349716565765229,0.485962970293724,0.616296830363039,0.278309751146236,0.785045750490402,0.417587013686151,0.167953994927854,0.646209728869932,Lathyrus aphaca
45,1096,122083,40.46,35,1156,24574,3123.5,121.37,37356,38.86,17.5,20.23,19189,912,1112198,865,20.09,13599,852,0.923,0.351,0.994,2027.5,1416095,774,865,1082,0.018,961,924,973.917,9496,85.2601787487587,1,154,116,0,30.968,957.001,93160,1,-0,0,635615,0.822,0.663,846,122.802383316783,46.337551319704,11.0816236769159,72.0466732869911,38.3020952864918,8.48803117848839,54.7090367428004,37.2889654735701,7.39655573512432,0.153622948404184,0.260030571668164,0.391947634773045,0.61280506450006,0.2665116201251,0.782818666422857,0.490523200342699,0.167607895464819,0.700373614824758,Lathyrus aphaca
