*Elongation,*Bending Energy,*Jaggedness,*Circularity,*Endocarp,Distance CM-FB,StD,Skewness,Kurtosis,Intensity sum,Uniformity,Entropy,Smothness R,GLCM-Contrast,GLCM-Correlation,GLCM-Energy,GLCM-Homogeneity,Mean Red,Sqrt Mean Red,StD Red,Mean Green,Sqrt Mean Green,StD Green,Mean Blue,Sqrt Mean Blue,StD Blue,Mean RGB,Mean H,StD H,Mean S,StD S,Mean V,StD V,Label
2.6510000000000002,0.04,0.614,0.377,73503.359,46.611999999999995,3.319,36.273,1321.7089999999998,6389133,0.998,0.013000000000000001,0.0001694,57.126999999999995,0.963,0.8079999999999999,0.9790000000000001,254.937,15.967,2.309,0.166,0.40700000000000003,5.975,0.17300000000000001,0.41600000000000004,6.224,85.09200000000001,0.10300000000000001,3.7089999999999996,254.847,5.532,254.976,0.892,Apiaceae
11.64,0.05,0.293,0.086,26615.382,20.711,11.664000000000001,11.094000000000001,121.963,2466453,0.9840000000000001,0.11,0.002,51.652,0.9740000000000001,0.782,0.982,254.537,15.954,5.38,1.788,1.337,19.82,1.825,1.351,20.222,86.05,1.048,11.991,253.201,19.976,254.769,2.717,Apiaceae
6.202000000000001,5.865,0.402,0.161,38955.112,90.694,8.65,15.075999999999999,226.65099999999998,3486051,0.991,0.063,0.001,47.50899999999999,0.976,0.7829999999999999,0.982,254.743,15.960999999999999,3.9930000000000003,0.98,0.99,14.727,1.0,1.0,15.020999999999999,85.574,0.5760000000000001,8.771,254.02200000000002,14.717,254.877,1.962,Apiaceae
5.773,0.732,0.41600000000000004,0.17300000000000001,37767.036,95.429,6.861000000000001,18.752,351.585,3368486,0.9940000000000001,0.042,0.0007233,45.516999999999996,0.977,0.782,0.982,254.827,15.963,3.312,0.631,0.794,11.776,0.643,0.802,12.012,85.367,0.379,7.1160000000000005,254.368,11.818,254.91400000000002,1.671,Apiaceae
5.478,0.005,0.42700000000000005,0.183,37702.203,70.49,9.545,13.505999999999998,181.57299999999998,3372403,0.9890000000000001,0.077,0.001,54.428999999999995,0.975,0.777,0.983,254.671,15.958,4.545,1.212,1.101,16.326,1.238,1.113,16.686,85.70700000000001,0.728,9.836,253.78900000000002,16.340999999999998,254.84099999999998,2.262,Apiaceae
3.358,0.111,0.546,0.298,70538.37400000001,10.264000000000001,6.449,20.031,402.42400000000004,6167622,0.995,0.039,0.0006393,49.328,0.98,0.7390000000000001,0.98,254.84599999999998,15.964,3.267,0.562,0.75,11.165,0.563,0.75,11.186,85.324,0.297,6.093999999999999,254.45,10.962,254.926,1.5390000000000001,Apiaceae
3.983,0.23600000000000002,0.501,0.251,67837.213,42.021,7.879,17.082,291.705,5957172,0.993,0.051,0.0009538,50.876999999999995,0.981,0.733,0.98,254.829,15.963,3.1710000000000003,0.7829999999999999,0.885,13.312000000000001,0.7759999999999999,0.8809999999999999,13.181,85.463,0.379,6.8260000000000005,254.22099999999998,13.257,254.912,1.6119999999999999,Apiaceae
4.2410000000000005,0.305,0.486,0.23600000000000002,35863.585,62.17,7.401,17.512,309.71,3184153,0.993,0.05,0.0008417,63.401,0.968,0.7829999999999999,0.981,254.798,15.962,3.928,0.742,0.861,12.76,0.7440000000000001,0.862,12.774000000000001,85.428,0.37799999999999995,6.944,254.282,12.355,254.905,1.821,Apiaceae
1.526,0.048,0.809,0.655,101364.141,32.583,8.052999999999999,18.914,356.515,8779018,0.9940000000000001,0.040999999999999995,0.0009962999999999999,49.663999999999994,0.982,0.715,0.9790000000000001,254.984,15.968,0.758,0.672,0.82,12.714,0.621,0.7879999999999999,11.731,85.426,0.09300000000000001,2.164,254.37099999999998,11.890999999999998,254.988,0.478,Apiaceae
1.595,0.022000000000000002,0.792,0.627,96971.715,19.344,2.424,54.688,3023.508,8366369,0.9990000000000001,0.006,9.035e-05,50.794,0.982,0.716,0.9790000000000001,254.982,15.968,1.11,0.077,0.27699999999999997,4.128,0.075,0.275,4.062,85.045,0.038,2.307,254.925,4.055,254.99099999999999,0.573,Apiaceae
2.7460000000000004,3.363,0.603,0.364,111477.465,39.202,4.62,25.794,666.28,9664142,0.997,0.024,0.0003282,62.585,0.981,0.643,0.972,254.88,15.965,3.1239999999999997,0.32299999999999995,0.568,8.283,0.336,0.58,8.627,85.18,0.205,5.266,254.692,7.919,254.95,1.3219999999999998,Apiaceae
3.975,0.09300000000000001,0.502,0.252,76557.22200000001,32.965,3.773,32.098,1037.49,6685034,0.998,0.016,0.0002189,51.881,0.981,0.7240000000000001,0.98,254.93,15.967,2.3680000000000003,0.21100000000000002,0.45899999999999996,6.694,0.215,0.46399999999999997,6.819,85.119,0.11800000000000001,3.935,254.787,6.8,254.963,1.179,Apiaceae
1.797,0.21600000000000003,0.746,0.557,137358.725,35.202,8.355,17.733,313.803,11891798,0.9940000000000001,0.047,0.001,74.024,0.981,0.605,0.9690000000000001,254.959,15.967,1.3880000000000001,0.746,0.8640000000000001,13.182,0.711,0.843,12.558,85.47200000000001,0.106,2.7760000000000002,254.27200000000002,12.87,254.97,0.843,Apiaceae
1.262,0.09,0.89,0.792,102981.847,22.065,0.37799999999999995,322.901,104263.0,8862902,1.0,0.0001737,2.195e-06,78.321,0.9790000000000001,0.608,0.9690000000000001,254.99900000000002,15.969000000000001,0.201,0.002,0.045,0.6629999999999999,0.002,0.046,0.669,85.001,0.001,0.40299999999999997,254.998,0.6970000000000001,255.0,0.121,Apiaceae
1.3780000000000001,0.149,0.852,0.726,102859.91,7.402,1.275,102.655,10577.531,8858554,1.0,0.002,2.499e-05,77.359,0.98,0.604,0.9690000000000001,254.995,15.969000000000001,0.54,0.021,0.146,2.167,0.021,0.146,2.176,85.012,0.013000000000000001,1.415,254.97799999999998,2.2159999999999997,254.997,0.295,Apiaceae
1.541,0.012,0.805,0.649,98441.455,44.074,2.935,49.332,2449.094,8491704,0.9990000000000001,0.006999999999999999,0.00013240000000000002,79.248,0.9790000000000001,0.61,0.9690000000000001,254.99,15.968,0.7709999999999999,0.098,0.312,4.765,0.092,0.304,4.494,85.06,0.024,1.514,254.90599999999998,4.573,254.99400000000003,0.423,Apiaceae
1.557,0.637,0.8009999999999999,0.642,98474.082,17.69,4.315,33.076,1099.008,8502227,0.998,0.015,0.0002862,79.829,0.9790000000000001,0.61,0.9690000000000001,254.977,15.968,1.121,0.213,0.462,6.985,0.204,0.452,6.686,85.131,0.049,2.258,254.79,6.888999999999999,254.985,0.645,Apiaceae
1.443,0.109,0.8320000000000001,0.693,134992.117,17.42,1.787,72.89699999999999,5334.616,11611470,1.0,0.003,4.908e-05,75.82600000000001,0.9840000000000001,0.541,0.97,254.99,15.968,0.746,0.042,0.204,3.02,0.042,0.204,3.032,85.025,0.026000000000000002,1.955,254.956,3.187,254.99400000000003,0.46299999999999997,Apiaceae
1.501,0.136,0.816,0.6659999999999999,131943.229,55.138999999999996,1.078,116.13600000000001,13532.153,11351294,1.0,0.001,1.788e-05,75.604,0.9840000000000001,0.537,0.97,254.995,15.969000000000001,0.5660000000000001,0.016,0.128,1.9,0.016,0.127,1.8769999999999998,85.009,0.009000000000000001,1.02,254.983,1.916,254.997,0.301,Apiaceae
2.028,0.297,0.7020000000000001,0.493,124000.524,19.21,9.352,15.31,233.74599999999998,10769221,0.991,0.063,0.001,72.128,0.985,0.5489999999999999,0.97,254.905,15.966,2.146,0.987,0.993,15.04,0.945,0.972,14.395,85.61200000000001,0.243,5.06,254.02,14.947000000000001,254.93400000000003,1.367,Apiaceae
2.258,0.43700000000000006,0.6659999999999999,0.44299999999999995,143167.345,19.917,5.528,26.006999999999998,680.465,12372857,0.997,0.025,0.00046980000000000004,81.006,0.983,0.532,0.9690000000000001,254.953,15.967,1.57,0.35200000000000004,0.594,9.062999999999999,0.33799999999999997,0.581,8.681000000000001,85.214,0.11599999999999999,3.432,254.649,9.027999999999999,254.97099999999998,0.915,Apiaceae
13.370999999999999,0.503,0.273,0.075,21676.679,16.754,15.207,8.356,68.294,2054773,0.972,0.17800000000000002,0.004,40.356,0.992,0.53,0.977,254.195,15.943,7.041,3.0839999999999996,1.756,25.927,3.139,1.7719999999999998,26.379,86.806,1.828,15.610999999999999,251.87599999999998,26.301,254.58599999999998,3.6489999999999996,Apiaceae
1.3459999999999999,0.28,0.862,0.743,99483.55,39.79,0.0,,,8567065,1.0,-0.0,0.0,75.499,0.985,0.531,0.9690000000000001,255.0,15.969000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,255.0,0.0,255.0,0.0,Apiaceae
2.252,0.406,0.6659999999999999,0.444,131578.019,16.222,4.408,30.121,912.193,11369035,0.998,0.019,0.0002987,111.9,0.98,0.45899999999999996,0.9590000000000001,254.94400000000002,15.967,1.847,0.248,0.498,7.407,0.25,0.5,7.465,85.147,0.13,4.183,254.74599999999998,7.604,254.96900000000002,1.008,Apiaceae
4.3580000000000005,1.807,0.479,0.22899999999999998,113409.43800000001,32.015,11.635,11.555,132.85299999999998,9971094,0.985,0.105,0.002,117.68700000000001,0.98,0.45299999999999996,0.961,254.672,15.958,4.9319999999999995,1.689,1.3,19.355,1.67,1.2919999999999998,19.12,86.01,0.537,7.982,253.33700000000002,19.184,254.829,2.148,Apiaceae
2.095,0.064,0.691,0.47700000000000004,119021.612,24.109,4.124,31.982,1030.5639999999999,10284130,0.998,0.017,0.0002615,118.959,0.98,0.449,0.96,254.949,15.967,1.815,0.222,0.47100000000000003,7.007999999999999,0.22,0.469,6.945,85.13,0.10800000000000001,3.694,254.77599999999998,7.091,254.97099999999998,1.004,Apiaceae
3.094,0.469,0.569,0.32299999999999995,99221.487,49.358999999999995,2.972,41.738,1750.395,8609670,0.9990000000000001,0.01,0.0001359,119.921,0.98,0.45,0.961,254.96099999999998,15.967,1.682,0.126,0.354,5.202999999999999,0.129,0.359,5.3260000000000005,85.072,0.07400000000000001,3.133,254.875,5.209,254.981,0.823,Apiaceae
1.662,0.27899999999999997,0.7759999999999999,0.602,104417.89300000001,60.458,0.888,133.327,17817.714,9002632,1.0,0.001,1.213e-05,111.02799999999999,0.981,0.45,0.961,254.99599999999998,15.969000000000001,0.555,0.012,0.109,1.59,0.012,0.11,1.621,85.007,0.006999999999999999,0.99,254.988,1.63,254.998,0.294,Apiaceae
6.412000000000001,0.379,0.395,0.156,30070.612,62.618,8.763,14.869000000000002,220.609,2710479,0.991,0.065,0.001,107.288,0.982,0.452,0.9620000000000001,254.748,15.960999999999999,3.8930000000000002,1.0070000000000001,1.003,14.909,1.0170000000000001,1.0090000000000001,15.062999999999999,85.59100000000001,0.57,8.605,253.97299999999998,15.234000000000002,254.865,2.11,Apiaceae
14.269,0.45299999999999996,0.265,0.07,26291.287,19.964000000000002,14.109000000000002,9.029,80.158,2471489,0.976,0.158,0.003,102.404,0.9840000000000001,0.456,0.971,254.269,15.946,6.837000000000001,2.667,1.633,24.146,2.73,1.652,24.706,86.555,1.617,14.705,252.34799999999998,24.044,254.653,3.318,Apiaceae
2.396,0.008,0.6459999999999999,0.41700000000000004,119131.087,46.672,2.5780000000000003,47.583999999999996,2270.873,10294981,0.9990000000000001,0.006999999999999999,0.0001022,122.374,0.9790000000000001,0.447,0.96,254.96900000000002,15.968,1.515,0.096,0.31,4.548,0.098,0.314,4.658,85.054,0.06,2.823,254.905,4.5280000000000005,254.985,0.7290000000000001,Apiaceae
1.6369999999999998,0.076,0.782,0.611,111055.141,11.905,7.212000000000001,19.896,396.371,9610020,0.995,0.039,0.0007992000000000001,118.07,0.98,0.45299999999999996,0.9590000000000001,254.94099999999997,15.967,1.5719999999999998,0.5770000000000001,0.759,11.397,0.575,0.758,11.357999999999999,85.36399999999999,0.268,7.206,254.399,11.879000000000001,254.954,1.101,Apiaceae
3.9530000000000003,0.259,0.503,0.253,121798.429,15.216,9.786,14.254000000000001,202.66400000000002,10649579,0.99,0.07200000000000001,0.001,127.086,0.978,0.44799999999999995,0.96,254.82,15.963,2.8930000000000002,1.13,1.063,16.037,1.114,1.055,15.802,85.68799999999999,0.45799999999999996,7.42,253.833,16.56,254.88400000000001,1.855,Apiaceae
1.591,0.965,0.7929999999999999,0.629,155082.104,20.974,2.134,62.047,3890.4970000000003,13337956,0.9990000000000001,0.005,7.004e-05,114.398,0.981,0.46299999999999997,0.965,254.985,15.968,0.9640000000000001,0.06,0.244,3.6460000000000004,0.06,0.244,3.6430000000000002,85.035,0.031,1.965,254.93900000000002,3.705,254.99200000000002,0.527,Apiaceae
2.5580000000000003,0.254,0.625,0.391,156300.23,29.701999999999998,6.598,20.894000000000002,437.959,13527766,0.995,0.036000000000000004,0.000669,114.07700000000001,0.98,0.465,0.965,254.908,15.966,2.178,0.526,0.725,10.902999999999999,0.518,0.72,10.742,85.31700000000001,0.218,5.088,254.457,11.263,254.94099999999997,1.3419999999999999,Apiaceae
1.827,0.02,0.74,0.547,146906.092,5.8020000000000005,5.695,24.9,623.094,12678345,0.997,0.027000000000000003,0.0004985,114.07600000000001,0.981,0.46299999999999997,0.9640000000000001,254.946,15.967,1.6440000000000001,0.379,0.616,9.346,0.365,0.605,9.004,85.23,0.126,3.634,254.61599999999999,9.46,254.965,1.008,Apiaceae
6.053,0.16399999999999998,0.406,0.165,31087.742000000002,112.459,9.442,13.72,187.51,2798943,0.9890000000000001,0.075,0.001,92.257,0.9840000000000001,0.47600000000000003,0.97,254.69,15.959000000000001,4.373,1.179,1.0859999999999999,16.129,1.198,1.094,16.383,85.689,0.6920000000000001,9.599,253.815,16.225,254.84400000000002,2.259,Apiaceae
2.491,0.33799999999999997,0.634,0.401,93106.06300000001,26.95,2.5660000000000003,46.082,2127.8720000000003,8065758,0.9990000000000001,0.008,0.00010120000000000001,113.037,0.981,0.452,0.961,254.96400000000003,15.968,1.679,0.1,0.316,4.579,0.10400000000000001,0.322,4.765,85.056,0.065,2.99,254.90099999999998,4.5680000000000005,254.983,0.7959999999999999,Apiaceae
1.744,2.05,0.757,0.573,137705.93300000002,52.331,2.8339999999999996,44.558,1991.964,11862491,0.9990000000000001,0.009000000000000001,0.00012350000000000002,110.845,0.981,0.467,0.966,254.97,15.968,1.371,0.11,0.332,4.896,0.111,0.33299999999999996,4.907,85.064,0.061,2.785,254.885,5.118,254.982,0.8009999999999999,Apiaceae
2.135,0.467,0.684,0.46799999999999997,128784.71699999999,18.338,3.239,39.391,1555.846,11116624,0.9990000000000001,0.011000000000000001,0.00016130000000000002,115.734,0.9790000000000001,0.485,0.9640000000000001,254.96200000000002,15.968,1.52,0.142,0.377,5.5729999999999995,0.14300000000000002,0.37799999999999995,5.602,85.08200000000001,0.083,3.321,254.852,5.797999999999999,254.97799999999998,0.88,Apiaceae
2.141,0.053,0.6829999999999999,0.467,146998.995,38.592,3.5789999999999997,35.385,1258.594,12680241,0.998,0.013000000000000001,0.000197,123.169,0.976,0.493,0.96,254.951,15.967,1.805,0.17600000000000002,0.419,6.172999999999999,0.17800000000000002,0.42200000000000004,6.239,85.102,0.1,3.653,254.82,6.33,254.97299999999998,0.973,Apiaceae
2.066,7.971,0.696,0.484,148199.34,47.965,14.145,10.375,105.99,12968360,0.982,0.12,0.003,123.587,0.976,0.494,0.96,254.908,15.966,1.8730000000000002,2.134,1.4609999999999999,22.239,2.026,1.423,21.111,86.35600000000001,0.299,5.187,252.925,21.62,254.92700000000002,1.183,Apiaceae
4.125,3.0469999999999997,0.49200000000000005,0.242,141888.99800000002,27.055999999999997,9.02,15.724,247.304,12376627,0.992,0.061,0.001,123.49700000000001,0.976,0.491,0.96,254.868,15.965,2.565,0.946,0.972,14.759,0.915,0.956,14.267000000000001,85.57600000000001,0.317,5.769,254.048,14.865,254.917,1.5630000000000002,Apiaceae
14.61,48.081,0.262,0.068,90696.52,49.769,23.895,4.848,21.795,8517832,0.924,0.449,0.009000000000000001,100.376,0.981,0.509,0.9670000000000001,252.30200000000002,15.884,14.373,8.415,2.9010000000000002,41.867,8.636000000000001,2.9389999999999996,42.941,89.78399999999999,4.768,24.566,246.83,40.882,253.797,6.2139999999999995,Apiaceae
1.545,0.207,0.804,0.647,136909.77300000002,13.732999999999999,2.955,43.942,1941.6270000000002,11786121,0.9990000000000001,0.009000000000000001,0.0001343,122.15899999999999,0.976,0.495,0.961,254.972,15.968,1.296,0.115,0.34,5.033,0.11599999999999999,0.34,5.0360000000000005,85.068,0.06,2.762,254.878,5.307,254.983,0.782,Apiaceae
1.591,0.047,0.7929999999999999,0.629,115360.472,36.219,2.877,48.573,2381.636,9942557,0.9990000000000001,0.008,0.0001273,110.56700000000001,0.981,0.474,0.966,254.982,15.968,0.9590000000000001,0.099,0.315,4.763,0.098,0.313,4.695,85.06,0.046,2.333,254.898,4.87,254.989,0.589,Apiaceae
8.839,1.993,0.336,0.113,97121.474,107.266,33.13,3.653,11.559000000000001,9401846,0.877,0.7190000000000001,0.017,112.625,0.981,0.467,0.965,251.725,15.866,14.814,14.415,3.7969999999999997,55.346000000000004,14.619000000000002,3.823,56.111000000000004,93.586,7.4879999999999995,30.35,240.835,54.853,253.547,6.287999999999999,Apiaceae
1.784,0.233,0.7490000000000001,0.561,108222.11099999999,31.574,4.772,29.820999999999998,896.045,9349967,0.998,0.019,0.00035010000000000005,117.875,0.98,0.45899999999999996,0.963,254.96099999999998,15.967,1.486,0.267,0.517,7.869,0.256,0.506,7.53,85.161,0.086,2.964,254.736,7.763,254.977,0.8220000000000001,Apiaceae
3.042,6.461,0.573,0.32899999999999996,67911.545,13.413,6.784,18.906,362.733,5936433,0.9940000000000001,0.042,0.0007072000000000001,111.33200000000001,0.981,0.45399999999999996,0.96,254.81900000000002,15.963,3.775,0.625,0.7909999999999999,11.545,0.65,0.8059999999999999,11.992,85.365,0.32899999999999996,6.782,254.377,11.529000000000002,254.916,1.676,Apiaceae
4.315,0.149,0.48100000000000004,0.23199999999999998,74721.818,12.235999999999999,10.505,13.173,173.202,6586237,0.988,0.085,0.002,122.262,0.9790000000000001,0.456,0.963,254.782,15.962,3.353,1.3130000000000002,1.146,17.169,1.307,1.143,17.078,85.801,0.609,9.086,253.639,17.789,254.861,2.074,Apiaceae
1.57,17.570999999999998,0.7979999999999999,0.637,161073.205,57.126999999999995,6.372999999999999,23.069000000000003,533.96,13888875,0.996,0.03,0.0006241,94.777,0.978,0.5760000000000001,0.9670000000000001,254.958,15.967,1.466,0.455,0.675,10.407,0.42100000000000004,0.649,9.609,85.27799999999999,0.127,3.451,254.56599999999997,9.919,254.97299999999998,0.877,Apiaceae
2.438,0.053,0.64,0.41,83430.857,62.242,3.298,37.463,1405.384,7236327,0.9990000000000001,0.012,0.0001672,120.038,0.98,0.447,0.961,254.955,15.967,1.72,0.152,0.39,5.694,0.157,0.397,5.88,85.088,0.099,3.722,254.84,5.98,254.975,0.9520000000000001,Apiaceae
3.7710000000000004,0.049,0.515,0.265,98704.39199999999,8.119,8.52,17.416,302.77,8625195,0.993,0.049,0.001,116.73100000000001,0.98,0.45899999999999996,0.9640000000000001,254.94799999999998,15.967,1.615,0.7879999999999999,0.887,13.658,0.735,0.857,12.734000000000002,85.49,0.161,3.53,254.25099999999998,12.993,254.967,0.9229999999999999,Apiaceae
3.667,0.107,0.522,0.273,52537.827000000005,77.44,6.4,17.029,289.683,4620333,0.993,0.051,0.0006295,37.592,0.941,0.885,0.98,254.738,15.960999999999999,4.502,0.693,0.833,11.755,0.6990000000000001,0.836,11.857000000000001,85.37700000000001,0.433,7.474,254.21900000000002,13.254000000000001,254.82,3.0869999999999997,Asteraceae
2.543,0.109,0.627,0.39299999999999996,68426.34700000001,30.663,3.952,30.680999999999997,947.534,5952361,0.998,0.018000000000000002,0.00024019999999999996,39.657,0.9470000000000001,0.852,0.9740000000000001,254.951,15.967,1.6480000000000001,0.22399999999999998,0.473,6.792000000000001,0.215,0.46399999999999997,6.534,85.13,0.078,3.1260000000000003,254.747,7.678,254.956,1.466,Asteraceae
1.6740000000000002,0.102,0.773,0.597,74365.717,129.63,2.785,46.857,2204.075,6432813,0.9990000000000001,0.008,0.0001193,39.904,0.9390000000000001,0.867,0.976,254.989,15.968,0.682,0.099,0.315,4.614,0.091,0.301,4.22,85.06,0.021,1.5290000000000001,254.90099999999998,4.622,254.99,0.61,Asteraceae
1.736,6.146,0.759,0.5760000000000001,61231.337,12.675,8.839,15.6,242.175,5339164,0.992,0.057999999999999996,0.001,41.034,0.9390000000000001,0.862,0.975,254.967,15.968,0.948,0.9259999999999999,0.9620000000000001,14.434000000000001,0.8059999999999999,0.898,12.565,85.566,0.11199999999999999,2.1109999999999998,254.167,13.005,254.96900000000002,0.89,Asteraceae
4.343,0.084,0.48,0.23,39287.117,53.494,4.934,25.182,640.49,3474311,0.997,0.026000000000000002,0.00037430000000000005,41.891000000000005,0.937,0.861,0.975,254.92700000000002,15.966,2.29,0.344,0.586,8.494,0.325,0.57,8.024,85.199,0.132,3.949,254.648,8.699,254.94799999999998,1.609,Asteraceae
1.891,0.138,0.727,0.529,44961.349,21.609,9.277000000000001,14.657,213.707,3939705,0.991,0.065,0.001,37.121,0.9420000000000001,0.8759999999999999,0.9790000000000001,254.94099999999997,15.967,1.4369999999999998,1.04,1.02,15.220999999999998,0.9179999999999999,0.958,13.442,85.633,0.155,3.125,254.03799999999998,14.116,254.946,1.245,Asteraceae
2.7439999999999998,0.045,0.604,0.364,29385.089,21.421999999999997,6.3629999999999995,19.703,391.494,2594695,0.995,0.040999999999999995,0.0006223,35.438,0.941,0.873,0.978,254.896,15.965,2.4130000000000003,0.5539999999999999,0.7440000000000001,10.747,0.529,0.728,10.257,85.32700000000001,0.16899999999999998,4.47,254.388,11.887,254.90599999999998,2.162,Asteraceae
3.19,4.782,0.56,0.313,26622.675,8.927999999999999,5.093999999999999,23.831999999999997,573.234,2358430,0.996,0.027000000000000003,0.000399,29.412,0.9440000000000001,0.897,0.983,254.918,15.966,2.011,0.37,0.608,8.707,0.359,0.599,8.449,85.21600000000001,0.063,1.9,254.565,10.224,254.92,1.959,Asteraceae
1.9680000000000002,0.133,0.713,0.508,29894.646,57.123000000000005,6.854,18.043,326.357,2626945,0.9940000000000001,0.046,0.000722,35.914,0.945,0.8740000000000001,0.98,254.87,15.965,2.496,0.649,0.805,11.61,0.627,0.792,11.231,85.382,0.17800000000000002,4.706,254.27,13.068,254.88,2.258,Asteraceae
