Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      44 |        1055 |       00:44:23 |      100.00% |       96.97% |       0.0023 |       0.0853 |      1.0000e-04 |
|      45 |        1060 |       00:44:42 |      100.00% |       95.96% |       0.0003 |       0.0905 |      1.0000e-04 |
|      45 |        1065 |       00:45:01 |      100.00% |       96.97% |       0.0002 |       0.1043 |      1.0000e-04 |
|      45 |        1070 |       00:45:21 |      100.00% |       98.48% |       0.0013 |       0.0946 |      1.0000e-04 |
|      45 |        1075 |       00:45:40 |      100.00% |       95.45% |       0.0010 |       0.1697 |      1.0000e-04 |
|      45 |        1080 |       00:46:00 |      100.00% |       96.97% |       0.0007 |       0.0970 |      1.0000e-04 |
|      46 |        1085 |       00:46:20 |      100.00% |       97.47% |       0.0002 |       0.1223 |      1.0000e-04 |
|      46 |        1090 |       00:46:39 |      100.00% |       98.48% |       0.0003 |       0.0539 |      1.0000e-04 |
|      46 |        1095 |       00:46:59 |       98.44% |       98.48% |       0.0258 |       0.0686 |      1.0000e-04 |
|      46 |        1100 |       00:47:18 |      100.00% |       97.98% |       0.0002 |       0.0970 |      1.0000e-04 |
|      47 |        1105 |       00:47:38 |      100.00% |       96.97% |       0.0007 |       0.0791 |      1.0000e-04 |
|      47 |        1110 |       00:47:58 |      100.00% |       96.46% |       0.0016 |       0.1118 |      1.0000e-04 |
|      47 |        1115 |       00:48:17 |      100.00% |       96.46% |       0.0007 |       0.0926 |      1.0000e-04 |
|      47 |        1120 |       00:48:36 |      100.00% |       97.47% |       0.0006 |       0.1128 |      1.0000e-04 |
|      47 |        1125 |       00:48:56 |      100.00% |       96.46% |       0.0003 |       0.1313 |      1.0000e-04 |
|      48 |        1130 |       00:49:14 |      100.00% |       95.45% |       0.0063 |       0.1172 |      1.0000e-04 |
|      48 |        1135 |       00:49:33 |       96.88% |       96.97% |       0.0548 |       0.0910 |      1.0000e-04 |
|      48 |        1140 |       00:49:53 |       98.44% |       95.45% |       0.0310 |       0.1514 |      1.0000e-04 |
|      48 |        1145 |       00:50:12 |       98.44% |       93.94% |       0.0226 |       0.2319 |      1.0000e-04 |
|      48 |        1150 |       00:50:32 |      100.00% |       97.47% |       0.0055 |       0.1229 |      1.0000e-04 |
|      49 |        1155 |       00:50:51 |      100.00% |       94.95% |       0.0048 |       0.1514 |      1.0000e-04 |
|      49 |        1160 |       00:51:11 |       98.44% |       96.97% |       0.0202 |       0.1209 |      1.0000e-04 |
|      49 |        1165 |       00:51:30 |      100.00% |       95.45% |       0.0007 |       0.1039 |      1.0000e-04 |
|      49 |        1170 |       00:51:49 |      100.00% |       95.45% |       0.0022 |       0.1547 |      1.0000e-04 |
|      49 |        1175 |       00:52:09 |      100.00% |       95.96% |       0.0013 |       0.1575 |      1.0000e-04 |
|      50 |        1180 |       00:52:27 |      100.00% |       95.96% |       0.0012 |       0.1687 |      1.0000e-04 |
|      50 |        1185 |       00:52:46 |      100.00% |       96.97% |       0.0005 |       0.0823 |      1.0000e-04 |
|      50 |        1190 |       00:53:05 |      100.00% |       94.95% |       0.0049 |       0.1214 |      1.0000e-04 |
|      50 |        1195 |       00:53:25 |      100.00% |       96.97% |       0.0002 |       0.1175 |      1.0000e-04 |
|      50 |        1200 |       00:53:44 |       98.44% |       95.45% |       0.0170 |       0.1536 |      1.0000e-04 |
|      51 |        1205 |       00:54:04 |      100.00% |       95.45% |       0.0017 |       0.1269 |      1.0000e-04 |
|      51 |        1210 |       00:54:23 |      100.00% |       95.96% |       0.0004 |       0.1031 |      1.0000e-04 |
