Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      20 |         470 |       00:07:31 |       98.44% |       94.95% |       0.0519 |       0.1792 |      1.0000e-04 |
|      20 |         475 |       00:07:36 |       93.75% |       95.96% |       0.1168 |       0.1549 |      1.0000e-04 |
|      20 |         480 |       00:07:42 |       98.44% |       95.96% |       0.0579 |       0.1345 |      1.0000e-04 |
|      21 |         485 |       00:07:48 |       95.31% |       95.96% |       0.0831 |       0.1851 |      1.0000e-04 |
|      21 |         490 |       00:07:53 |       98.44% |       95.96% |       0.0398 |       0.2064 |      1.0000e-04 |
|      21 |         495 |       00:07:59 |       93.75% |       94.95% |       0.1218 |       0.2355 |      1.0000e-04 |
|      21 |         500 |       00:08:04 |       98.44% |       95.96% |       0.0329 |       0.2126 |      1.0000e-04 |
|      22 |         505 |       00:08:10 |       98.44% |       96.97% |       0.0355 |       0.1449 |      1.0000e-04 |
|      22 |         510 |       00:08:15 |       96.88% |       95.96% |       0.0794 |       0.1332 |      1.0000e-04 |
|      22 |         515 |       00:08:21 |      100.00% |       93.94% |       0.0305 |       0.1980 |      1.0000e-04 |
|      22 |         520 |       00:08:26 |       98.44% |       96.97% |       0.0317 |       0.1696 |      1.0000e-04 |
|      22 |         525 |       00:08:32 |       98.44% |       96.46% |       0.0221 |       0.1526 |      1.0000e-04 |
|      23 |         530 |       00:08:37 |      100.00% |       95.96% |       0.0120 |       0.1322 |      1.0000e-04 |
|      23 |         535 |       00:08:43 |      100.00% |       94.44% |       0.0168 |       0.2028 |      1.0000e-04 |
|      23 |         540 |       00:08:48 |      100.00% |       94.44% |       0.0160 |       0.2178 |      1.0000e-04 |
|      23 |         545 |       00:08:54 |       96.88% |       96.97% |       0.0849 |       0.1618 |      1.0000e-04 |
|      23 |         550 |       00:08:59 |       98.44% |       94.95% |       0.0228 |       0.1894 |      1.0000e-04 |
|      24 |         555 |       00:09:05 |       96.88% |       95.96% |       0.0720 |       0.1821 |      1.0000e-04 |
|      24 |         560 |       00:09:10 |       95.31% |       96.97% |       0.1136 |       0.1686 |      1.0000e-04 |
|      24 |         565 |       00:09:15 |      100.00% |       96.97% |       0.0007 |       0.1737 |      1.0000e-04 |
|      24 |         570 |       00:09:21 |      100.00% |       96.97% |       0.0229 |       0.1179 |      1.0000e-04 |
|      24 |         575 |       00:09:26 |       96.88% |       96.46% |       0.0751 |       0.1430 |      1.0000e-04 |
|      25 |         580 |       00:09:32 |       96.88% |       95.96% |       0.0685 |       0.1819 |      1.0000e-04 |
|      25 |         585 |       00:09:37 |      100.00% |       96.46% |       0.0247 |       0.2277 |      1.0000e-04 |
|      25 |         590 |       00:09:43 |      100.00% |       97.47% |       0.0076 |       0.1247 |      1.0000e-04 |
|      25 |         595 |       00:09:48 |      100.00% |       97.47% |       0.0196 |       0.1387 |      1.0000e-04 |
|      25 |         600 |       00:09:54 |       96.88% |       97.47% |       0.0753 |       0.1332 |      1.0000e-04 |
|      26 |         605 |       00:09:59 |       98.44% |       96.97% |       0.0440 |       0.1476 |      1.0000e-04 |
|      26 |         610 |       00:10:05 |      100.00% |       96.97% |       0.0421 |       0.1401 |      1.0000e-04 |
|      26 |         615 |       00:10:10 |       98.44% |       98.48% |       0.0273 |       0.1064 |      1.0000e-04 |
|      26 |         620 |       00:10:16 |       96.88% |       97.47% |       0.0701 |       0.1277 |      1.0000e-04 |
|      27 |         625 |       00:10:21 |       98.44% |       97.98% |       0.0570 |       0.1180 |      1.0000e-04 |
|      27 |         630 |       00:10:27 |       98.44% |       96.46% |       0.0515 |       0.1741 |      1.0000e-04 |
|      27 |         635 |       00:10:32 |      100.00% |       96.97% |       0.0087 |       0.1532 |      1.0000e-04 |
|      27 |         640 |       00:10:38 |      100.00% |       95.96% |       0.0168 |       0.1749 |      1.0000e-04 |
|      27 |         645 |       00:10:43 |      100.00% |       96.97% |       0.0034 |       0.1616 |      1.0000e-04 |
|      28 |         650 |       00:10:49 |      100.00% |       95.96% |       0.0025 |       0.1743 |      1.0000e-04 |
|      28 |         655 |       00:10:54 |      100.00% |       96.46% |       0.0115 |       0.1934 |      1.0000e-04 |
|      28 |         660 |       00:10:59 |      100.00% |       97.47% |       0.0021 |       0.1268 |      1.0000e-04 |
|      28 |         665 |       00:11:05 |       96.88% |       96.97% |       0.0607 |       0.1142 |      1.0000e-04 |
|      28 |         670 |       00:11:10 |       98.44% |       97.47% |       0.0745 |       0.1504 |      1.0000e-04 |
|      29 |         675 |       00:11:16 |       98.44% |       95.96% |       0.0202 |       0.1206 |      1.0000e-04 |
|      29 |         680 |       00:11:21 |      100.00% |       97.47% |       0.0070 |       0.1316 |      1.0000e-04 |
|      29 |         685 |       00:11:27 |      100.00% |       97.47% |       0.0019 |       0.1443 |      1.0000e-04 |
|      29 |         690 |       00:11:32 |       96.88% |       96.46% |       0.0551 |       0.1914 |      1.0000e-04 |
|      29 |         695 |       00:11:38 |      100.00% |       96.97% |       0.0195 |       0.1009 |      1.0000e-04 |
|      30 |         700 |       00:11:43 |       98.44% |       97.47% |       0.0329 |       0.1427 |      1.0000e-04 |
|      30 |         705 |       00:11:49 |      100.00% |       97.47% |       0.0021 |       0.1094 |      1.0000e-04 |
|      30 |         710 |       00:11:54 |       95.31% |       96.46% |       0.0848 |       0.1856 |      1.0000e-04 |
|      30 |         715 |       00:12:00 |      100.00% |       97.98% |       0.0143 |       0.1053 |      1.0000e-04 |
|      30 |         720 |       00:12:05 |       98.44% |       97.47% |       0.0433 |       0.1375 |      1.0000e-04 |
|      31 |         725 |       00:12:11 |       96.88% |       98.48% |       0.0570 |       0.0574 |      1.0000e-04 |
