Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      94 |         935 |       00:11:30 |       93.75% |       76.19% |       0.2951 |       1.1016 |      1.0000e-04 |
|      94 |         940 |       00:11:33 |       93.75% |       85.71% |       0.0795 |       0.3038 |      1.0000e-04 |
|      95 |         945 |       00:11:37 |       93.75% |       71.43% |       0.2799 |       1.2900 |      1.0000e-04 |
|      95 |         950 |       00:11:40 |      100.00% |       80.95% |       0.0325 |       0.5586 |      1.0000e-04 |
|      96 |         955 |       00:11:44 |       93.75% |       85.71% |       0.2070 |       0.3496 |      1.0000e-04 |
|      96 |         960 |       00:11:48 |       93.75% |       76.19% |       0.1278 |       0.8215 |      1.0000e-04 |
|      97 |         965 |       00:11:51 |      100.00% |       76.19% |       0.1573 |       2.0010 |      1.0000e-04 |
|      97 |         970 |       00:11:55 |      100.00% |       95.24% |       0.0156 |       0.1543 |      1.0000e-04 |
|      98 |         975 |       00:11:59 |      100.00% |       90.48% |       0.0242 |       0.2287 |      1.0000e-04 |
|      98 |         980 |       00:12:02 |       93.75% |       85.71% |       0.0959 |       0.2807 |      1.0000e-04 |
|      99 |         985 |       00:12:06 |      100.00% |       90.48% |       0.0795 |       0.3403 |      1.0000e-04 |
|      99 |         990 |       00:12:09 |      100.00% |       85.71% |       0.0319 |       0.2547 |      1.0000e-04 |
|     100 |         995 |       00:12:13 |      100.00% |       85.71% |       0.0366 |       0.6896 |      1.0000e-04 |
|     100 |        1000 |       00:12:17 |       93.75% |       80.95% |       0.0520 |       1.0088 |      1.0000e-04 |
|======================================================================================================================|
Predicting accuracy for Test Set 
The accuracy of the test set is 78.260870 
The specificity of the test set is 81.666667 
The sensitivity of the test set is 82.500000 
